measure,location,sex,age,cause,metric,year,val,upper,lower
Prevalence,Eswatini,Male,All ages,Upper respiratory infections,Percent,1990,0.023956434,0.027988006,0.020670947
Prevalence,Eswatini,Female,All ages,Upper respiratory infections,Percent,1990,0.023611212,0.027611119,0.020378631
Prevalence,Eswatini,Both,All ages,Upper respiratory infections,Percent,1990,0.023774647,0.027804704,0.020521504
Prevalence,Eswatini,Male,All ages,Upper respiratory infections,Percent,1991,0.023870844,0.027827289,0.020648474
Prevalence,Eswatini,Female,All ages,Upper respiratory infections,Percent,1991,0.023570938,0.027540854,0.020523928
Prevalence,Eswatini,Both,All ages,Upper respiratory infections,Percent,1991,0.023712925,0.027695943,0.020439754
Prevalence,Eswatini,Male,All ages,Upper respiratory infections,Percent,1992,0.023784876,0.027677459,0.020508466
Prevalence,Eswatini,Female,All ages,Upper respiratory infections,Percent,1992,0.023522064,0.027457612,0.020425634
Prevalence,Eswatini,Both,All ages,Upper respiratory infections,Percent,1992,0.02364648,0.027548441,0.020424356
Prevalence,Eswatini,Male,All ages,Upper respiratory infections,Percent,1993,0.023700369,0.027627525,0.020408798
Prevalence,Eswatini,Female,All ages,Upper respiratory infections,Percent,1993,0.023465432,0.027417617,0.020380303
Prevalence,Eswatini,Both,All ages,Upper respiratory infections,Percent,1993,0.023576631,0.027401765,0.020355751
Prevalence,Eswatini,Male,All ages,Upper respiratory infections,Percent,1994,0.023619257,0.027484088,0.020280775
Prevalence,Eswatini,Female,All ages,Upper respiratory infections,Percent,1994,0.023401646,0.027328429,0.020209892
Prevalence,Eswatini,Both,All ages,Upper respiratory infections,Percent,1994,0.023504614,0.027295883,0.020334547
Prevalence,Eswatini,Male,All ages,Upper respiratory infections,Percent,1995,0.02354471,0.027373277,0.020199071
Prevalence,Eswatini,Female,All ages,Upper respiratory infections,Percent,1995,0.023332109,0.027224799,0.020089392
Prevalence,Eswatini,Both,All ages,Upper respiratory infections,Percent,1995,0.023432665,0.027119805,0.020256114
Prevalence,Eswatini,Male,All ages,Upper respiratory infections,Percent,1996,0.02350978,0.027279209,0.020272451
Prevalence,Eswatini,Female,All ages,Upper respiratory infections,Percent,1996,0.023276999,0.027104232,0.020189836
Prevalence,Eswatini,Both,All ages,Upper respiratory infections,Percent,1996,0.023387026,0.027074682,0.02027614
Prevalence,Eswatini,Male,All ages,Upper respiratory infections,Percent,1997,0.023528306,0.027206144,0.020390605
Prevalence,Eswatini,Female,All ages,Upper respiratory infections,Percent,1997,0.023246081,0.026962868,0.020311176
Prevalence,Eswatini,Both,All ages,Upper respiratory infections,Percent,1997,0.023379313,0.027008987,0.02032442
Prevalence,Eswatini,Male,All ages,Upper respiratory infections,Percent,1998,0.023570548,0.027238243,0.020502938
Prevalence,Eswatini,Female,All ages,Upper respiratory infections,Percent,1998,0.02322439,0.026917301,0.020302098
Prevalence,Eswatini,Both,All ages,Upper respiratory infections,Percent,1998,0.023387551,0.027001223,0.020433927
Prevalence,Eswatini,Male,All ages,Upper respiratory infections,Percent,1999,0.023605086,0.027272526,0.020399486
Prevalence,Eswatini,Female,All ages,Upper respiratory infections,Percent,1999,0.023194979,0.026862939,0.020251039
Prevalence,Eswatini,Both,All ages,Upper respiratory infections,Percent,1999,0.023387989,0.027053285,0.020431372
Prevalence,Eswatini,Male,All ages,Upper respiratory infections,Percent,2000,0.023599175,0.027507029,0.020312757
Prevalence,Eswatini,Female,All ages,Upper respiratory infections,Percent,2000,0.023140721,0.02677327,0.02011431
Prevalence,Eswatini,Both,All ages,Upper respiratory infections,Percent,2000,0.023356244,0.026926848,0.020312091
Prevalence,Eswatini,Male,All ages,Upper respiratory infections,Percent,2001,0.023464034,0.027048478,0.020300895
Prevalence,Eswatini,Female,All ages,Upper respiratory infections,Percent,2001,0.022985562,0.026483652,0.020107337
Prevalence,Eswatini,Both,All ages,Upper respiratory infections,Percent,2001,0.023210311,0.026690119,0.020300338
Prevalence,Eswatini,Male,All ages,Upper respiratory infections,Percent,2002,0.023198548,0.026694415,0.020284428
Prevalence,Eswatini,Female,All ages,Upper respiratory infections,Percent,2002,0.022722058,0.026213131,0.019989326
Prevalence,Eswatini,Both,All ages,Upper respiratory infections,Percent,2002,0.022945729,0.026369177,0.020166609
Prevalence,Eswatini,Male,All ages,Upper respiratory infections,Percent,2003,0.022895764,0.026240414,0.020142908
Prevalence,Eswatini,Female,All ages,Upper respiratory infections,Percent,2003,0.022431466,0.025896074,0.019819049
Prevalence,Eswatini,Both,All ages,Upper respiratory infections,Percent,2003,0.022649336,0.026086531,0.019982095
Prevalence,Eswatini,Male,All ages,Upper respiratory infections,Percent,2004,0.022640873,0.026001873,0.01998674
Prevalence,Eswatini,Female,All ages,Upper respiratory infections,Percent,2004,0.022187874,0.025580992,0.019679067
Prevalence,Eswatini,Both,All ages,Upper respiratory infections,Percent,2004,0.022400441,0.025769041,0.019857114
Prevalence,Eswatini,Male,All ages,Upper respiratory infections,Percent,2005,0.022515254,0.025982976,0.019858884
Prevalence,Eswatini,Female,All ages,Upper respiratory infections,Percent,2005,0.022062824,0.02530309,0.019579107
Prevalence,Eswatini,Both,All ages,Upper respiratory infections,Percent,2005,0.022275233,0.025690338,0.019671388
Prevalence,Eswatini,Male,All ages,Upper respiratory infections,Percent,2006,0.022475241,0.025830903,0.019811603
Prevalence,Eswatini,Female,All ages,Upper respiratory infections,Percent,2006,0.022021899,0.025240611,0.019489796
Prevalence,Eswatini,Both,All ages,Upper respiratory infections,Percent,2006,0.022234955,0.025625198,0.019644895
Prevalence,Eswatini,Male,All ages,Upper respiratory infections,Percent,2007,0.022426058,0.025708588,0.01973236
Prevalence,Eswatini,Female,All ages,Upper respiratory infections,Percent,2007,0.021981211,0.025257638,0.019460774
Prevalence,Eswatini,Both,All ages,Upper respiratory infections,Percent,2007,0.022190545,0.02550773,0.019550688
Prevalence,Eswatini,Male,All ages,Upper respiratory infections,Percent,2008,0.022375257,0.025595284,0.019663584
Prevalence,Eswatini,Female,All ages,Upper respiratory infections,Percent,2008,0.021940057,0.025110685,0.019369719
Prevalence,Eswatini,Both,All ages,Upper respiratory infections,Percent,2008,0.022145136,0.025330871,0.019450788
Prevalence,Eswatini,Male,All ages,Upper respiratory infections,Percent,2009,0.022331918,0.025490638,0.019640107
Prevalence,Eswatini,Female,All ages,Upper respiratory infections,Percent,2009,0.021900659,0.025079706,0.019286913
Prevalence,Eswatini,Both,All ages,Upper respiratory infections,Percent,2009,0.022104181,0.025276235,0.019386522
Prevalence,Eswatini,Male,All ages,Upper respiratory infections,Percent,2010,0.022306398,0.025524934,0.019589021
Prevalence,Eswatini,Female,All ages,Upper respiratory infections,Percent,2010,0.021867034,0.025103051,0.019224545
Prevalence,Eswatini,Both,All ages,Upper respiratory infections,Percent,2010,0.022074723,0.025233577,0.019341731
Prevalence,Eswatini,Male,All ages,Upper respiratory infections,Percent,2011,0.022383841,0.025577925,0.01972004
Prevalence,Eswatini,Female,All ages,Upper respiratory infections,Percent,2011,0.021915059,0.025105057,0.019275497
Prevalence,Eswatini,Both,All ages,Upper respiratory infections,Percent,2011,0.02213707,0.025263444,0.019501032
Prevalence,Eswatini,Male,All ages,Upper respiratory infections,Percent,2012,0.022584189,0.025860033,0.019902626
Prevalence,Eswatini,Female,All ages,Upper respiratory infections,Percent,2012,0.022067475,0.025350797,0.019440646
Prevalence,Eswatini,Both,All ages,Upper respiratory infections,Percent,2012,0.022312677,0.02552904,0.019618934
Prevalence,Eswatini,Male,All ages,Upper respiratory infections,Percent,2013,0.022820983,0.026103205,0.019980495
Prevalence,Eswatini,Female,All ages,Upper respiratory infections,Percent,2013,0.022250586,0.025570507,0.019493418
Prevalence,Eswatini,Both,All ages,Upper respiratory infections,Percent,2013,0.022521841,0.025834429,0.019682931
Prevalence,Eswatini,Male,All ages,Upper respiratory infections,Percent,2014,0.0230102,0.026423563,0.02000343
Prevalence,Eswatini,Female,All ages,Upper respiratory infections,Percent,2014,0.022392929,0.025772481,0.019411253
Prevalence,Eswatini,Both,All ages,Upper respiratory infections,Percent,2014,0.022687153,0.026069163,0.019794325
Prevalence,Eswatini,Male,All ages,Upper respiratory infections,Percent,2015,0.023073399,0.026643297,0.020008715
Prevalence,Eswatini,Female,All ages,Upper respiratory infections,Percent,2015,0.022426909,0.025882451,0.019308513
Prevalence,Eswatini,Both,All ages,Upper respiratory infections,Percent,2015,0.022735813,0.026146125,0.019736724
Prevalence,Eswatini,Male,All ages,Upper respiratory infections,Percent,2016,0.023049643,0.026607205,0.019974382
Prevalence,Eswatini,Female,All ages,Upper respiratory infections,Percent,2016,0.022375415,0.025869456,0.019374134
Prevalence,Eswatini,Both,All ages,Upper respiratory infections,Percent,2016,0.02269831,0.026103212,0.019699629
Prevalence,Eswatini,Male,All ages,Upper respiratory infections,Percent,2017,0.023023102,0.026508641,0.019989211
Prevalence,Eswatini,Female,All ages,Upper respiratory infections,Percent,2017,0.022310127,0.025886161,0.019292646
Prevalence,Eswatini,Both,All ages,Upper respiratory infections,Percent,2017,0.0226523,0.026215954,0.019754452
Prevalence,Eswatini,Male,All ages,Upper respiratory infections,Percent,2018,0.022984798,0.026502147,0.020027075
Prevalence,Eswatini,Female,All ages,Upper respiratory infections,Percent,2018,0.022237282,0.025678056,0.019194125
Prevalence,Eswatini,Both,All ages,Upper respiratory infections,Percent,2018,0.022596737,0.026278352,0.019692076
Prevalence,Eswatini,Male,All ages,Upper respiratory infections,Percent,2019,0.022920785,0.026631661,0.019991581
Prevalence,Eswatini,Female,All ages,Upper respiratory infections,Percent,2019,0.022159153,0.025536876,0.019183506
Prevalence,Eswatini,Both,All ages,Upper respiratory infections,Percent,2019,0.022526095,0.026174543,0.01959418
Prevalence,Eswatini,Male,All ages,Upper respiratory infections,Percent,2020,0.022715731,0.026526511,0.019876254
Prevalence,Eswatini,Female,All ages,Upper respiratory infections,Percent,2020,0.022052883,0.025411425,0.019294389
Prevalence,Eswatini,Both,All ages,Upper respiratory infections,Percent,2020,0.022372821,0.025929125,0.019632403
Prevalence,Eswatini,Male,All ages,Upper respiratory infections,Percent,2021,0.022649706,0.026201626,0.019816621
Prevalence,Eswatini,Female,All ages,Upper respiratory infections,Percent,2021,0.021949519,0.025368996,0.01908293
Prevalence,Eswatini,Both,All ages,Upper respiratory infections,Percent,2021,0.022288114,0.025673325,0.019476802
Prevalence,Eswatini,Male,Age-standardized,Upper respiratory infections,Percent,1990,0.020291336,0.023208611,0.017764098
Prevalence,Eswatini,Female,Age-standardized,Upper respiratory infections,Percent,1990,0.020518246,0.023507449,0.018067917
Prevalence,Eswatini,Both,Age-standardized,Upper respiratory infections,Percent,1990,0.020409387,0.02330058,0.017858355
Prevalence,Eswatini,Male,Age-standardized,Upper respiratory infections,Percent,1991,0.020269712,0.023195377,0.017939051
Prevalence,Eswatini,Female,Age-standardized,Upper respiratory infections,Percent,1991,0.020536167,0.02352029,0.018099738
Prevalence,Eswatini,Both,Age-standardized,Upper respiratory infections,Percent,1991,0.020408382,0.023289933,0.017913305
Prevalence,Eswatini,Male,Age-standardized,Upper respiratory infections,Percent,1992,0.020252204,0.023181984,0.017902892
Prevalence,Eswatini,Female,Age-standardized,Upper respiratory infections,Percent,1992,0.020551728,0.023534689,0.018041634
Prevalence,Eswatini,Both,Age-standardized,Upper respiratory infections,Percent,1992,0.02040824,0.023310101,0.017916125
Prevalence,Eswatini,Male,Age-standardized,Upper respiratory infections,Percent,1993,0.020239664,0.023138571,0.017877225
Prevalence,Eswatini,Female,Age-standardized,Upper respiratory infections,Percent,1993,0.020564437,0.023589934,0.018043879
Prevalence,Eswatini,Both,Age-standardized,Upper respiratory infections,Percent,1993,0.020409077,0.02336904,0.017956708
Prevalence,Eswatini,Male,Age-standardized,Upper respiratory infections,Percent,1994,0.020232853,0.022997428,0.017832308
Prevalence,Eswatini,Female,Age-standardized,Upper respiratory infections,Percent,1994,0.020573868,0.023673969,0.018040399
Prevalence,Eswatini,Both,Age-standardized,Upper respiratory infections,Percent,1994,0.020411,0.023359867,0.018035575
Prevalence,Eswatini,Male,Age-standardized,Upper respiratory infections,Percent,1995,0.020233031,0.022993241,0.017778442
Prevalence,Eswatini,Female,Age-standardized,Upper respiratory infections,Percent,1995,0.020579801,0.023754428,0.018085284
Prevalence,Eswatini,Both,Age-standardized,Upper respiratory infections,Percent,1995,0.020414465,0.023330383,0.018113444
Prevalence,Eswatini,Male,Age-standardized,Upper respiratory infections,Percent,1996,0.020256744,0.023132635,0.017897411
Prevalence,Eswatini,Female,Age-standardized,Upper respiratory infections,Percent,1996,0.020593654,0.023649587,0.018114464
Prevalence,Eswatini,Both,Age-standardized,Upper respiratory infections,Percent,1996,0.020433524,0.023315651,0.018123707
Prevalence,Eswatini,Male,Age-standardized,Upper respiratory infections,Percent,1997,0.020310283,0.023162397,0.017945761
Prevalence,Eswatini,Female,Age-standardized,Upper respiratory infections,Percent,1997,0.020621421,0.023554239,0.018190318
Prevalence,Eswatini,Both,Age-standardized,Upper respiratory infections,Percent,1997,0.020474366,0.023346251,0.018242611
Prevalence,Eswatini,Male,Age-standardized,Upper respiratory infections,Percent,1998,0.020376834,0.023202579,0.017956886
Prevalence,Eswatini,Female,Age-standardized,Upper respiratory infections,Percent,1998,0.020653498,0.023579719,0.018372862
Prevalence,Eswatini,Both,Age-standardized,Upper respiratory infections,Percent,1998,0.020523717,0.023409681,0.018226504
Prevalence,Eswatini,Male,Age-standardized,Upper respiratory infections,Percent,1999,0.020438814,0.02329225,0.01797923
Prevalence,Eswatini,Female,Age-standardized,Upper respiratory infections,Percent,1999,0.020679816,0.023690092,0.018297098
Prevalence,Eswatini,Both,Age-standardized,Upper respiratory infections,Percent,1999,0.020567747,0.023393367,0.018177402
Prevalence,Eswatini,Male,Age-standardized,Upper respiratory infections,Percent,2000,0.020476931,0.023406898,0.017991851
Prevalence,Eswatini,Female,Age-standardized,Upper respiratory infections,Percent,2000,0.020689179,0.023777513,0.018182876
Prevalence,Eswatini,Both,Age-standardized,Upper respiratory infections,Percent,2000,0.02059127,0.023415239,0.018100419
Prevalence,Eswatini,Male,Age-standardized,Upper respiratory infections,Percent,2001,0.020431693,0.023319573,0.018037174
Prevalence,Eswatini,Female,Age-standardized,Upper respiratory infections,Percent,2001,0.020625769,0.023601515,0.018257639
Prevalence,Eswatini,Both,Age-standardized,Upper respiratory infections,Percent,2001,0.020536619,0.023232995,0.018166626
Prevalence,Eswatini,Male,Age-standardized,Upper respiratory infections,Percent,2002,0.020296116,0.023108446,0.017950574
Prevalence,Eswatini,Female,Age-standardized,Upper respiratory infections,Percent,2002,0.020478875,0.023320302,0.01821866
Prevalence,Eswatini,Both,Age-standardized,Upper respiratory infections,Percent,2002,0.020394899,0.023024897,0.018107197
Prevalence,Eswatini,Male,Age-standardized,Upper respiratory infections,Percent,2003,0.020127901,0.022884262,0.017808412
Prevalence,Eswatini,Female,Age-standardized,Upper respiratory infections,Percent,2003,0.020304147,0.023157383,0.01805403
Prevalence,Eswatini,Both,Age-standardized,Upper respiratory infections,Percent,2003,0.020222876,0.022982143,0.017920024
Prevalence,Eswatini,Male,Age-standardized,Upper respiratory infections,Percent,2004,0.019984476,0.022754846,0.017634253
Prevalence,Eswatini,Female,Age-standardized,Upper respiratory infections,Percent,2004,0.020157159,0.023070114,0.017868906
Prevalence,Eswatini,Both,Age-standardized,Upper respiratory infections,Percent,2004,0.020077167,0.022929602,0.017700575
Prevalence,Eswatini,Male,Age-standardized,Upper respiratory infections,Percent,2005,0.019923025,0.022658999,0.01755304
Prevalence,Eswatini,Female,Age-standardized,Upper respiratory infections,Percent,2005,0.020093377,0.023043137,0.017766305
Prevalence,Eswatini,Both,Age-standardized,Upper respiratory infections,Percent,2005,0.020014205,0.022909126,0.017656463
Prevalence,Eswatini,Male,Age-standardized,Upper respiratory infections,Percent,2006,0.019916898,0.02263438,0.017538125
Prevalence,Eswatini,Female,Age-standardized,Upper respiratory infections,Percent,2006,0.020090542,0.022984084,0.017780669
Prevalence,Eswatini,Both,Age-standardized,Upper respiratory infections,Percent,2006,0.02000969,0.022883586,0.017636052
Prevalence,Eswatini,Male,Age-standardized,Upper respiratory infections,Percent,2007,0.019904366,0.022505602,0.017468057
Prevalence,Eswatini,Female,Age-standardized,Upper respiratory infections,Percent,2007,0.020088936,0.02296063,0.017763787
Prevalence,Eswatini,Both,Age-standardized,Upper respiratory infections,Percent,2007,0.020002905,0.022845047,0.017615028
Prevalence,Eswatini,Male,Age-standardized,Upper respiratory infections,Percent,2008,0.019891661,0.022492967,0.017491736
Prevalence,Eswatini,Female,Age-standardized,Upper respiratory infections,Percent,2008,0.020089538,0.022887258,0.017735824
Prevalence,Eswatini,Both,Age-standardized,Upper respiratory infections,Percent,2008,0.019997306,0.022797777,0.017590223
Prevalence,Eswatini,Male,Age-standardized,Upper respiratory infections,Percent,2009,0.019885131,0.022482246,0.017543087
Prevalence,Eswatini,Female,Age-standardized,Upper respiratory infections,Percent,2009,0.020093452,0.022830117,0.017755789
Prevalence,Eswatini,Both,Age-standardized,Upper respiratory infections,Percent,2009,0.019996422,0.022760247,0.017580826
Prevalence,Eswatini,Male,Age-standardized,Upper respiratory infections,Percent,2010,0.019891735,0.022432218,0.017585418
Prevalence,Eswatini,Female,Age-standardized,Upper respiratory infections,Percent,2010,0.020102071,0.022823637,0.0177459
Prevalence,Eswatini,Both,Age-standardized,Upper respiratory infections,Percent,2010,0.020004227,0.022723944,0.01757446
Prevalence,Eswatini,Male,Age-standardized,Upper respiratory infections,Percent,2011,0.019969833,0.022508233,0.017660531
Prevalence,Eswatini,Female,Age-standardized,Upper respiratory infections,Percent,2011,0.020175048,0.022935132,0.017827665
Prevalence,Eswatini,Both,Age-standardized,Upper respiratory infections,Percent,2011,0.020079808,0.022749902,0.017643855
Prevalence,Eswatini,Male,Age-standardized,Upper respiratory infections,Percent,2012,0.020136219,0.022753174,0.017710667
Prevalence,Eswatini,Female,Age-standardized,Upper respiratory infections,Percent,2012,0.020333495,0.023105185,0.017910571
Prevalence,Eswatini,Both,Age-standardized,Upper respiratory infections,Percent,2012,0.02024232,0.022865751,0.017817838
Prevalence,Eswatini,Male,Age-standardized,Upper respiratory infections,Percent,2013,0.020335277,0.022999459,0.017886441
Prevalence,Eswatini,Female,Age-standardized,Upper respiratory infections,Percent,2013,0.020521524,0.023289818,0.01804992
Prevalence,Eswatini,Both,Age-standardized,Upper respiratory infections,Percent,2013,0.020436024,0.023009584,0.017996821
Prevalence,Eswatini,Male,Age-standardized,Upper respiratory infections,Percent,2014,0.020510376,0.023188242,0.018017556
Prevalence,Eswatini,Female,Age-standardized,Upper respiratory infections,Percent,2014,0.020682304,0.023542296,0.018131382
Prevalence,Eswatini,Both,Age-standardized,Upper respiratory infections,Percent,2014,0.020604165,0.023334185,0.018111159
Prevalence,Eswatini,Male,Age-standardized,Upper respiratory infections,Percent,2015,0.02060587,0.023485775,0.018095107
Prevalence,Eswatini,Female,Age-standardized,Upper respiratory infections,Percent,2015,0.020760558,0.023617865,0.018089155
Prevalence,Eswatini,Both,Age-standardized,Upper respiratory infections,Percent,2015,0.020691236,0.023602338,0.018109279
Prevalence,Eswatini,Male,Age-standardized,Upper respiratory infections,Percent,2016,0.02064893,0.023499383,0.018134071
Prevalence,Eswatini,Female,Age-standardized,Upper respiratory infections,Percent,2016,0.020774416,0.023883825,0.018181582
Prevalence,Eswatini,Both,Age-standardized,Upper respiratory infections,Percent,2016,0.020719692,0.02360005,0.018187829
Prevalence,Eswatini,Male,Age-standardized,Upper respiratory infections,Percent,2017,0.02069808,0.023561178,0.018235956
Prevalence,Eswatini,Female,Age-standardized,Upper respiratory infections,Percent,2017,0.020782059,0.023884418,0.018188954
Prevalence,Eswatini,Both,Age-standardized,Upper respiratory infections,Percent,2017,0.020747921,0.023678217,0.018234967
Prevalence,Eswatini,Male,Age-standardized,Upper respiratory infections,Percent,2018,0.020743724,0.023668128,0.018281231
Prevalence,Eswatini,Female,Age-standardized,Upper respiratory infections,Percent,2018,0.020787281,0.023734331,0.018182431
Prevalence,Eswatini,Both,Age-standardized,Upper respiratory infections,Percent,2018,0.020773226,0.023782579,0.018242198
Prevalence,Eswatini,Male,Age-standardized,Upper respiratory infections,Percent,2019,0.02077397,0.023652366,0.018295539
Prevalence,Eswatini,Female,Age-standardized,Upper respiratory infections,Percent,2019,0.020791885,0.02385735,0.018146338
Prevalence,Eswatini,Both,Age-standardized,Upper respiratory infections,Percent,2019,0.020790722,0.023765525,0.0182413
Prevalence,Eswatini,Male,Age-standardized,Upper respiratory infections,Percent,2020,0.020683803,0.023941596,0.01829636
Prevalence,Eswatini,Female,Age-standardized,Upper respiratory infections,Percent,2020,0.020771645,0.023877986,0.018312816
Prevalence,Eswatini,Both,Age-standardized,Upper respiratory infections,Percent,2020,0.020736811,0.023839186,0.018404613
Prevalence,Eswatini,Male,Age-standardized,Upper respiratory infections,Percent,2021,0.020709397,0.023648873,0.018309723
Prevalence,Eswatini,Female,Age-standardized,Upper respiratory infections,Percent,2021,0.020738646,0.023837508,0.018178886
Prevalence,Eswatini,Both,Age-standardized,Upper respiratory infections,Percent,2021,0.020731635,0.023602933,0.018327329
Prevalence,Eswatini,Male,All ages,Typhoid fever,Percent,1990,1.41E-06,1.99E-06,9.28E-07
Prevalence,Eswatini,Female,All ages,Typhoid fever,Percent,1990,1.18E-06,1.68E-06,7.88E-07
Prevalence,Eswatini,Both,All ages,Typhoid fever,Percent,1990,1.29E-06,1.76E-06,8.85E-07
Prevalence,Eswatini,Male,All ages,Typhoid fever,Percent,1991,1.42E-06,1.96E-06,9.82E-07
Prevalence,Eswatini,Female,All ages,Typhoid fever,Percent,1991,1.19E-06,1.68E-06,8.21E-07
Prevalence,Eswatini,Both,All ages,Typhoid fever,Percent,1991,1.30E-06,1.78E-06,8.96E-07
Prevalence,Eswatini,Male,All ages,Typhoid fever,Percent,1992,1.42E-06,1.96E-06,9.90E-07
Prevalence,Eswatini,Female,All ages,Typhoid fever,Percent,1992,1.20E-06,1.70E-06,8.41E-07
Prevalence,Eswatini,Both,All ages,Typhoid fever,Percent,1992,1.31E-06,1.81E-06,9.23E-07
Prevalence,Eswatini,Male,All ages,Typhoid fever,Percent,1993,1.42E-06,1.96E-06,9.91E-07
Prevalence,Eswatini,Female,All ages,Typhoid fever,Percent,1993,1.21E-06,1.72E-06,8.35E-07
Prevalence,Eswatini,Both,All ages,Typhoid fever,Percent,1993,1.31E-06,1.82E-06,9.25E-07
Prevalence,Eswatini,Male,All ages,Typhoid fever,Percent,1994,1.42E-06,2.02E-06,9.87E-07
Prevalence,Eswatini,Female,All ages,Typhoid fever,Percent,1994,1.21E-06,1.76E-06,8.18E-07
Prevalence,Eswatini,Both,All ages,Typhoid fever,Percent,1994,1.31E-06,1.86E-06,9.07E-07
Prevalence,Eswatini,Male,All ages,Typhoid fever,Percent,1995,1.42E-06,2.03E-06,9.69E-07
Prevalence,Eswatini,Female,All ages,Typhoid fever,Percent,1995,1.20E-06,1.83E-06,7.86E-07
Prevalence,Eswatini,Both,All ages,Typhoid fever,Percent,1995,1.30E-06,1.88E-06,8.93E-07
Prevalence,Eswatini,Male,All ages,Typhoid fever,Percent,1996,1.41E-06,1.99E-06,9.79E-07
Prevalence,Eswatini,Female,All ages,Typhoid fever,Percent,1996,1.20E-06,1.76E-06,8.11E-07
Prevalence,Eswatini,Both,All ages,Typhoid fever,Percent,1996,1.30E-06,1.83E-06,9.08E-07
Prevalence,Eswatini,Male,All ages,Typhoid fever,Percent,1997,1.40E-06,1.96E-06,9.77E-07
Prevalence,Eswatini,Female,All ages,Typhoid fever,Percent,1997,1.18E-06,1.69E-06,8.13E-07
Prevalence,Eswatini,Both,All ages,Typhoid fever,Percent,1997,1.28E-06,1.79E-06,8.99E-07
Prevalence,Eswatini,Male,All ages,Typhoid fever,Percent,1998,1.39E-06,1.91E-06,9.85E-07
Prevalence,Eswatini,Female,All ages,Typhoid fever,Percent,1998,1.17E-06,1.64E-06,8.15E-07
Prevalence,Eswatini,Both,All ages,Typhoid fever,Percent,1998,1.27E-06,1.74E-06,9.14E-07
Prevalence,Eswatini,Male,All ages,Typhoid fever,Percent,1999,1.38E-06,1.88E-06,9.85E-07
Prevalence,Eswatini,Female,All ages,Typhoid fever,Percent,1999,1.16E-06,1.62E-06,8.04E-07
Prevalence,Eswatini,Both,All ages,Typhoid fever,Percent,1999,1.26E-06,1.72E-06,9.14E-07
Prevalence,Eswatini,Male,All ages,Typhoid fever,Percent,2000,1.37E-06,1.92E-06,9.59E-07
Prevalence,Eswatini,Female,All ages,Typhoid fever,Percent,2000,1.15E-06,1.60E-06,7.78E-07
Prevalence,Eswatini,Both,All ages,Typhoid fever,Percent,2000,1.25E-06,1.72E-06,8.95E-07
Prevalence,Eswatini,Male,All ages,Typhoid fever,Percent,2001,1.36E-06,1.87E-06,9.84E-07
Prevalence,Eswatini,Female,All ages,Typhoid fever,Percent,2001,1.14E-06,1.57E-06,8.00E-07
Prevalence,Eswatini,Both,All ages,Typhoid fever,Percent,2001,1.25E-06,1.67E-06,9.06E-07
Prevalence,Eswatini,Male,All ages,Typhoid fever,Percent,2002,1.36E-06,1.83E-06,9.87E-07
Prevalence,Eswatini,Female,All ages,Typhoid fever,Percent,2002,1.14E-06,1.53E-06,8.11E-07
Prevalence,Eswatini,Both,All ages,Typhoid fever,Percent,2002,1.24E-06,1.64E-06,9.08E-07
Prevalence,Eswatini,Male,All ages,Typhoid fever,Percent,2003,1.35E-06,1.82E-06,9.80E-07
Prevalence,Eswatini,Female,All ages,Typhoid fever,Percent,2003,1.13E-06,1.50E-06,8.21E-07
Prevalence,Eswatini,Both,All ages,Typhoid fever,Percent,2003,1.24E-06,1.61E-06,8.99E-07
Prevalence,Eswatini,Male,All ages,Typhoid fever,Percent,2004,1.35E-06,1.82E-06,9.55E-07
Prevalence,Eswatini,Female,All ages,Typhoid fever,Percent,2004,1.13E-06,1.51E-06,8.20E-07
Prevalence,Eswatini,Both,All ages,Typhoid fever,Percent,2004,1.23E-06,1.59E-06,8.91E-07
Prevalence,Eswatini,Male,All ages,Typhoid fever,Percent,2005,1.35E-06,1.82E-06,9.21E-07
Prevalence,Eswatini,Female,All ages,Typhoid fever,Percent,2005,1.12E-06,1.53E-06,8.17E-07
Prevalence,Eswatini,Both,All ages,Typhoid fever,Percent,2005,1.23E-06,1.61E-06,8.91E-07
Prevalence,Eswatini,Male,All ages,Typhoid fever,Percent,2006,1.35E-06,1.81E-06,9.37E-07
Prevalence,Eswatini,Female,All ages,Typhoid fever,Percent,2006,1.12E-06,1.50E-06,8.10E-07
Prevalence,Eswatini,Both,All ages,Typhoid fever,Percent,2006,1.23E-06,1.60E-06,8.90E-07
Prevalence,Eswatini,Male,All ages,Typhoid fever,Percent,2007,1.37E-06,1.83E-06,9.46E-07
Prevalence,Eswatini,Female,All ages,Typhoid fever,Percent,2007,1.11E-06,1.46E-06,8.10E-07
Prevalence,Eswatini,Both,All ages,Typhoid fever,Percent,2007,1.23E-06,1.60E-06,8.97E-07
Prevalence,Eswatini,Male,All ages,Typhoid fever,Percent,2008,1.38E-06,1.88E-06,9.61E-07
Prevalence,Eswatini,Female,All ages,Typhoid fever,Percent,2008,1.11E-06,1.45E-06,7.97E-07
Prevalence,Eswatini,Both,All ages,Typhoid fever,Percent,2008,1.24E-06,1.62E-06,8.91E-07
Prevalence,Eswatini,Male,All ages,Typhoid fever,Percent,2009,1.39E-06,1.96E-06,9.62E-07
Prevalence,Eswatini,Female,All ages,Typhoid fever,Percent,2009,1.10E-06,1.46E-06,7.86E-07
Prevalence,Eswatini,Both,All ages,Typhoid fever,Percent,2009,1.24E-06,1.64E-06,8.77E-07
