measure,location,sex,age,cause,metric,year,val,upper,lower
Prevalence,Eswatini,Female,10-14 years,Pancreatitis,Percent,2007,7.46795080719e-05,0.0001373790605747,3.28574850312e-05
Prevalence,Eswatini,Both,10-14 years,Pancreatitis,Percent,2007,7.91279925103e-05,0.0001421391854367,3.48164359812e-05
Prevalence,Eswatini,Male,25-29 years,Adverse effects of medical treatment,Percent,2007,6.06351189438e-05,9.43399382501e-05,3.23108638472e-05
Prevalence,Eswatini,Female,25-29 years,Adverse effects of medical treatment,Percent,2007,6.72895319964e-05,0.0001045312106778,3.67778988734e-05
Prevalence,Eswatini,Both,25-29 years,Adverse effects of medical treatment,Percent,2007,6.42525366271e-05,9.73213740299e-05,3.36553344752e-05
Prevalence,Eswatini,Male,30-34 years,Adverse effects of medical treatment,Percent,2007,6.16332314545e-05,9.20945573242e-05,3.78634427569e-05
Prevalence,Eswatini,Female,30-34 years,Adverse effects of medical treatment,Percent,2007,8.27310880126e-05,0.0001242735831642,4.84164819842e-05
Prevalence,Eswatini,Both,30-34 years,Adverse effects of medical treatment,Percent,2007,7.28048864153e-05,0.000109336735927,4.32844128744e-05
Prevalence,Eswatini,Male,35-39 years,Adverse effects of medical treatment,Percent,2007,6.83113916868e-05,0.0001027130699174,4.11060605878e-05
Prevalence,Eswatini,Female,35-39 years,Adverse effects of medical treatment,Percent,2007,0.0001029520020869,0.0001528970997888,6.38560681225e-05
Prevalence,Eswatini,Both,35-39 years,Adverse effects of medical treatment,Percent,2007,8.66841504953e-05,0.0001288806276391,5.35220341891e-05
Prevalence,Eswatini,Male,40-44 years,Adverse effects of medical treatment,Percent,2007,8.54055876777e-05,0.000126367788992,5.19178831135e-05
Prevalence,Eswatini,Female,40-44 years,Adverse effects of medical treatment,Percent,2007,0.0001171426335525,0.000168983726742,7.01626274785e-05
Prevalence,Eswatini,Both,40-44 years,Adverse effects of medical treatment,Percent,2007,0.0001026922288984,0.0001479269992775,6.24962719202e-05
Prevalence,Eswatini,Male,45-49 years,Adverse effects of medical treatment,Percent,2007,0.0001028821368724,0.0001463830115132,6.74691131979e-05
Prevalence,Eswatini,Female,45-49 years,Adverse effects of medical treatment,Percent,2007,0.0001206149965749,0.0001723518064361,7.75448279499e-05
Prevalence,Eswatini,Both,45-49 years,Adverse effects of medical treatment,Percent,2007,0.000112570800602,0.0001591720110349,7.42280031417e-05
Prevalence,Eswatini,Male,50-54 years,Adverse effects of medical treatment,Percent,2007,0.000117489686597,0.0001693936211663,7.55498868682e-05
Prevalence,Eswatini,Female,50-54 years,Adverse effects of medical treatment,Percent,2007,0.0001280423789197,0.0001832122519672,7.91511630959e-05
Prevalence,Eswatini,Both,50-54 years,Adverse effects of medical treatment,Percent,2007,0.0001231186689982,0.000173902639893,7.73113726875e-05
Prevalence,Eswatini,Male,55-59 years,Adverse effects of medical treatment,Percent,2007,0.0001332904438201,0.0001939265183606,8.62197277354e-05
Prevalence,Eswatini,Female,55-59 years,Adverse effects of medical treatment,Percent,2007,0.0001405181735198,0.0002063609696388,9.20683779909e-05
Prevalence,Eswatini,Both,55-59 years,Adverse effects of medical treatment,Percent,2007,0.0001371766071848,0.0001989531827817,9.10588725868e-05
Prevalence,Eswatini,Male,<5 years,Tetanus,Percent,2007,4.9202071691e-06,8.3990510611e-06,2.9205791356e-06
Prevalence,Eswatini,Female,<5 years,Tetanus,Percent,2007,2.5287847826e-06,4.3039420722e-06,1.7558115491e-06
Prevalence,Eswatini,Both,<5 years,Tetanus,Percent,2007,3.7215437316e-06,5.885830757e-06,2.5001268563e-06
Prevalence,Eswatini,Male,<5 years,Varicella and herpes zoster,Percent,2007,0.0013277551950816,0.0015982504776931,0.0010210374111979
Prevalence,Eswatini,Female,<5 years,Varicella and herpes zoster,Percent,2007,0.0012785602122174,0.0015475152433925,0.0009628952109039
Prevalence,Eswatini,Both,<5 years,Varicella and herpes zoster,Percent,2007,0.0013030735741856,0.0015737371829426,0.0009960044993627
Prevalence,Eswatini,Male,5-9 years,Varicella and herpes zoster,Percent,2007,0.0005347333080656,0.0006618066696115,0.0003649835017061
Prevalence,Eswatini,Female,5-9 years,Varicella and herpes zoster,Percent,2007,0.0005263585649213,0.0006548603710599,0.0003581141866574
Prevalence,Eswatini,Both,5-9 years,Varicella and herpes zoster,Percent,2007,0.000530487763177,0.0006577769547085,0.0003635551979784
Prevalence,Eswatini,Male,<5 years,Appendicitis,Percent,2007,1.73364331062e-05,2.63755758734e-05,1.05846128801e-05
Prevalence,Eswatini,Female,<5 years,Appendicitis,Percent,2007,1.60239921748e-05,2.38757983071e-05,9.7412767879e-06
Prevalence,Eswatini,Both,<5 years,Appendicitis,Percent,2007,1.66782415802e-05,2.5015091748e-05,9.9713265363e-06
Prevalence,Eswatini,Male,<5 years,"Inguinal, femoral, and abdominal hernia",Percent,2007,0.0014680279779429,0.0019112127403954,0.0010763211609711
Prevalence,Eswatini,Female,<5 years,"Inguinal, femoral, and abdominal hernia",Percent,2007,0.000922615292646,0.0012811075631312,0.0006174756810662
Prevalence,Eswatini,Both,<5 years,"Inguinal, femoral, and abdominal hernia",Percent,2007,0.001194638594621,0.0015770207998477,0.0008593019968853
Prevalence,Eswatini,Male,5-9 years,"Inguinal, femoral, and abdominal hernia",Percent,2007,0.0019310990881583,0.0029504179293126,0.0011415560478431
Prevalence,Eswatini,Female,5-9 years,"Inguinal, femoral, and abdominal hernia",Percent,2007,0.001872558745623,0.0027320188862588,0.001138101805537
Prevalence,Eswatini,Both,5-9 years,"Inguinal, femoral, and abdominal hernia",Percent,2007,0.0019014363767207,0.0028384658572085,0.0011298024273602
Prevalence,Eswatini,Male,10-14 years,"Inguinal, femoral, and abdominal hernia",Percent,2007,0.0017643787256524,0.0028543187588186,0.0009944340548613
Prevalence,Eswatini,Female,10-14 years,"Inguinal, femoral, and abdominal hernia",Percent,2007,0.0016765814768102,0.0026214385117108,0.0009764267997736
Prevalence,Eswatini,Both,10-14 years,"Inguinal, femoral, and abdominal hernia",Percent,2007,0.0017191118813106,0.0027273939445754,0.000987365186141
Prevalence,Eswatini,Male,15-19 years,"Inguinal, femoral, and abdominal hernia",Percent,2007,0.001691093736285,0.002645580938169,0.000959102688016
Prevalence,Eswatini,Female,15-19 years,"Inguinal, femoral, and abdominal hernia",Percent,2007,0.0013484522818357,0.0020453169383207,0.0007981638565121
Prevalence,Eswatini,Both,15-19 years,"Inguinal, femoral, and abdominal hernia",Percent,2007,0.0015097920056119,0.0023157434018419,0.000909886244894
Prevalence,Eswatini,Male,20-24 years,"Inguinal, femoral, and abdominal hernia",Percent,2007,0.0017328698539881,0.002737509838712,0.0010064415452224
Prevalence,Eswatini,Female,20-24 years,"Inguinal, femoral, and abdominal hernia",Percent,2007,0.001154897369401,0.0018106248937122,0.0006883182095221
Prevalence,Eswatini,Both,20-24 years,"Inguinal, femoral, and abdominal hernia",Percent,2007,0.0014183897748405,0.0022676094805235,0.0008266184861753
Prevalence,Eswatini,Male,25-29 years,"Inguinal, femoral, and abdominal hernia",Percent,2007,0.0020716857609623,0.0030139382846831,0.0013347076133738
Prevalence,Eswatini,Female,25-29 years,"Inguinal, femoral, and abdominal hernia",Percent,2007,0.0012384376055946,0.0019325150927829,0.0007847281585156
Prevalence,Eswatini,Both,25-29 years,"Inguinal, femoral, and abdominal hernia",Percent,2007,0.0016186883363291,0.0024310649025405,0.0010637708688001
Prevalence,Eswatini,Male,30-34 years,"Inguinal, femoral, and abdominal hernia",Percent,2007,0.002662479475971,0.0039219208405508,0.0016921615778329
Prevalence,Eswatini,Female,30-34 years,"Inguinal, femoral, and abdominal hernia",Percent,2007,0.0013284317404862,0.0019306069637904,0.0008365038816549
Prevalence,Eswatini,Both,30-34 years,"Inguinal, femoral, and abdominal hernia",Percent,2007,0.0019560741478632,0.0027865866259584,0.0012420964906221
Prevalence,Eswatini,Male,35-39 years,"Inguinal, femoral, and abdominal hernia",Percent,2007,0.0039893659185307,0.0058379236854404,0.0026301649602089
Prevalence,Eswatini,Female,35-39 years,"Inguinal, femoral, and abdominal hernia",Percent,2007,0.0015063643259856,0.002187301325693,0.0009743679877705
Prevalence,Eswatini,Both,35-39 years,"Inguinal, femoral, and abdominal hernia",Percent,2007,0.0026724148387361,0.0038862415197364,0.0017637247602082
Prevalence,Eswatini,Male,5-9 years,Upper respiratory infections,Percent,2007,0.0247501313821512,0.0333213699393276,0.0182627970364128
Prevalence,Eswatini,Female,5-9 years,Upper respiratory infections,Percent,2007,0.0246335397478298,0.0334355805016456,0.0177417349338833
Prevalence,Eswatini,Both,5-9 years,Upper respiratory infections,Percent,2007,0.0246909885157741,0.033164944182471,0.0179198198859874
Prevalence,Eswatini,Male,10-14 years,Upper respiratory infections,Percent,2007,0.0208846758067941,0.0287959012754798,0.0141080733484552
Prevalence,Eswatini,Female,10-14 years,Upper respiratory infections,Percent,2007,0.0203104976030138,0.0283508511387206,0.0141190072530231
Prevalence,Eswatini,Both,10-14 years,Upper respiratory infections,Percent,2007,0.0205884222392497,0.0284312176254569,0.0141748140009268
Prevalence,Eswatini,Male,15-19 years,Upper respiratory infections,Percent,2007,0.0189868314010082,0.0261551010820208,0.0130013169597624
Prevalence,Eswatini,Female,15-19 years,Upper respiratory infections,Percent,2007,0.018662551169569,0.0257525847551782,0.012519858766505
Prevalence,Eswatini,Both,15-19 years,Upper respiratory infections,Percent,2007,0.0188152410430642,0.0259074115590863,0.0127732854716158
Prevalence,Eswatini,Male,20-24 years,Upper respiratory infections,Percent,2007,0.0188635248712384,0.026899855428387,0.0125878534745559
Prevalence,Eswatini,Female,20-24 years,Upper respiratory infections,Percent,2007,0.0186809230528336,0.0267888898756932,0.0127443649990853
Prevalence,Eswatini,Both,20-24 years,Upper respiratory infections,Percent,2007,0.0187641655622047,0.0268529376432148,0.0127982691544228
Prevalence,Eswatini,Male,25-29 years,Upper respiratory infections,Percent,2007,0.0186602294534919,0.0262671670299094,0.0126911703322563
Prevalence,Eswatini,Female,25-29 years,Upper respiratory infections,Percent,2007,0.0185392578921129,0.0261600025693988,0.01252314244585
Prevalence,Eswatini,Both,25-29 years,Upper respiratory infections,Percent,2007,0.0185944609124661,0.026253281487988,0.0129049895772207
Prevalence,Eswatini,Male,30-34 years,Upper respiratory infections,Percent,2007,0.0181479216957063,0.0240260632394028,0.0127581805880276
Prevalence,Eswatini,Female,30-34 years,Upper respiratory infections,Percent,2007,0.0180986607288092,0.0241804635923123,0.0128155895275028
Prevalence,Eswatini,Both,30-34 years,Upper respiratory infections,Percent,2007,0.0181218440567481,0.0241020573763573,0.0128932739421896
Prevalence,Eswatini,Male,35-39 years,Upper respiratory infections,Percent,2007,0.0175154666266069,0.0244339803081332,0.0121372151701988
Prevalence,Eswatini,Female,35-39 years,Upper respiratory infections,Percent,2007,0.0174392135767234,0.0239746759350975,0.0118260971692541
Prevalence,Eswatini,Both,35-39 years,Upper respiratory infections,Percent,2007,0.0174750261442559,0.0242826544709284,0.011930910112276
Prevalence,Eswatini,Male,70-74 years,Alzheimer's disease and other dementias,Percent,2007,0.0215002279133628,0.0275670958754687,0.0164179163906045
Prevalence,Eswatini,Female,70-74 years,Alzheimer's disease and other dementias,Percent,2007,0.0331030917648489,0.0416411583555533,0.0256897447519668
Prevalence,Eswatini,Both,70-74 years,Alzheimer's disease and other dementias,Percent,2007,0.0285698898780211,0.0360700417184776,0.0223197837619772
Prevalence,Eswatini,Male,75-79 years,Alzheimer's disease and other dementias,Percent,2007,0.0408073153413848,0.0517245355507189,0.0316490428435892
Prevalence,Eswatini,Female,75-79 years,Alzheimer's disease and other dementias,Percent,2007,0.0626075026673984,0.0786416981683409,0.0486924231715183
Prevalence,Eswatini,Both,75-79 years,Alzheimer's disease and other dementias,Percent,2007,0.0549480765401703,0.0696717690667988,0.0430488318625897
Prevalence,Eswatini,Male,80+ years,Alzheimer's disease and other dementias,Percent,2007,0.0964172861972605,0.1186550691081628,0.0776190474339404
Prevalence,Eswatini,Female,80+ years,Alzheimer's disease and other dementias,Percent,2007,0.1517520630652561,0.1857026075386497,0.1252465001764782
Prevalence,Eswatini,Both,80+ years,Alzheimer's disease and other dementias,Percent,2007,0.1366350474421674,0.1672461152854499,0.112200880386144
Prevalence,Eswatini,Male,<5 years,Animal contact,Percent,2007,0.0007570011558579,0.0009324102647913,0.0005917078847843
Prevalence,Eswatini,Female,<5 years,Animal contact,Percent,2007,0.0004695768297643,0.0006028495503473,0.0003426275304137
Prevalence,Eswatini,Both,<5 years,Animal contact,Percent,2007,0.000612925351256,0.0007595732996423,0.0004694612525772
Prevalence,Eswatini,Male,5-9 years,Animal contact,Percent,2007,0.0016450154470135,0.0020502840651089,0.0012322531910902
Prevalence,Eswatini,Female,5-9 years,Animal contact,Percent,2007,0.0008350356606976,0.0011073820189274,0.0006137931436216
Prevalence,Eswatini,Both,5-9 years,Animal contact,Percent,2007,0.0012349011684183,0.0015694791748611,0.0009204279019983
Prevalence,Eswatini,Male,10-14 years,Animal contact,Percent,2007,0.0028076359409387,0.0035197496432482,0.0022262914529975
Prevalence,Eswatini,Female,10-14 years,Animal contact,Percent,2007,0.001252479422774,0.0016715963339091,0.000953399026382
Prevalence,Eswatini,Both,10-14 years,Animal contact,Percent,2007,0.0020057963746092,0.0025432512192296,0.0015727687902088
Prevalence,Eswatini,Male,15-19 years,Animal contact,Percent,2007,0.0037602715826217,0.0048411798427233,0.0029587501284702
Prevalence,Eswatini,Female,15-19 years,Animal contact,Percent,2007,0.0015576713651211,0.0019415324512725,0.0012184835780199
Prevalence,Eswatini,Both,15-19 years,Animal contact,Percent,2007,0.0025948787643279,0.003306829861371,0.0020457731907375
Prevalence,Eswatini,Male,20-24 years,Animal contact,Percent,2007,0.0047940432172293,0.0058072222760706,0.0038490297007313
Prevalence,Eswatini,Female,20-24 years,Animal contact,Percent,2007,0.0018727602510819,0.0022742310855981,0.0015002517725988
Prevalence,Eswatini,Both,20-24 years,Animal contact,Percent,2007,0.0032046396089264,0.0038900830854119,0.0025728548478114
Prevalence,Eswatini,Male,25-29 years,Animal contact,Percent,2007,0.0059093966941845,0.0072465401673135,0.0048070101035457
Prevalence,Eswatini,Female,25-29 years,Animal contact,Percent,2007,0.0022435422302926,0.0027254667163684,0.0018324760863626
Prevalence,Eswatini,Both,25-29 years,Animal contact,Percent,2007,0.0039164520596622,0.0047457426560247,0.003208159489417
Prevalence,Eswatini,Male,30-34 years,Animal contact,Percent,2007,0.0068928032854395,0.0083604254476624,0.0056326599696193
Prevalence,Eswatini,Female,30-34 years,Animal contact,Percent,2007,0.0025624875992897,0.0031098593798884,0.0020833917102296
Prevalence,Eswatini,Both,30-34 years,Animal contact,Percent,2007,0.0045998071119763,0.0055245846032733,0.0037452253409203
Prevalence,Eswatini,Male,35-39 years,Animal contact,Percent,2007,0.0078100275709251,0.0095007647950826,0.0063681153833979
Prevalence,Eswatini,Female,35-39 years,Animal contact,Percent,2007,0.0029151761606461,0.0035335053138519,0.0023853928467989
Prevalence,Eswatini,Both,35-39 years,Animal contact,Percent,2007,0.0052138570049084,0.0062889528751321,0.0042636097675809
Prevalence,Eswatini,Male,40-44 years,Animal contact,Percent,2007,0.0086784244324508,0.0104990996502491,0.0071641898114668
Prevalence,Eswatini,Female,40-44 years,Animal contact,Percent,2007,0.0032587348417049,0.0039120768290975,0.0026759273220562
Prevalence,Eswatini,Both,40-44 years,Animal contact,Percent,2007,0.0057263940328293,0.0068867744099784,0.0047212772078793
Prevalence,Eswatini,Male,45-49 years,Animal contact,Percent,2007,0.0096232434026937,0.0114835050492315,0.0081174913561103
Prevalence,Eswatini,Female,45-49 years,Animal contact,Percent,2007,0.0036298312092669,0.004217656566661,0.003121824610312
Prevalence,Eswatini,Both,45-49 years,Animal contact,Percent,2007,0.0063486363581087,0.0074651454841828,0.0053774644922056
Prevalence,Eswatini,Male,<5 years,Meningitis,Percent,2007,0.0008108951033156,0.0010555604123921,0.0006454461591491
Prevalence,Eswatini,Female,<5 years,Meningitis,Percent,2007,0.0005850791362476,0.0007486933949388,0.0004636172094263
Prevalence,Eswatini,Both,<5 years,Meningitis,Percent,2007,0.0006977078959915,0.000905515411018,0.0005570996521934
Prevalence,Eswatini,Male,5-9 years,Meningitis,Percent,2007,0.0010901305841749,0.0014309244289063,0.0008415037873476
Prevalence,Eswatini,Female,5-9 years,Meningitis,Percent,2007,0.0007961590608724,0.0010456557520005,0.0006119202769827
Prevalence,Eswatini,Both,5-9 years,Meningitis,Percent,2007,0.0009412879957734,0.0012333694167364,0.0007238189242611
Prevalence,Eswatini,Male,10-14 years,Meningitis,Percent,2007,0.0013273865601484,0.0017337288235561,0.0010012732969005
Prevalence,Eswatini,Female,10-14 years,Meningitis,Percent,2007,0.0009616236315357,0.0012390204444188,0.0007274488868389
Prevalence,Eswatini,Both,10-14 years,Meningitis,Percent,2007,0.0011388007401511,0.0014806293564195,0.0008654991405061
Prevalence,Eswatini,Male,15-19 years,Meningitis,Percent,2007,0.0014840203419421,0.0019493329800437,0.0011447258088797
Prevalence,Eswatini,Female,15-19 years,Meningitis,Percent,2007,0.0010615552959748,0.0013516400711428,0.0008277268054109
Prevalence,Eswatini,Both,15-19 years,Meningitis,Percent,2007,0.001260493818304,0.0016318239778041,0.0009780273210998
Prevalence,Eswatini,Male,20-24 years,Meningitis,Percent,2007,0.0014825257786585,0.0019423256313179,0.0011550431875345
Prevalence,Eswatini,Female,20-24 years,Meningitis,Percent,2007,0.0010371353864294,0.0013723258627779,0.0007928176089538
Prevalence,Eswatini,Both,20-24 years,Meningitis,Percent,2007,0.001240196156508,0.0016287487550726,0.0009558310677688
Prevalence,Eswatini,Male,25-29 years,Meningitis,Percent,2007,0.0015083726438698,0.0019907667062163,0.0011467157804873
Prevalence,Eswatini,Female,25-29 years,Meningitis,Percent,2007,0.0010398795263184,0.0013917131636021,0.0007794471922305
Prevalence,Eswatini,Both,25-29 years,Meningitis,Percent,2007,0.0012536731263338,0.00165272359681,0.0009440087383433
Prevalence,Eswatini,Male,30-34 years,Meningitis,Percent,2007,0.0015478035701178,0.0020899770586959,0.0011592963847821
Prevalence,Eswatini,Female,30-34 years,Meningitis,Percent,2007,0.0010718331989881,0.0014483327387512,0.0007924041373064
Prevalence,Eswatini,Both,30-34 years,Meningitis,Percent,2007,0.0012957656517875,0.0017472968041521,0.0009617775589557
Prevalence,Eswatini,Male,35-39 years,Meningitis,Percent,2007,0.0016351165917243,0.0021890630418389,0.0012216331897651
Prevalence,Eswatini,Female,35-39 years,Meningitis,Percent,2007,0.0011495733876195,0.0015570442741434,0.0008514343211006
Prevalence,Eswatini,Both,35-39 years,Meningitis,Percent,2007,0.001377590955504,0.0018539738600123,0.0010237676921845
Prevalence,Eswatini,Male,40-44 years,Meningitis,Percent,2007,0.0018131661037125,0.0024341464752305,0.0013556362301158
Prevalence,Eswatini,Female,40-44 years,Meningitis,Percent,2007,0.0012644945360483,0.0017090110117124,0.0009347802012167
Prevalence,Eswatini,Both,40-44 years,Meningitis,Percent,2007,0.0015143115847977,0.0020470672656784,0.0011299101219729
Prevalence,Eswatini,Male,45-49 years,Meningitis,Percent,2007,0.0020729543467505,0.0027730473775992,0.0015494900958429
Prevalence,Eswatini,Female,45-49 years,Meningitis,Percent,2007,0.0014074725828823,0.0019009894737583,0.0010501223710485
Prevalence,Eswatini,Both,45-49 years,Meningitis,Percent,2007,0.0017093561326535,0.0023092947118741,0.0012865297853151
Prevalence,Eswatini,Male,50-54 years,Meningitis,Percent,2007,0.002338753559299,0.0031532940990965,0.0017609666710501
Prevalence,Eswatini,Female,50-54 years,Meningitis,Percent,2007,0.001548937611654,0.0020798312849735,0.0011741783085084
Prevalence,Eswatini,Both,50-54 years,Meningitis,Percent,2007,0.001917457069963,0.0025741588302816,0.0014537156262278
Prevalence,Eswatini,Male,55-59 years,Meningitis,Percent,2007,0.0026158298688652,0.0035131504416506,0.0019810033097395
Prevalence,Eswatini,Female,55-59 years,Meningitis,Percent,2007,0.0017196119972532,0.0023037735507401,0.0013079296616895
Prevalence,Eswatini,Both,55-59 years,Meningitis,Percent,2007,0.0021339609813791,0.0028592348398499,0.0016278437548196
Prevalence,Eswatini,Male,60-64 years,Meningitis,Percent,2007,0.0029458657785991,0.0039109026983246,0.0022241868486124
Prevalence,Eswatini,Female,60-64 years,Meningitis,Percent,2007,0.0019390086603637,0.0025395691535276,0.001444403326867
Prevalence,Eswatini,Both,60-64 years,Meningitis,Percent,2007,0.0023729854741039,0.0031246453511053,0.0017845616322907
Prevalence,Eswatini,Male,65-69 years,Meningitis,Percent,2007,0.0033839117111567,0.0044574477599191,0.0025856778965135
Prevalence,Eswatini,Female,65-69 years,Meningitis,Percent,2007,0.0022465865864616,0.0029441346302124,0.0017297723900082
Prevalence,Eswatini,Both,65-69 years,Meningitis,Percent,2007,0.0027140285827884,0.0035648779629911,0.0020911655293666
Prevalence,Eswatini,Male,70-74 years,Meningitis,Percent,2007,0.0039490273137717,0.0052060499445774,0.0030394896214577
Prevalence,Eswatini,Female,70-74 years,Meningitis,Percent,2007,0.0026756799572377,0.0034945220051304,0.0021037678426623
Prevalence,Eswatini,Both,70-74 years,Meningitis,Percent,2007,0.0031731727315353,0.004157319233553,0.0024783408252589
Prevalence,Eswatini,Male,75-79 years,Meningitis,Percent,2007,0.0047231333628306,0.0061539493615159,0.0036399819582812
Prevalence,Eswatini,Female,75-79 years,Meningitis,Percent,2007,0.0033023753304498,0.0042444326915439,0.0025531799985232
Prevalence,Eswatini,Both,75-79 years,Meningitis,Percent,2007,0.0038015541237739,0.0049157069423815,0.0029455882597647
Prevalence,Eswatini,Male,80+ years,Meningitis,Percent,2007,0.0068100835522885,0.0085549580642932,0.0052255048700806
Prevalence,Eswatini,Female,80+ years,Meningitis,Percent,2007,0.0051710860486143,0.0066357770703322,0.0040087505014935
Prevalence,Eswatini,Both,80+ years,Meningitis,Percent,2007,0.0056188469626277,0.0071290600468628,0.0043691876034007
Prevalence,Eswatini,Male,10-14 years,Varicella and herpes zoster,Percent,2007,0.0003143049663565,0.0004517717984585,0.000206715124132
Prevalence,Eswatini,Female,10-14 years,Varicella and herpes zoster,Percent,2007,0.0003176040577734,0.0004444091509055,0.0002184853152138
Prevalence,Eswatini,Both,10-14 years,Varicella and herpes zoster,Percent,2007,0.0003160025248355,0.0004419992862397,0.0002164901742418
Prevalence,Eswatini,Male,15-19 years,Varicella and herpes zoster,Percent,2007,0.0002772724347401,0.0003861027496358,0.0001892096576264
Prevalence,Eswatini,Female,15-19 years,Varicella and herpes zoster,Percent,2007,0.000283112414959,0.0003854127740067,0.0001860524837178
Prevalence,Eswatini,Both,15-19 years,Varicella and herpes zoster,Percent,2007,0.0002803599251768,0.0003878594658176,0.0001886123279417
Prevalence,Eswatini,Male,20-24 years,Varicella and herpes zoster,Percent,2007,0.0002980762754828,0.0004510244348743,0.0001815895253196
Prevalence,Eswatini,Female,20-24 years,Varicella and herpes zoster,Percent,2007,0.0003059804737479,0.0004702382422822,0.0001845202300603
Prevalence,Eswatini,Both,20-24 years,Varicella and herpes zoster,Percent,2007,0.0003023768875302,0.0004555203144538,0.0001838522549485
Prevalence,Eswatini,Male,25-29 years,Varicella and herpes zoster,Percent,2007,0.0003338820544879,0.0005003155513463,0.0002142815959389
Prevalence,Eswatini,Female,25-29 years,Varicella and herpes zoster,Percent,2007,0.0003441289356845,0.0005096816566566,0.0002152383052512
Prevalence,Eswatini,Both,25-29 years,Varicella and herpes zoster,Percent,2007,0.000339453084118,0.0005123915926064,0.0002138271572576
Prevalence,Eswatini,Male,30-34 years,Varicella and herpes zoster,Percent,2007,0.0003741563041599,0.0005045635450497,0.0002638536903493
Prevalence,Eswatini,Female,30-34 years,Varicella and herpes zoster,Percent,2007,0.0003868235215621,0.0005244702265742,0.0002726617744499
Prevalence,Eswatini,Both,30-34 years,Varicella and herpes zoster,Percent,2007,0.000380863814809,0.0005118683448429,0.0002677215815069
Prevalence,Eswatini,Male,35-39 years,Varicella and herpes zoster,Percent,2007,0.0004175276760184,0.0005896816275906,0.0002903950427667
Prevalence,Eswatini,Female,35-39 years,Varicella and herpes zoster,Percent,2007,0.0004326988739334,0.0006011170375304,0.0002964493129251
Prevalence,Eswatini,Both,35-39 years,Varicella and herpes zoster,Percent,2007,0.0004255739099049,0.0005919565585107,0.0002916019660591
Prevalence,Eswatini,Male,40-44 years,Varicella and herpes zoster,Percent,2007,0.0004636998483306,0.0006995749345706,0.0002848756669343
Prevalence,Eswatini,Female,40-44 years,Varicella and herpes zoster,Percent,2007,0.0004814276439089,0.0007218563411789,0.0002899003884841
Prevalence,Eswatini,Both,40-44 years,Varicella and herpes zoster,Percent,2007,0.0004733560393278,0.0006963405113521,0.0002861412892307
Prevalence,Eswatini,Male,45-49 years,Varicella and herpes zoster,Percent,2007,0.0005534392322405,0.000814485365305,0.0003561116429472
Prevalence,Eswatini,Female,45-49 years,Varicella and herpes zoster,Percent,2007,0.0005742590981846,0.0008524179254299,0.0003691782181616
Prevalence,Eswatini,Both,45-49 years,Varicella and herpes zoster,Percent,2007,0.0005648146829202,0.0008297677930139,0.000369100334678
Prevalence,Eswatini,Male,50-54 years,Varicella and herpes zoster,Percent,2007,0.0006993632364298,0.0009782098675374,0.0004931308503738
Prevalence,Eswatini,Female,50-54 years,Varicella and herpes zoster,Percent,2007,0.000723467368493,0.0010133269368567,0.0005280467494302
Prevalence,Eswatini,Both,50-54 years,Varicella and herpes zoster,Percent,2007,0.0007122206345159,0.0009901085070757,0.0005094980601993
Prevalence,Eswatini,Male,55-59 years,Varicella and herpes zoster,Percent,2007,0.0008531922782007,0.0012267575922421,0.000566532512798
Prevalence,Eswatini,Female,55-59 years,Varicella and herpes zoster,Percent,2007,0.0008803928128878,0.0012692639192181,0.0005936471868459
Prevalence,Eswatini,Both,55-59 years,Varicella and herpes zoster,Percent,2007,0.0008678170205735,0.0012337144430426,0.000590068838061
Prevalence,Eswatini,Male,60-64 years,Varicella and herpes zoster,Percent,2007,0.001017189037303,0.0015243545809808,0.0006174171073945
Prevalence,Eswatini,Female,60-64 years,Varicella and herpes zoster,Percent,2007,0.0010469881872692,0.0015736551360265,0.0006405541707813
Prevalence,Eswatini,Both,60-64 years,Varicella and herpes zoster,Percent,2007,0.0010341440129577,0.0015553479082363,0.0006351828671073
Prevalence,Eswatini,Male,65-69 years,Varicella and herpes zoster,Percent,2007,0.0011657662806346,0.0017393571897798,0.0007131054213075
Prevalence,Eswatini,Female,65-69 years,Varicella and herpes zoster,Percent,2007,0.0011975737611434,0.0018172280581902,0.0007363767319556
Prevalence,Eswatini,Both,65-69 years,Varicella and herpes zoster,Percent,2007,0.0011845007890175,0.001767263508316,0.0007244244236346
Prevalence,Eswatini,Male,70-74 years,Varicella and herpes zoster,Percent,2007,0.0012761526206684,0.0017761947475702,0.0008543261477923
Prevalence,Eswatini,Female,70-74 years,Varicella and herpes zoster,Percent,2007,0.0013087718810674,0.0018132867508972,0.0008980864405923
Prevalence,Eswatini,Both,70-74 years,Varicella and herpes zoster,Percent,2007,0.0012960276205361,0.0017783294113898,0.0008735548851303
Prevalence,Eswatini,Male,75-79 years,Varicella and herpes zoster,Percent,2007,0.0013885751353787,0.0019733662662174,0.0009526891549496
Prevalence,Eswatini,Female,75-79 years,Varicella and herpes zoster,Percent,2007,0.0014230603513286,0.0020592867122216,0.0009636589497118
Prevalence,Eswatini,Both,75-79 years,Varicella and herpes zoster,Percent,2007,0.0014109440807487,0.0020088044261228,0.0009597756845093
Prevalence,Eswatini,Male,80+ years,Varicella and herpes zoster,Percent,2007,0.0015691826731251,0.002270657415792,0.0010220322094489
