population_group,measure,location,sex,age,cause,metric,year,val,upper,lower
All Population,Prevalence,New York,Both,60-64 years,Depressive disorders,Percent,1999,0.038528967881395,0.044642464505157,0.0320873000687363
All Population,Prevalence,New York,Both,65-69 years,Depressive disorders,Percent,1999,0.0367613039661367,0.042812099710123,0.0307368616671822
All Population,Prevalence,New York,Both,70-74 years,Depressive disorders,Percent,1999,0.0352296194154823,0.041168832934855,0.028796337088865
All Population,Prevalence,New York,Both,75-79 years,Depressive disorders,Percent,1999,0.0347159327524598,0.0400388460039818,0.0277327898166221
All Population,Prevalence,New York,Both,80+ years,Depressive disorders,Percent,1999,0.0350352453569743,0.0407969651787626,0.0286115338377779
All Population,Prevalence,New York,Both,<5 years,Anxiety disorders,Percent,1999,0.000963323094977,0.0021795322550296,0.0004913227796021
All Population,Prevalence,New York,Both,5-9 years,Anxiety disorders,Percent,1999,0.0157251895006417,0.0292816425000099,0.0092216742230981
All Population,Prevalence,New York,Both,10-14 years,Anxiety disorders,Percent,1999,0.0300340650161158,0.037781757779328,0.024258838909088
All Population,Prevalence,New York,Both,15-19 years,Anxiety disorders,Percent,1999,0.0712326706273916,0.0849962116629213,0.0602185596652447
All Population,Prevalence,New York,Both,20-24 years,Anxiety disorders,Percent,1999,0.0844905665739019,0.0975107880829671,0.0733051588082696
All Population,Prevalence,New York,Both,25-29 years,Anxiety disorders,Percent,1999,0.0969678155513215,0.1079214044651284,0.0875606487900931
All Population,Prevalence,New York,Both,30-34 years,Anxiety disorders,Percent,1999,0.101061726761867,0.1137228155100125,0.0883427885796862
All Population,Prevalence,New York,Both,35-39 years,Anxiety disorders,Percent,1999,0.0994063324799822,0.1102506744846593,0.0892374205725504
All Population,Prevalence,New York,Both,40-44 years,Anxiety disorders,Percent,1999,0.0975337116579336,0.1079641560008334,0.0875029115686791
All Population,Prevalence,New York,Both,45-49 years,Anxiety disorders,Percent,1999,0.0970695126712095,0.1117344755206667,0.0859346507572469
All Population,Prevalence,New York,Both,50-54 years,Anxiety disorders,Percent,1999,0.095085739630892,0.1145667776254034,0.0839702688332256
All Population,Prevalence,New York,Both,55-59 years,Anxiety disorders,Percent,1999,0.0841531253514278,0.0984941835036212,0.0758468385852929
All Population,Prevalence,New York,Both,60-64 years,Anxiety disorders,Percent,1999,0.0709055214508592,0.0815894293747395,0.0600543412602527
All Population,Prevalence,New York,Both,65-69 years,Anxiety disorders,Percent,1999,0.062746518139308,0.0726996095814521,0.0536210236476983
All Population,Prevalence,New York,Both,70-74 years,Anxiety disorders,Percent,1999,0.0572226085052674,0.0669019732806097,0.0475721872456375
All Population,Prevalence,New York,Both,75-79 years,Anxiety disorders,Percent,1999,0.053693038950002,0.0626162949635106,0.0450467327794494
All Population,Prevalence,New York,Both,80+ years,Anxiety disorders,Percent,1999,0.0511059116616505,0.0648469513701394,0.0412408328598997
All Population,Prevalence,New York,Both,<5 years,Diabetes mellitus type 1,Percent,1999,0.0003747370038416,0.000537511537876,0.0002433045379347
All Population,Prevalence,New York,Both,5-9 years,Diabetes mellitus type 1,Percent,1999,0.0016967738662043,0.0023244060507194,0.0011292000712004
All Population,Prevalence,New York,Both,10-14 years,Diabetes mellitus type 1,Percent,1999,0.0027361120167423,0.0036955718319463,0.0019378760294318
All Population,Prevalence,New York,Both,15-19 years,Diabetes mellitus type 1,Percent,1999,0.0030285407503842,0.0040674560529496,0.0023749575397932
All Population,Prevalence,New York,Both,20-24 years,Diabetes mellitus type 1,Percent,1999,0.0034422778257814,0.0043717469279725,0.002745804630195
All Population,Prevalence,New York,Both,25-29 years,Diabetes mellitus type 1,Percent,1999,0.0039493479328631,0.005127908927602,0.0031324405274339
All Population,Prevalence,New York,Both,30-34 years,Diabetes mellitus type 1,Percent,1999,0.0043847803787904,0.0058660039752853,0.0035188276056034
All Population,Prevalence,New York,Both,35-39 years,Diabetes mellitus type 1,Percent,1999,0.004706685776741,0.0061879835712716,0.0037068241119574
All Population,Prevalence,New York,Both,40-44 years,Diabetes mellitus type 1,Percent,1999,0.0048941330833161,0.0060937404964733,0.0038668232592447
All Population,Prevalence,New York,Both,45-49 years,Diabetes mellitus type 1,Percent,1999,0.0049151442004733,0.0060236407069499,0.0039666686987905
All Population,Prevalence,New York,Both,50-54 years,Diabetes mellitus type 1,Percent,1999,0.0048073084241214,0.0061727479027335,0.0038039703703628
All Population,Prevalence,New York,Both,55-59 years,Diabetes mellitus type 1,Percent,1999,0.004585406793497,0.005922637884303,0.0034460127124262
All Population,Prevalence,New York,Both,60-64 years,Diabetes mellitus type 1,Percent,1999,0.0042564933737196,0.0054663120443161,0.0031951892731976
All Population,Prevalence,New York,Both,65-69 years,Diabetes mellitus type 1,Percent,1999,0.0038385611967021,0.0048757938916433,0.0027899944552684
All Population,Prevalence,New York,Both,70-74 years,Diabetes mellitus type 1,Percent,1999,0.0033838896221577,0.0045038520649876,0.0024365864047974
All Population,Prevalence,New York,Both,75-79 years,Diabetes mellitus type 1,Percent,1999,0.0029295009069541,0.004152297159884,0.0019269593171992
All Population,Prevalence,New York,Both,80+ years,Diabetes mellitus type 1,Percent,1999,0.0022388873878637,0.003282944929484,0.0015311702974377
All Population,Prevalence,New York,Both,<5 years,Diabetes mellitus type 2,Percent,1999,0.0,0.0,0.0
All Population,Prevalence,New York,Both,5-9 years,Diabetes mellitus type 2,Percent,1999,0.0,0.0,0.0
All Population,Prevalence,New York,Both,10-14 years,Diabetes mellitus type 2,Percent,1999,0.0,0.0,0.0
All Population,Prevalence,New York,Both,15-19 years,Diabetes mellitus type 2,Percent,1999,0.0042836307095567,0.0061603834067383,0.0028383108469993
All Population,Prevalence,New York,Both,20-24 years,Diabetes mellitus type 2,Percent,1999,0.0067971524013468,0.008835054386496,0.005004503312211
All Population,Prevalence,New York,Both,25-29 years,Diabetes mellitus type 2,Percent,1999,0.0102537398920297,0.0126359237880947,0.0078903744897858
All Population,Prevalence,New York,Both,30-34 years,Diabetes mellitus type 2,Percent,1999,0.0169123597540406,0.0202548431237348,0.0132314514615128
All Population,Prevalence,New York,Both,35-39 years,Diabetes mellitus type 2,Percent,1999,0.0279381945474379,0.0329902657881752,0.023242392935474
All Population,Prevalence,New York,Both,40-44 years,Diabetes mellitus type 2,Percent,1999,0.0448518267266489,0.0537898697745841,0.0376682739216104
All Population,Prevalence,New York,Both,45-49 years,Diabetes mellitus type 2,Percent,1999,0.0730691616160635,0.0826766740139686,0.0625470568196809
All Population,Prevalence,New York,Both,50-54 years,Diabetes mellitus type 2,Percent,1999,0.1103717184273251,0.1276282126277731,0.0932105471900413
All Population,Prevalence,New York,Both,55-59 years,Diabetes mellitus type 2,Percent,1999,0.1475797013067848,0.165157763645116,0.129564236900587
All Population,Prevalence,New York,Both,60-64 years,Diabetes mellitus type 2,Percent,1999,0.1802567845206544,0.2013464936642965,0.1625132685770486
All Population,Prevalence,New York,Both,65-69 years,Diabetes mellitus type 2,Percent,1999,0.2016270969539497,0.2239586865503658,0.1827574878238386
All Population,Prevalence,New York,Both,70-74 years,Diabetes mellitus type 2,Percent,1999,0.2111965186117048,0.2327137170737205,0.1919886909981678
All Population,Prevalence,New York,Both,75-79 years,Diabetes mellitus type 2,Percent,1999,0.2116668674774986,0.2356368647244385,0.1918803554996362
All Population,Prevalence,New York,Both,80+ years,Diabetes mellitus type 2,Percent,1999,0.1951331376376571,0.2173237768190516,0.1750438170985235
All Population,Prevalence,New York,Both,<5 years,HIV/AIDS,Percent,2000,0.0002810249234551,0.0004024213416404,0.0001850746316078
All Population,Prevalence,New York,Both,5-9 years,HIV/AIDS,Percent,2000,0.0002398034098579,0.0003436930606084,0.0001553668615025
All Population,Prevalence,New York,Both,10-14 years,HIV/AIDS,Percent,2000,0.0001584591158033,0.0002222077499399,0.000104731058531
All Population,Prevalence,New York,Both,15-19 years,HIV/AIDS,Percent,2000,0.0004282431324358,0.0007119630215214,0.000226239076699
All Population,Prevalence,New York,Both,20-24 years,HIV/AIDS,Percent,2000,0.0019026287048917,0.0031945497663242,0.0009807956246261
All Population,Prevalence,New York,Both,25-29 years,HIV/AIDS,Percent,2000,0.0053913138580384,0.0082240832467692,0.0032385948393029
All Population,Prevalence,New York,Both,30-34 years,HIV/AIDS,Percent,2000,0.0115263536929911,0.0163301078895699,0.007435250937754
All Population,Prevalence,New York,Both,35-39 years,HIV/AIDS,Percent,2000,0.0189190633903374,0.0256444242601064,0.012756938706833
All Population,Prevalence,New York,Both,40-44 years,HIV/AIDS,Percent,2000,0.0226256553429211,0.0301712902099223,0.0156292874829924
All Population,Prevalence,New York,Both,45-49 years,HIV/AIDS,Percent,2000,0.0207364906284357,0.0289859225126609,0.0144079798029182
All Population,Prevalence,New York,Both,50-54 years,HIV/AIDS,Percent,2000,0.0135904984300282,0.0199345489380686,0.0089241362900199
All Population,Prevalence,New York,Both,55-59 years,HIV/AIDS,Percent,2000,0.0079010337542443,0.0117390538029929,0.0052281881202182
All Population,Prevalence,New York,Both,60-64 years,HIV/AIDS,Percent,2000,0.0048891085555,0.0069801227168608,0.0032995449892853
All Population,Prevalence,New York,Both,65-69 years,HIV/AIDS,Percent,2000,0.0031561973521162,0.0047434806041279,0.0021424395321838
All Population,Prevalence,New York,Both,70-74 years,HIV/AIDS,Percent,2000,0.0018975927140991,0.0028341578327167,0.0012413705232182
All Population,Prevalence,New York,Both,75-79 years,HIV/AIDS,Percent,2000,0.0011350789794404,0.0016546426206274,0.0007379859989459
All Population,Prevalence,New York,Both,80+ years,HIV/AIDS,Percent,2000,0.0003736964798537,0.0005527533459518,0.0002416857318348
All Population,Prevalence,New York,Both,<5 years,Alcohol use disorders,Percent,2000,0.0006936064477916,0.0010719968252263,0.0003742631216167
All Population,Prevalence,New York,Both,5-9 years,Alcohol use disorders,Percent,2000,0.0005798057046505,0.000898004394485,0.0003422932312836
All Population,Prevalence,New York,Both,10-14 years,Alcohol use disorders,Percent,2000,0.0036653590409781,0.0054436945404257,0.0022539127219761
All Population,Prevalence,New York,Both,15-19 years,Alcohol use disorders,Percent,2000,0.0268102577023092,0.0361730299705577,0.0195432871094738
All Population,Prevalence,New York,Both,20-24 years,Alcohol use disorders,Percent,2000,0.0529787066486963,0.0741464907591501,0.037407359483382
All Population,Prevalence,New York,Both,25-29 years,Alcohol use disorders,Percent,2000,0.0461451648780422,0.0602751593261207,0.0355225609065628
All Population,Prevalence,New York,Both,30-34 years,Alcohol use disorders,Percent,2000,0.0368702291902035,0.0489974853323233,0.0251679929380315
All Population,Prevalence,New York,Both,35-39 years,Alcohol use disorders,Percent,2000,0.0347106337361952,0.0454549426751645,0.0262271769999076
All Population,Prevalence,New York,Both,40-44 years,Alcohol use disorders,Percent,2000,0.0329853032656258,0.0446550029013927,0.0241311224603352
All Population,Prevalence,New York,Both,45-49 years,Alcohol use disorders,Percent,2000,0.0295477286974217,0.0373554218879661,0.0231896682276323
All Population,Prevalence,New York,Both,50-54 years,Alcohol use disorders,Percent,2000,0.0258058068961659,0.0340075071159092,0.0187930347949689
All Population,Prevalence,New York,Both,55-59 years,Alcohol use disorders,Percent,2000,0.0225037026013013,0.0279371277164118,0.0176435786881431
All Population,Prevalence,New York,Both,60-64 years,Alcohol use disorders,Percent,2000,0.0191603195015358,0.0255619021761529,0.0138362212231614
All Population,Prevalence,New York,Both,65-69 years,Alcohol use disorders,Percent,2000,0.0156337192138098,0.0204133831986749,0.0117068444533117
All Population,Prevalence,New York,Both,70-74 years,Alcohol use disorders,Percent,2000,0.0124874206315672,0.0162553898405088,0.0090886803704305
All Population,Prevalence,New York,Both,75-79 years,Alcohol use disorders,Percent,2000,0.0110392429984464,0.0142005863769796,0.0082102609994543
All Population,Prevalence,New York,Both,80+ years,Alcohol use disorders,Percent,2000,0.0119600676971972,0.0149076885427016,0.0091292097761398
All Population,Prevalence,New York,Both,<5 years,Drug use disorders,Percent,2000,0.0,0.0,0.0
All Population,Prevalence,New York,Both,5-9 years,Drug use disorders,Percent,2000,0.0,0.0,0.0
All Population,Prevalence,New York,Both,10-14 years,Drug use disorders,Percent,2000,0.0045271299105634,0.0085479573870993,0.0016979430612805
All Population,Prevalence,New York,Both,15-19 years,Drug use disorders,Percent,2000,0.0532556171435492,0.0816718034410886,0.0318916533469942
All Population,Prevalence,New York,Both,20-24 years,Drug use disorders,Percent,2000,0.0597941731566257,0.073973444293717,0.0473921622681984
All Population,Prevalence,New York,Both,25-29 years,Drug use disorders,Percent,2000,0.0500621007493504,0.0598777437052873,0.0415485110608823
All Population,Prevalence,New York,Both,30-34 years,Drug use disorders,Percent,2000,0.0404925270415829,0.0471303628721786,0.0349540270786354
All Population,Prevalence,New York,Both,35-39 years,Drug use disorders,Percent,2000,0.0326439646253585,0.0393983224931033,0.0278107892919613
All Population,Prevalence,New York,Both,40-44 years,Drug use disorders,Percent,2000,0.0258366268109943,0.0303333699639101,0.0217630757064469
All Population,Prevalence,New York,Both,45-49 years,Drug use disorders,Percent,2000,0.0197237294009271,0.0237432402671686,0.016623619407584
All Population,Prevalence,New York,Both,50-54 years,Drug use disorders,Percent,2000,0.0146370050679993,0.0172209067525491,0.0121952502007293
All Population,Prevalence,New York,Both,55-59 years,Drug use disorders,Percent,2000,0.0100462480932439,0.0115956210155067,0.0084967005794766
All Population,Prevalence,New York,Both,60-64 years,Drug use disorders,Percent,2000,0.0064874031318919,0.0076193617534966,0.0054540238522961
All Population,Prevalence,New York,Both,65-69 years,Drug use disorders,Percent,2000,0.0045317406453974,0.0053607018310695,0.0038414790639885
All Population,Prevalence,New York,Both,70-74 years,Drug use disorders,Percent,2000,0.0033966988795256,0.0040558803463374,0.0028876429240577
All Population,Prevalence,New York,Both,75-79 years,Drug use disorders,Percent,2000,0.0027361807721519,0.0032761533115736,0.0022389447500541
All Population,Prevalence,New York,Both,80+ years,Drug use disorders,Percent,2000,0.0022508402107779,0.0027349885645976,0.0018854997800697
All Population,Prevalence,New York,Both,<5 years,Depressive disorders,Percent,2000,7.4591044094e-06,1.42899885457e-05,2.846541017e-06
All Population,Prevalence,New York,Both,5-9 years,Depressive disorders,Percent,2000,0.0077843713379838,0.0114194317777057,0.005301851539979
All Population,Prevalence,New York,Both,10-14 years,Depressive disorders,Percent,2000,0.0335570970316293,0.0433940632019046,0.0259723507337638
All Population,Prevalence,New York,Both,15-19 years,Depressive disorders,Percent,2000,0.04799099581395,0.0591388844654224,0.0394412811024598
All Population,Prevalence,New York,Both,20-24 years,Depressive disorders,Percent,2000,0.047714737426308,0.0573724122000413,0.0390041455315665
All Population,Prevalence,New York,Both,25-29 years,Depressive disorders,Percent,2000,0.0484462118914016,0.0574797581237269,0.0412902167563462
All Population,Prevalence,New York,Both,30-34 years,Depressive disorders,Percent,2000,0.0483386273101991,0.0575552119605954,0.0413464719381999
All Population,Prevalence,New York,Both,35-39 years,Depressive disorders,Percent,2000,0.0480738448708632,0.0556597034884563,0.0414887494579783
All Population,Prevalence,New York,Both,40-44 years,Depressive disorders,Percent,2000,0.0475710438728166,0.0555213430755931,0.0397840314752275
All Population,Prevalence,New York,Both,45-49 years,Depressive disorders,Percent,2000,0.0461930928493699,0.0546028139328168,0.0391300966782965
All Population,Prevalence,New York,Both,50-54 years,Depressive disorders,Percent,2000,0.0438050268058443,0.0514946768497125,0.037496299214126
All Population,Prevalence,New York,Both,55-59 years,Depressive disorders,Percent,2000,0.0405373943080373,0.0472560166161149,0.0347608387077897
All Population,Prevalence,New York,Both,60-64 years,Depressive disorders,Percent,2000,0.0376999572844301,0.0443594504267157,0.0313515268838739
All Population,Prevalence,New York,Both,65-69 years,Depressive disorders,Percent,2000,0.0359166563029056,0.0422197777375906,0.0298990039322264
All Population,Prevalence,New York,Both,70-74 years,Depressive disorders,Percent,2000,0.034366023876364,0.0406540988309876,0.0275597018356984
All Population,Prevalence,New York,Both,75-79 years,Depressive disorders,Percent,2000,0.0338448660668029,0.0391322641662308,0.0267259425596556
All Population,Prevalence,New York,Both,80+ years,Depressive disorders,Percent,2000,0.0341054279785642,0.0398793989572056,0.0278725765613068
All Population,Prevalence,New York,Both,<5 years,Anxiety disorders,Percent,2000,0.0009651912295981,0.0021574547217288,0.0004527797961777
All Population,Prevalence,New York,Both,5-9 years,Anxiety disorders,Percent,2000,0.0157415529468179,0.030200969769752,0.0088454344392453
All Population,Prevalence,New York,Both,10-14 years,Anxiety disorders,Percent,2000,0.0301634152697183,0.0380671741200172,0.0241246142284977
All Population,Prevalence,New York,Both,15-19 years,Anxiety disorders,Percent,2000,0.0725466910787043,0.088284099527358,0.0609578995688429
All Population,Prevalence,New York,Both,20-24 years,Anxiety disorders,Percent,2000,0.0850280977524648,0.098483416517565,0.0738396857848036
All Population,Prevalence,New York,Both,25-29 years,Anxiety disorders,Percent,2000,0.0969265590149527,0.1098309531518102,0.0873655449367802
All Population,Prevalence,New York,Both,30-34 years,Anxiety disorders,Percent,2000,0.1022450084423479,0.116599006758871,0.0895553650034892
All Population,Prevalence,New York,Both,35-39 years,Anxiety disorders,Percent,2000,0.1012605356460039,0.1121833605485278,0.0905151677119349
All Population,Prevalence,New York,Both,40-44 years,Anxiety disorders,Percent,2000,0.0995881059806819,0.1093426563968443,0.0896794934259288
All Population,Prevalence,New York,Both,45-49 years,Anxiety disorders,Percent,2000,0.0993382137398532,0.1145101466911645,0.0894704004807713
All Population,Prevalence,New York,Both,50-54 years,Anxiety disorders,Percent,2000,0.0975872701163433,0.1173724999943243,0.0857884655397282
All Population,Prevalence,New York,Both,55-59 years,Anxiety disorders,Percent,2000,0.0862338292376698,0.0994497223859474,0.0766889462583798
All Population,Prevalence,New York,Both,60-64 years,Anxiety disorders,Percent,2000,0.0720846923348961,0.0826645923097942,0.0617170192697044
All Population,Prevalence,New York,Both,65-69 years,Anxiety disorders,Percent,2000,0.063235364594069,0.0727734724016884,0.0538855396466514
All Population,Prevalence,New York,Both,70-74 years,Anxiety disorders,Percent,2000,0.0573266457573017,0.0680717686326089,0.0477998851574455
All Population,Prevalence,New York,Both,75-79 years,Anxiety disorders,Percent,2000,0.0536533486893044,0.0622344871341926,0.0451927117317071
All Population,Prevalence,New York,Both,80+ years,Anxiety disorders,Percent,2000,0.0508062379500977,0.0637380066667381,0.0416222917165094
All Population,Prevalence,New York,Both,<5 years,Diabetes mellitus type 1,Percent,2000,0.0004002120339355,0.0005898676858848,0.0002629753979805
All Population,Prevalence,New York,Both,5-9 years,Diabetes mellitus type 1,Percent,2000,0.0018162723657757,0.0025044611035849,0.0011937688745995
All Population,Prevalence,New York,Both,10-14 years,Diabetes mellitus type 1,Percent,2000,0.0028587203436173,0.0038910371259428,0.0019889132513691
All Population,Prevalence,New York,Both,15-19 years,Diabetes mellitus type 1,Percent,2000,0.0030915064054861,0.0041855623327822,0.0023327031845219
All Population,Prevalence,New York,Both,20-24 years,Diabetes mellitus type 1,Percent,2000,0.0034513486504425,0.0043905105106559,0.0027364028742993
All Population,Prevalence,New York,Both,25-29 years,Diabetes mellitus type 1,Percent,2000,0.0039519334380361,0.0050792958471519,0.0030860740213581
All Population,Prevalence,New York,Both,30-34 years,Diabetes mellitus type 1,Percent,2000,0.004385603939478,0.0058293448320463,0.0034968025183694
All Population,Prevalence,New York,Both,35-39 years,Diabetes mellitus type 1,Percent,2000,0.0047105973654232,0.0062211896604601,0.0037315382065488
All Population,Prevalence,New York,Both,40-44 years,Diabetes mellitus type 1,Percent,2000,0.0049043817551912,0.0061683569712211,0.0038818265811349
All Population,Prevalence,New York,Both,45-49 years,Diabetes mellitus type 1,Percent,2000,0.004932112877154,0.0060016708769242,0.0039805978146661
All Population,Prevalence,New York,Both,50-54 years,Diabetes mellitus type 1,Percent,2000,0.0048241165976115,0.0061537046564186,0.0038731134145023
All Population,Prevalence,New York,Both,55-59 years,Diabetes mellitus type 1,Percent,2000,0.0046023219620505,0.0059414619376993,0.0035110281169287
All Population,Prevalence,New York,Both,60-64 years,Diabetes mellitus type 1,Percent,2000,0.0042756952844159,0.0055113547104662,0.0032119079998963
All Population,Prevalence,New York,Both,65-69 years,Diabetes mellitus type 1,Percent,2000,0.0038591540030908,0.0048867535623627,0.0027996906074309
All Population,Prevalence,New York,Both,70-74 years,Diabetes mellitus type 1,Percent,2000,0.0034006533432234,0.0044751254805564,0.0024227814899104
All Population,Prevalence,New York,Both,75-79 years,Diabetes mellitus type 1,Percent,2000,0.0029387823477238,0.0041292249295584,0.0019507776969528
All Population,Prevalence,New York,Both,80+ years,Diabetes mellitus type 1,Percent,2000,0.0022414242332692,0.0032663226761031,0.0015341695173942
All Population,Prevalence,New York,Both,<5 years,Diabetes mellitus type 2,Percent,2000,0.0,0.0,0.0
All Population,Prevalence,New York,Both,5-9 years,Diabetes mellitus type 2,Percent,2000,0.0,0.0,0.0
All Population,Prevalence,New York,Both,10-14 years,Diabetes mellitus type 2,Percent,2000,0.0,0.0,0.0
All Population,Prevalence,New York,Both,15-19 years,Diabetes mellitus type 2,Percent,2000,0.0042360119551708,0.0060704196413566,0.002617308313951
All Population,Prevalence,New York,Both,20-24 years,Diabetes mellitus type 2,Percent,2000,0.0067507352775618,0.0088031335261596,0.0049267269541934
All Population,Prevalence,New York,Both,25-29 years,Diabetes mellitus type 2,Percent,2000,0.0102522677232533,0.0125236890680757,0.0079388138092313
All Population,Prevalence,New York,Both,30-34 years,Diabetes mellitus type 2,Percent,2000,0.0172112729049264,0.0207204788810568,0.0135144190762808
All Population,Prevalence,New York,Both,35-39 years,Diabetes mellitus type 2,Percent,2000,0.0288400530914281,0.0341406597738673,0.0240357871127648
All Population,Prevalence,New York,Both,40-44 years,Diabetes mellitus type 2,Percent,2000,0.0463621786434443,0.0554321887731742,0.0388508782075117
All Population,Prevalence,New York,Both,45-49 years,Diabetes mellitus type 2,Percent,2000,0.0741865163720911,0.0844845936931069,0.0635174566644318
All Population,Prevalence,New York,Both,50-54 years,Diabetes mellitus type 2,Percent,2000,0.1106039504492664,0.1284382272562663,0.0932539226488857
All Population,Prevalence,New York,Both,55-59 years,Diabetes mellitus type 2,Percent,2000,0.1489358219238818,0.1665599250996844,0.130371613534437
All Population,Prevalence,New York,Both,60-64 years,Diabetes mellitus type 2,Percent,2000,0.18469012245867,0.2058116457894431,0.1660675627544717
All Population,Prevalence,New York,Both,65-69 years,Diabetes mellitus type 2,Percent,2000,0.2081195681293848,0.2305844876191851,0.1892489059175092
All Population,Prevalence,New York,Both,70-74 years,Diabetes mellitus type 2,Percent,2000,0.2186996220641233,0.2407753086915823,0.199866441822906
All Population,Prevalence,New York,Both,75-79 years,Diabetes mellitus type 2,Percent,2000,0.2194522818310856,0.2430975659489189,0.198619552385545
All Population,Prevalence,New York,Both,80+ years,Diabetes mellitus type 2,Percent,2000,0.2025021659362522,0.2251573888502476,0.1815916820934614
All Population,Prevalence,New York,Both,<5 years,Chronic kidney disease,Percent,1998,0.0004418051574009,0.0005588819282308,0.0003384374879177
All Population,Prevalence,New York,Both,5-9 years,Chronic kidney disease,Percent,1998,0.0024566393937964,0.003384059237676,0.0017572531149582
All Population,Prevalence,New York,Both,10-14 years,Chronic kidney disease,Percent,1998,0.0127018479076917,0.0161578531944028,0.0098630460284577
All Population,Prevalence,New York,Both,15-19 years,Chronic kidney disease,Percent,1998,0.0311492574522672,0.0406736904055991,0.0240099741289053
All Population,Prevalence,New York,Both,20-24 years,Chronic kidney disease,Percent,1998,0.0444279011744322,0.0560541856899797,0.0356278133832685
All Population,Prevalence,New York,Both,25-29 years,Chronic kidney disease,Percent,1998,0.0487715955336317,0.0619733867290466,0.0380295692674572
All Population,Prevalence,New York,Both,30-34 years,Chronic kidney disease,Percent,1998,0.0552164940479458,0.0700531106640255,0.0435673171705246
All Population,Prevalence,New York,Both,35-39 years,Chronic kidney disease,Percent,1998,0.0625101250122998,0.0776312611556535,0.0484242246461671
All Population,Prevalence,New York,Both,40-44 years,Chronic kidney disease,Percent,1998,0.066927055314081,0.0839410705175563,0.0535473686732962
All Population,Prevalence,New York,Both,45-49 years,Chronic kidney disease,Percent,1998,0.0751909471311861,0.0913503033184664,0.060146450700982
All Population,Prevalence,New York,Both,50-54 years,Chronic kidney disease,Percent,1998,0.0931586004505593,0.1111638706598981,0.0756731710942949
All Population,Prevalence,New York,Both,55-59 years,Chronic kidney disease,Percent,1998,0.1191631149107103,0.1422718524626131,0.0963775907785998
All Population,Prevalence,New York,Both,60-64 years,Chronic kidney disease,Percent,1998,0.1611893494833149,0.1908502998133199,0.1348133205867182
All Population,Prevalence,New York,Both,65-69 years,Chronic kidney disease,Percent,1998,0.2355714925978864,0.2773184039308206,0.197864392297668
All Population,Prevalence,New York,Both,70-74 years,Chronic kidney disease,Percent,1998,0.3307204992052969,0.3758658459401689,0.2842495355321745
All Population,Prevalence,New York,Both,75-79 years,Chronic kidney disease,Percent,1998,0.4354620408849334,0.4908242459410644,0.3867953491521214
All Population,Prevalence,New York,Both,80+ years,Chronic kidney disease,Percent,1998,0.598906611929711,0.654990117772952,0.5543542544917048
All Population,Prevalence,New York,Both,<5 years,HIV/AIDS,Percent,2001,0.0002723790033068,0.0003876620149018,0.0001792390550724
All Population,Prevalence,New York,Both,5-9 years,HIV/AIDS,Percent,2001,0.0002158413809111,0.0003103641746505,0.0001437549142985
All Population,Prevalence,New York,Both,10-14 years,HIV/AIDS,Percent,2001,0.0001758876031736,0.0002475418775123,0.0001167394957527
All Population,Prevalence,New York,Both,15-19 years,HIV/AIDS,Percent,2001,0.0004248173564338,0.0006920519332655,0.0002303419712635
All Population,Prevalence,New York,Both,20-24 years,HIV/AIDS,Percent,2001,0.0017529607138609,0.0028913337128373,0.0008924834459248
All Population,Prevalence,New York,Both,25-29 years,HIV/AIDS,Percent,2001,0.0047632009117574,0.0075551705525918,0.0027951947585212
All Population,Prevalence,New York,Both,30-34 years,HIV/AIDS,Percent,2001,0.010461312072989,0.0148173995277186,0.0066491068547674
All Population,Prevalence,New York,Both,35-39 years,HIV/AIDS,Percent,2001,0.0178316486066106,0.0241352990062353,0.0119847858706728
All Population,Prevalence,New York,Both,40-44 years,HIV/AIDS,Percent,2001,0.0222028962152147,0.029626746825616,0.0151519109799948
All Population,Prevalence,New York,Both,45-49 years,HIV/AIDS,Percent,2001,0.0215645767637648,0.0307053637279148,0.0148817217313557
All Population,Prevalence,New York,Both,50-54 years,HIV/AIDS,Percent,2001,0.0149033200339115,0.0220482378492825,0.0098158111687038
All Population,Prevalence,New York,Both,55-59 years,HIV/AIDS,Percent,2001,0.0088274124463687,0.0133071546656429,0.00574211890497
All Population,Prevalence,New York,Both,60-64 years,HIV/AIDS,Percent,2001,0.0053617235402149,0.0076782285680991,0.0035757466886509
All Population,Prevalence,New York,Both,65-69 years,HIV/AIDS,Percent,2001,0.0034745667509053,0.0052073150148324,0.0023393454452481
All Population,Prevalence,New York,Both,70-74 years,HIV/AIDS,Percent,2001,0.0021212786152283,0.0031978112819329,0.0013553520337073
All Population,Prevalence,New York,Both,75-79 years,HIV/AIDS,Percent,2001,0.0012917220011821,0.0019108476598554,0.0008097332864881
All Population,Prevalence,New York,Both,80+ years,HIV/AIDS,Percent,2001,0.0004251622007186,0.0006336705215771,0.0002732955845465
All Population,Prevalence,New York,Both,<5 years,Alcohol use disorders,Percent,2001,0.0006970565823116,0.0010747261438097,0.0003806342194916
All Population,Prevalence,New York,Both,5-9 years,Alcohol use disorders,Percent,2001,0.0005809545568989,0.0008938017131391,0.0003471763332307
All Population,Prevalence,New York,Both,10-14 years,Alcohol use disorders,Percent,2001,0.0036523200963825,0.0053865956431495,0.0022701622910976
All Population,Prevalence,New York,Both,15-19 years,Alcohol use disorders,Percent,2001,0.0268380268262439,0.0363520308138995,0.0197250444751421
