population_group,measure,location,sex,age,cause,metric,year,val,upper,lower
All Population,Prevalence,New York,Both,50-54 years,Chronic kidney disease,Percent,2006,0.0940311510199376,0.1146654267252058,0.0760514767085384
All Population,Prevalence,New York,Both,55-59 years,Chronic kidney disease,Percent,2006,0.1176595771426309,0.1405460731491077,0.0967497843538512
All Population,Prevalence,New York,Both,60-64 years,Chronic kidney disease,Percent,2006,0.1547066844143851,0.1846605565821721,0.1280585931637294
All Population,Prevalence,New York,Both,65-69 years,Chronic kidney disease,Percent,2006,0.2256708076734619,0.2679510657061688,0.1882752833778374
All Population,Prevalence,New York,Both,70-74 years,Chronic kidney disease,Percent,2006,0.316060842164424,0.3578923124240278,0.2732423277611295
All Population,Prevalence,New York,Both,75-79 years,Chronic kidney disease,Percent,2006,0.4162466914126226,0.4682715906473957,0.3654807246715202
All Population,Prevalence,New York,Both,80+ years,Chronic kidney disease,Percent,2006,0.5809403621186788,0.6329126608519913,0.5376654487232359
All Population,Prevalence,New York,Both,<5 years,HIV/AIDS,Percent,2007,0.0001827804891113,0.0002714846990399,0.0001143456218344
All Population,Prevalence,New York,Both,5-9 years,HIV/AIDS,Percent,2007,0.0001626654469326,0.0002432485144543,0.0001010873535261
All Population,Prevalence,New York,Both,10-14 years,HIV/AIDS,Percent,2007,0.0001447715966624,0.0001998428077208,9.96212524116e-05
All Population,Prevalence,New York,Both,15-19 years,HIV/AIDS,Percent,2007,0.0005406273601866,0.0008369245329538,0.0003236194074854
All Population,Prevalence,New York,Both,20-24 years,HIV/AIDS,Percent,2007,0.0015631173870157,0.0025685282323275,0.0008133394742966
All Population,Prevalence,New York,Both,25-29 years,HIV/AIDS,Percent,2007,0.0032570321508631,0.0052757755059444,0.001745860814369
All Population,Prevalence,New York,Both,30-34 years,HIV/AIDS,Percent,2007,0.0060973126599208,0.009245313341708,0.0036800631166219
All Population,Prevalence,New York,Both,35-39 years,HIV/AIDS,Percent,2007,0.0111310239732371,0.016010296085355,0.0070376670745315
All Population,Prevalence,New York,Both,40-44 years,HIV/AIDS,Percent,2007,0.0174489121637118,0.0252876403245841,0.0111351428462578
All Population,Prevalence,New York,Both,45-49 years,HIV/AIDS,Percent,2007,0.0215008048286128,0.0317454643263068,0.0133370071999044
All Population,Prevalence,New York,Both,50-54 years,HIV/AIDS,Percent,2007,0.0215974416932249,0.0326561822011344,0.0133511565791865
All Population,Prevalence,New York,Both,55-59 years,HIV/AIDS,Percent,2007,0.0161547276149634,0.0257125839118611,0.0095939476389021
All Population,Prevalence,New York,Both,60-64 years,HIV/AIDS,Percent,2007,0.0100722489980486,0.0163552499275544,0.0061063357934132
All Population,Prevalence,New York,Both,65-69 years,HIV/AIDS,Percent,2007,0.0059830546634052,0.0088367325017993,0.0037309897189567
All Population,Prevalence,New York,Both,70-74 years,HIV/AIDS,Percent,2007,0.003845641083988,0.0059483643694838,0.0023554557178554
All Population,Prevalence,New York,Both,75-79 years,HIV/AIDS,Percent,2007,0.0024719006875622,0.0039191424427103,0.0014326154109212
All Population,Prevalence,New York,Both,80+ years,HIV/AIDS,Percent,2007,0.0009591128764748,0.0015048720400407,0.0005507579310472
All Population,Prevalence,New York,Both,<5 years,Alcohol use disorders,Percent,2007,0.0007184118455049,0.0011024960458473,0.0003758755771246
All Population,Prevalence,New York,Both,5-9 years,Alcohol use disorders,Percent,2007,0.0005878302464313,0.0008760027509255,0.0003398831610335
All Population,Prevalence,New York,Both,10-14 years,Alcohol use disorders,Percent,2007,0.0033029135279867,0.0048355274778681,0.002141497468037
All Population,Prevalence,New York,Both,15-19 years,Alcohol use disorders,Percent,2007,0.0262894054180594,0.0348462437385542,0.0189906267223249
All Population,Prevalence,New York,Both,20-24 years,Alcohol use disorders,Percent,2007,0.0553412942237923,0.0747328059609781,0.0401810886209895
All Population,Prevalence,New York,Both,25-29 years,Alcohol use disorders,Percent,2007,0.049145868196891,0.0645729230554959,0.0376133194806774
All Population,Prevalence,New York,Both,30-34 years,Alcohol use disorders,Percent,2007,0.0390716838978474,0.051995772645254,0.0278271165577314
All Population,Prevalence,New York,Both,35-39 years,Alcohol use disorders,Percent,2007,0.0352263555679547,0.0447939490080772,0.0265446668744114
All Population,Prevalence,New York,Both,40-44 years,Alcohol use disorders,Percent,2007,0.0323183778789511,0.0420335158828523,0.0234206808847029
All Population,Prevalence,New York,Both,45-49 years,Alcohol use disorders,Percent,2007,0.0299219272241327,0.0373011543500133,0.0239686940536398
All Population,Prevalence,New York,Both,50-54 years,Alcohol use disorders,Percent,2007,0.0271138365322108,0.0364550329673764,0.0201734566637057
All Population,Prevalence,New York,Both,55-59 years,Alcohol use disorders,Percent,2007,0.0229969042406734,0.0288291310225022,0.018367287478295
All Population,Prevalence,New York,Both,60-64 years,Alcohol use disorders,Percent,2007,0.0187376536626506,0.0244665411329744,0.0136359207934384
All Population,Prevalence,New York,Both,65-69 years,Alcohol use disorders,Percent,2007,0.0150535771218733,0.0197343779113407,0.011285995570423
All Population,Prevalence,New York,Both,70-74 years,Alcohol use disorders,Percent,2007,0.0119789678411734,0.0156435714040871,0.0088174492194072
All Population,Prevalence,New York,Both,75-79 years,Alcohol use disorders,Percent,2007,0.010585894565084,0.0137051831576711,0.0078572281025426
All Population,Prevalence,New York,Both,80+ years,Alcohol use disorders,Percent,2007,0.0118012576370134,0.0150145741204688,0.0089996775253291
All Population,Prevalence,New York,Both,<5 years,Drug use disorders,Percent,2007,0.0,0.0,0.0
All Population,Prevalence,New York,Both,5-9 years,Drug use disorders,Percent,2007,0.0,0.0,0.0
All Population,Prevalence,New York,Both,10-14 years,Drug use disorders,Percent,2007,0.0047040020698988,0.0088690172786698,0.0018223152633928
All Population,Prevalence,New York,Both,15-19 years,Drug use disorders,Percent,2007,0.055353334434573,0.0860956494361566,0.0338029315582416
All Population,Prevalence,New York,Both,20-24 years,Drug use disorders,Percent,2007,0.0649187531996729,0.0798127224002985,0.0527679511325217
All Population,Prevalence,New York,Both,25-29 years,Drug use disorders,Percent,2007,0.0563637224607898,0.066134503552665,0.0480868443701741
All Population,Prevalence,New York,Both,30-34 years,Drug use disorders,Percent,2007,0.0462672424475561,0.0527209999773902,0.0404426699106156
All Population,Prevalence,New York,Both,35-39 years,Drug use disorders,Percent,2007,0.0376564078135818,0.044205715183457,0.0326385181972272
All Population,Prevalence,New York,Both,40-44 years,Drug use disorders,Percent,2007,0.0295756209084157,0.0341448177551152,0.0255299173145441
All Population,Prevalence,New York,Both,45-49 years,Drug use disorders,Percent,2007,0.0224277586788601,0.0263230961804124,0.019256012979097
All Population,Prevalence,New York,Both,50-54 years,Drug use disorders,Percent,2007,0.0166730255869913,0.0191877498196649,0.0141988338389829
All Population,Prevalence,New York,Both,55-59 years,Drug use disorders,Percent,2007,0.0115094659250351,0.0131465585112493,0.0098953729132014
All Population,Prevalence,New York,Both,60-64 years,Drug use disorders,Percent,2007,0.0073809115956999,0.0085786089562454,0.0062371224187215
All Population,Prevalence,New York,Both,65-69 years,Drug use disorders,Percent,2007,0.0050390569157237,0.005925959176214,0.0042410345082311
All Population,Prevalence,New York,Both,70-74 years,Drug use disorders,Percent,2007,0.0036774956534625,0.0043883172348586,0.0031101016862856
All Population,Prevalence,New York,Both,75-79 years,Drug use disorders,Percent,2007,0.0028931488069315,0.0034173890890564,0.0024511822274212
All Population,Prevalence,New York,Both,80+ years,Drug use disorders,Percent,2007,0.0023819207554722,0.0028920850019436,0.0019980021020391
All Population,Prevalence,New York,Both,<5 years,Depressive disorders,Percent,2007,7.3788631131e-06,1.35931785053e-05,2.7079486215e-06
All Population,Prevalence,New York,Both,5-9 years,Depressive disorders,Percent,2007,0.0086791481283516,0.0118500779597453,0.0058849882053074
All Population,Prevalence,New York,Both,10-14 years,Depressive disorders,Percent,2007,0.037545528445269,0.0470836836541694,0.0295212354728013
All Population,Prevalence,New York,Both,15-19 years,Depressive disorders,Percent,2007,0.0539877929731233,0.0648248717744757,0.0444116822032773
All Population,Prevalence,New York,Both,20-24 years,Depressive disorders,Percent,2007,0.0518867969426666,0.0613230211114621,0.0424077894244545
All Population,Prevalence,New York,Both,25-29 years,Depressive disorders,Percent,2007,0.0528119276672933,0.0627840596217064,0.0437101602536916
All Population,Prevalence,New York,Both,30-34 years,Depressive disorders,Percent,2007,0.0524910487568038,0.0614985193270133,0.0447157587683029
All Population,Prevalence,New York,Both,35-39 years,Depressive disorders,Percent,2007,0.0523469670147417,0.0602549422493049,0.0459390430545405
All Population,Prevalence,New York,Both,40-44 years,Depressive disorders,Percent,2007,0.051505847295116,0.0609718382349816,0.0440656436046981
All Population,Prevalence,New York,Both,45-49 years,Depressive disorders,Percent,2007,0.049476974145634,0.0589175953399603,0.0418563453292953
All Population,Prevalence,New York,Both,50-54 years,Depressive disorders,Percent,2007,0.0469244290728197,0.0566454362006699,0.0391750681384125
All Population,Prevalence,New York,Both,55-59 years,Depressive disorders,Percent,2007,0.0430588447590887,0.0504895413568307,0.0359775332182239
All Population,Prevalence,New York,Both,60-64 years,Depressive disorders,Percent,2007,0.0400689466089807,0.0471930532293729,0.0331528755038555
All Population,Prevalence,New York,Both,65-69 years,Depressive disorders,Percent,2007,0.0383903395056151,0.0459183599168675,0.032173708781874
All Population,Prevalence,New York,Both,70-74 years,Depressive disorders,Percent,2007,0.0366101700548641,0.043639929607991,0.0302509720608959
All Population,Prevalence,New York,Both,75-79 years,Depressive disorders,Percent,2007,0.0363747885893161,0.0430327133921605,0.0300234896240155
All Population,Prevalence,New York,Both,80+ years,Depressive disorders,Percent,2007,0.036563107926199,0.0439097356801426,0.0300476509024093
All Population,Prevalence,New York,Both,<5 years,Anxiety disorders,Percent,2007,0.0012248340251326,0.0029211819822205,0.000463876177218
All Population,Prevalence,New York,Both,5-9 years,Anxiety disorders,Percent,2007,0.0183141182611062,0.036868118882656,0.0082823899109684
All Population,Prevalence,New York,Both,10-14 years,Anxiety disorders,Percent,2007,0.0278105244069509,0.0383640870964974,0.019626442054063
All Population,Prevalence,New York,Both,15-19 years,Anxiety disorders,Percent,2007,0.0646396596273647,0.0827944813346976,0.0510122150428902
All Population,Prevalence,New York,Both,20-24 years,Anxiety disorders,Percent,2007,0.0780254733557052,0.089482746609389,0.065498857557001
All Population,Prevalence,New York,Both,25-29 years,Anxiety disorders,Percent,2007,0.0819958543640704,0.0979758978783607,0.0694957974655863
All Population,Prevalence,New York,Both,30-34 years,Anxiety disorders,Percent,2007,0.0868988512343551,0.1013296977231999,0.0748165409769392
All Population,Prevalence,New York,Both,35-39 years,Anxiety disorders,Percent,2007,0.089776374840366,0.1024019491112042,0.0777680101710292
All Population,Prevalence,New York,Both,40-44 years,Anxiety disorders,Percent,2007,0.0894161119784622,0.1004588325640225,0.0799809763546162
All Population,Prevalence,New York,Both,45-49 years,Anxiety disorders,Percent,2007,0.0899984091238411,0.1020794064587416,0.0798478565515101
All Population,Prevalence,New York,Both,50-54 years,Anxiety disorders,Percent,2007,0.0906997822570509,0.1083199514850857,0.0800713311832856
All Population,Prevalence,New York,Both,55-59 years,Anxiety disorders,Percent,2007,0.085820353507024,0.101141853395317,0.0747062128436306
All Population,Prevalence,New York,Both,60-64 years,Anxiety disorders,Percent,2007,0.0742857120001019,0.0864793535942122,0.0656418755332493
All Population,Prevalence,New York,Both,65-69 years,Anxiety disorders,Percent,2007,0.0634334673071862,0.0770027249677678,0.0545877300379187
All Population,Prevalence,New York,Both,70-74 years,Anxiety disorders,Percent,2007,0.0564965395327839,0.0683097730744298,0.0450440369116389
All Population,Prevalence,New York,Both,75-79 years,Anxiety disorders,Percent,2007,0.0520688022945567,0.063253910978024,0.0435270013571337
All Population,Prevalence,New York,Both,80+ years,Anxiety disorders,Percent,2007,0.0489069064313003,0.0582460267408905,0.0400661062915556
All Population,Prevalence,New York,Both,<5 years,Diabetes mellitus type 1,Percent,2007,0.0005267378825751,0.0006798954258594,0.0004164136573567
All Population,Prevalence,New York,Both,5-9 years,Diabetes mellitus type 1,Percent,2007,0.0026429362507517,0.0031544461016693,0.0022083594297271
All Population,Prevalence,New York,Both,10-14 years,Diabetes mellitus type 1,Percent,2007,0.0042241505591847,0.0049728436904198,0.0035588086763624
All Population,Prevalence,New York,Both,15-19 years,Diabetes mellitus type 1,Percent,2007,0.0039209781867744,0.0047497847560665,0.0030563196361691
All Population,Prevalence,New York,Both,20-24 years,Diabetes mellitus type 1,Percent,2007,0.0038533172659102,0.004910734235761,0.0030962846661785
All Population,Prevalence,New York,Both,25-29 years,Diabetes mellitus type 1,Percent,2007,0.0040430982353056,0.0050020551561475,0.0032532883917516
All Population,Prevalence,New York,Both,30-34 years,Diabetes mellitus type 1,Percent,2007,0.0044095925922869,0.0054562940760693,0.003634106144263
All Population,Prevalence,New York,Both,35-39 years,Diabetes mellitus type 1,Percent,2007,0.0047415008034872,0.0060093228405954,0.0038899144112464
All Population,Prevalence,New York,Both,40-44 years,Diabetes mellitus type 1,Percent,2007,0.004960441696107,0.0063485229799755,0.0039900848180905
All Population,Prevalence,New York,Both,45-49 years,Diabetes mellitus type 1,Percent,2007,0.005032461962278,0.0062460522834567,0.0040398360514792
All Population,Prevalence,New York,Both,50-54 years,Diabetes mellitus type 1,Percent,2007,0.004951972312227,0.0058154799838013,0.0039794922255488
All Population,Prevalence,New York,Both,55-59 years,Diabetes mellitus type 1,Percent,2007,0.0047270893264916,0.0057738602039439,0.0039064528154479
All Population,Prevalence,New York,Both,60-64 years,Diabetes mellitus type 1,Percent,2007,0.0044086674607766,0.0055427928117608,0.0034615229768832
All Population,Prevalence,New York,Both,65-69 years,Diabetes mellitus type 1,Percent,2007,0.0040141085399769,0.0051358390422278,0.0030160652857034
All Population,Prevalence,New York,Both,70-74 years,Diabetes mellitus type 1,Percent,2007,0.0035559224097266,0.0045501143451289,0.002631955479147
All Population,Prevalence,New York,Both,75-79 years,Diabetes mellitus type 1,Percent,2007,0.0030579324549392,0.0040453539988627,0.0021878705868974
All Population,Prevalence,New York,Both,80+ years,Diabetes mellitus type 1,Percent,2007,0.0022955892992096,0.0032974528102147,0.0015595615375472
All Population,Prevalence,New York,Both,<5 years,Diabetes mellitus type 2,Percent,2007,0.0,0.0,0.0
All Population,Prevalence,New York,Both,5-9 years,Diabetes mellitus type 2,Percent,2007,0.0,0.0,0.0
All Population,Prevalence,New York,Both,10-14 years,Diabetes mellitus type 2,Percent,2007,0.0,0.0,0.0
All Population,Prevalence,New York,Both,15-19 years,Diabetes mellitus type 2,Percent,2007,0.0045159744136971,0.0059767672574315,0.0031782617696581
All Population,Prevalence,New York,Both,20-24 years,Diabetes mellitus type 2,Percent,2007,0.0072409013037944,0.0088830108281553,0.0056416082801881
All Population,Prevalence,New York,Both,25-29 years,Diabetes mellitus type 2,Percent,2007,0.0107339279220589,0.0127137904187595,0.008957698450366
All Population,Prevalence,New York,Both,30-34 years,Diabetes mellitus type 2,Percent,2007,0.0189206929198233,0.0215879870017497,0.0160626632464182
All Population,Prevalence,New York,Both,35-39 years,Diabetes mellitus type 2,Percent,2007,0.034148076117878,0.0386605261409989,0.0304733128648292
All Population,Prevalence,New York,Both,40-44 years,Diabetes mellitus type 2,Percent,2007,0.0573215387390391,0.0644180618291939,0.0511865959262417
All Population,Prevalence,New York,Both,45-49 years,Diabetes mellitus type 2,Percent,2007,0.0910351828299046,0.0994364924703933,0.0834887417258927
All Population,Prevalence,New York,Both,50-54 years,Diabetes mellitus type 2,Percent,2007,0.1336542877644894,0.1472230455167705,0.1191884361338948
All Population,Prevalence,New York,Both,55-59 years,Diabetes mellitus type 2,Percent,2007,0.1800275189198756,0.1974255927352671,0.1645705637370094
All Population,Prevalence,New York,Both,60-64 years,Diabetes mellitus type 2,Percent,2007,0.2251206385117764,0.2439934780020648,0.2081607955203638
All Population,Prevalence,New York,Both,65-69 years,Diabetes mellitus type 2,Percent,2007,0.2580134299678213,0.2776982605635486,0.2405108054748032
All Population,Prevalence,New York,Both,70-74 years,Diabetes mellitus type 2,Percent,2007,0.2774564350541511,0.2983020909688287,0.257721861620185
All Population,Prevalence,New York,Both,75-79 years,Diabetes mellitus type 2,Percent,2007,0.2823387945704726,0.3027489029983364,0.2625484778381634
All Population,Prevalence,New York,Both,80+ years,Diabetes mellitus type 2,Percent,2007,0.2629239392967208,0.283849737795231,0.2418210013472883
All Population,Prevalence,New York,Both,<5 years,Chronic kidney disease,Percent,2007,0.0004549720797711,0.0005817207758796,0.0003676777241369
All Population,Prevalence,New York,Both,5-9 years,Chronic kidney disease,Percent,2007,0.0024788193069197,0.003423384812951,0.0017692492936175
All Population,Prevalence,New York,Both,10-14 years,Chronic kidney disease,Percent,2007,0.0126727969824338,0.016184812098007,0.0097468303034817
All Population,Prevalence,New York,Both,15-19 years,Chronic kidney disease,Percent,2007,0.0317693186089282,0.0411756957391584,0.0239221995289245
All Population,Prevalence,New York,Both,20-24 years,Chronic kidney disease,Percent,2007,0.0454798900452541,0.0576453644300722,0.0359765951600251
All Population,Prevalence,New York,Both,25-29 years,Chronic kidney disease,Percent,2007,0.0496574305499969,0.0645496200021295,0.0381799437211829
All Population,Prevalence,New York,Both,30-34 years,Chronic kidney disease,Percent,2007,0.0568322518193141,0.072654346997518,0.0436587561180659
All Population,Prevalence,New York,Both,35-39 years,Chronic kidney disease,Percent,2007,0.0645403951350756,0.0805899932154551,0.0501164729487975
All Population,Prevalence,New York,Both,40-44 years,Chronic kidney disease,Percent,2007,0.0679804331070313,0.0856077213446346,0.0539566351397123
All Population,Prevalence,New York,Both,45-49 years,Chronic kidney disease,Percent,2007,0.075701220554109,0.0921692479537626,0.0601559864930219
All Population,Prevalence,New York,Both,50-54 years,Chronic kidney disease,Percent,2007,0.0938239613550277,0.1139847707352647,0.0755533371239198
All Population,Prevalence,New York,Both,55-59 years,Chronic kidney disease,Percent,2007,0.1173080153137287,0.1399332651272423,0.0962747561003857
All Population,Prevalence,New York,Both,60-64 years,Chronic kidney disease,Percent,2007,0.1544326919028735,0.1842962823399409,0.127959911922529
All Population,Prevalence,New York,Both,65-69 years,Chronic kidney disease,Percent,2007,0.2257604002790654,0.2663301967336676,0.1884252921887791
All Population,Prevalence,New York,Both,70-74 years,Chronic kidney disease,Percent,2007,0.3168363898869855,0.3578635870459565,0.2725744317927808
All Population,Prevalence,New York,Both,75-79 years,Chronic kidney disease,Percent,2007,0.4177536433711671,0.4695142635228504,0.3684483348887056
All Population,Prevalence,New York,Both,80+ years,Chronic kidney disease,Percent,2007,0.5845391545432927,0.6385165188677544,0.5419844105106034
All Population,Prevalence,New York,Both,<5 years,Chronic kidney disease,Percent,2008,0.0004545993051192,0.0005774009734119,0.0003677711696078
All Population,Prevalence,New York,Both,5-9 years,Chronic kidney disease,Percent,2008,0.002468468765342,0.0033998523890875,0.0017506430377881
All Population,Prevalence,New York,Both,10-14 years,Chronic kidney disease,Percent,2008,0.0126440718403031,0.0161638335562516,0.0097560418777712
All Population,Prevalence,New York,Both,15-19 years,Chronic kidney disease,Percent,2008,0.0317678352932881,0.041248748771252,0.0239071544031934
All Population,Prevalence,New York,Both,20-24 years,Chronic kidney disease,Percent,2008,0.0454682742123488,0.0578574440272529,0.0360698121661952
All Population,Prevalence,New York,Both,25-29 years,Chronic kidney disease,Percent,2008,0.0496905293962586,0.0636658876681827,0.0384447874446899
All Population,Prevalence,New York,Both,30-34 years,Chronic kidney disease,Percent,2008,0.0568656615682488,0.0730055411406368,0.0439579927734601
All Population,Prevalence,New York,Both,35-39 years,Chronic kidney disease,Percent,2008,0.0645325985438634,0.0807373816428922,0.0505926516309076
All Population,Prevalence,New York,Both,40-44 years,Chronic kidney disease,Percent,2008,0.0680485135035305,0.0853258883605484,0.0540704196298641
All Population,Prevalence,New York,Both,45-49 years,Chronic kidney disease,Percent,2008,0.0757147817772481,0.0918717970355093,0.0603333644458122
All Population,Prevalence,New York,Both,50-54 years,Chronic kidney disease,Percent,2008,0.0936251363096072,0.1133452557475222,0.0755764813190776
All Population,Prevalence,New York,Both,55-59 years,Chronic kidney disease,Percent,2008,0.1169916368479943,0.139534855343486,0.0961530749252692
All Population,Prevalence,New York,Both,60-64 years,Chronic kidney disease,Percent,2008,0.1542797814257881,0.184101651656577,0.1279041789365754
All Population,Prevalence,New York,Both,65-69 years,Chronic kidney disease,Percent,2008,0.2261109649426237,0.2655081426239167,0.1884555209049749
All Population,Prevalence,New York,Both,70-74 years,Chronic kidney disease,Percent,2008,0.3179796641810785,0.3588026082789806,0.2723712864175041
All Population,Prevalence,New York,Both,75-79 years,Chronic kidney disease,Percent,2008,0.4199320648457104,0.4719644805987338,0.3714141642043553
All Population,Prevalence,New York,Both,80+ years,Chronic kidney disease,Percent,2008,0.5893113076324065,0.6435334288433184,0.5483374680215826
All Population,Prevalence,New York,Both,<5 years,HIV/AIDS,Percent,2008,0.0001539095675136,0.0002396686749042,9.55765213612e-05
All Population,Prevalence,New York,Both,5-9 years,HIV/AIDS,Percent,2008,0.0001518148460882,0.0002289089969649,9.34140518211e-05
All Population,Prevalence,New York,Both,10-14 years,HIV/AIDS,Percent,2008,0.0001381724905961,0.0001978095754818,9.42068437511e-05
All Population,Prevalence,New York,Both,15-19 years,HIV/AIDS,Percent,2008,0.0005670972566875,0.0008974786330246,0.0003368075499745
All Population,Prevalence,New York,Both,20-24 years,HIV/AIDS,Percent,2008,0.0016130119451865,0.0026792976793512,0.0008726359653751
All Population,Prevalence,New York,Both,25-29 years,HIV/AIDS,Percent,2008,0.0031959288402838,0.0052143351954409,0.0017147509487224
All Population,Prevalence,New York,Both,30-34 years,HIV/AIDS,Percent,2008,0.005762147941025,0.0089286050619635,0.0032987355958335
All Population,Prevalence,New York,Both,35-39 years,HIV/AIDS,Percent,2008,0.0103474876801409,0.0152682978941385,0.0063678419858004
All Population,Prevalence,New York,Both,40-44 years,HIV/AIDS,Percent,2008,0.0163231022680657,0.023885642931307,0.0103527405984031
All Population,Prevalence,New York,Both,45-49 years,HIV/AIDS,Percent,2008,0.0209631980853057,0.0315225251658618,0.0125339722284695
All Population,Prevalence,New York,Both,50-54 years,HIV/AIDS,Percent,2008,0.0219044022707131,0.0334079862383043,0.0131663322366467
All Population,Prevalence,New York,Both,55-59 years,HIV/AIDS,Percent,2008,0.0174994663500137,0.0278486561036048,0.0100908577098124
All Population,Prevalence,New York,Both,60-64 years,HIV/AIDS,Percent,2008,0.0112061251391365,0.018131566806612,0.0065440378989667
All Population,Prevalence,New York,Both,65-69 years,HIV/AIDS,Percent,2008,0.0066011887011516,0.0101852996212956,0.0039989011566317
All Population,Prevalence,New York,Both,70-74 years,HIV/AIDS,Percent,2008,0.0041891421174091,0.0064129925604722,0.0025228677760915
All Population,Prevalence,New York,Both,75-79 years,HIV/AIDS,Percent,2008,0.0027170511550073,0.0043500559815541,0.0015645329104095
All Population,Prevalence,New York,Both,80+ years,HIV/AIDS,Percent,2008,0.0010783134203738,0.001755535391858,0.0006058648145387
All Population,Prevalence,New York,Both,<5 years,Alcohol use disorders,Percent,2008,0.000713595065678,0.001119613557248,0.0003741659262104
All Population,Prevalence,New York,Both,5-9 years,Alcohol use disorders,Percent,2008,0.0005820617008264,0.0008830986944646,0.0003323656942714
All Population,Prevalence,New York,Both,10-14 years,Alcohol use disorders,Percent,2008,0.003131544129773,0.004625462468255,0.0020253152729408
All Population,Prevalence,New York,Both,15-19 years,Alcohol use disorders,Percent,2008,0.0255273480391411,0.0337129994302273,0.0187683848252523
All Population,Prevalence,New York,Both,20-24 years,Alcohol use disorders,Percent,2008,0.0549089288119136,0.0737800256736535,0.040104344999306
All Population,Prevalence,New York,Both,25-29 years,Alcohol use disorders,Percent,2008,0.0494510660570724,0.0648042025369668,0.0385371973825154
All Population,Prevalence,New York,Both,30-34 years,Alcohol use disorders,Percent,2008,0.0396609365937182,0.052482769131929,0.0281700366304392
All Population,Prevalence,New York,Both,35-39 years,Alcohol use disorders,Percent,2008,0.0354401076849263,0.0453913732537963,0.0266947287870435
All Population,Prevalence,New York,Both,40-44 years,Alcohol use disorders,Percent,2008,0.03221415299212,0.0425864980722059,0.0235039555816473
All Population,Prevalence,New York,Both,45-49 years,Alcohol use disorders,Percent,2008,0.030005183879942,0.0376139785324327,0.0237924741444838
All Population,Prevalence,New York,Both,50-54 years,Alcohol use disorders,Percent,2008,0.0274447041884285,0.0370982118957386,0.0202652559216694
All Population,Prevalence,New York,Both,55-59 years,Alcohol use disorders,Percent,2008,0.0234947873598517,0.0293708033590345,0.018552630751208
All Population,Prevalence,New York,Both,60-64 years,Alcohol use disorders,Percent,2008,0.0192898028625958,0.0252404378119054,0.0140317399399208
All Population,Prevalence,New York,Both,65-69 years,Alcohol use disorders,Percent,2008,0.0154830790829151,0.020220093063847,0.0116396172404293
All Population,Prevalence,New York,Both,70-74 years,Alcohol use disorders,Percent,2008,0.0122703496764311,0.0162160988062818,0.0089922640686328
All Population,Prevalence,New York,Both,75-79 years,Alcohol use disorders,Percent,2008,0.0107591914120546,0.0139564442256095,0.00800454099604
All Population,Prevalence,New York,Both,80+ years,Alcohol use disorders,Percent,2008,0.0119416142494336,0.0152284112617006,0.0091095635486073
All Population,Prevalence,New York,Both,<5 years,Drug use disorders,Percent,2008,0.0,0.0,0.0
All Population,Prevalence,New York,Both,5-9 years,Drug use disorders,Percent,2008,0.0,0.0,0.0
All Population,Prevalence,New York,Both,10-14 years,Drug use disorders,Percent,2008,0.0049420958573539,0.0092617717606705,0.0019591874298346
All Population,Prevalence,New York,Both,15-19 years,Drug use disorders,Percent,2008,0.0574930476820133,0.0897055271550392,0.0343553316053244
All Population,Prevalence,New York,Both,20-24 years,Drug use disorders,Percent,2008,0.0667615954278809,0.0820235389704921,0.0538645274627608
All Population,Prevalence,New York,Both,25-29 years,Drug use disorders,Percent,2008,0.0576579551146804,0.0679259210115102,0.0493524312235638
All Population,Prevalence,New York,Both,30-34 years,Drug use disorders,Percent,2008,0.047127000681407,0.053791804464509,0.0414541848884904
All Population,Prevalence,New York,Both,35-39 years,Drug use disorders,Percent,2008,0.0383763060833869,0.0449424732314238,0.0331797999182457
All Population,Prevalence,New York,Both,40-44 years,Drug use disorders,Percent,2008,0.0302675269030732,0.0349718205654058,0.0262065611196869
All Population,Prevalence,New York,Both,45-49 years,Drug use disorders,Percent,2008,0.0231389662911933,0.027072740973425,0.0198505067706333
All Population,Prevalence,New York,Both,50-54 years,Drug use disorders,Percent,2008,0.0174027678307027,0.0199055076567101,0.0148792954852779
All Population,Prevalence,New York,Both,55-59 years,Drug use disorders,Percent,2008,0.0120853033478048,0.0138146954026578,0.0103742799407972
All Population,Prevalence,New York,Both,60-64 years,Drug use disorders,Percent,2008,0.0077183585282892,0.0089374107486767,0.0065378541738957
All Population,Prevalence,New York,Both,65-69 years,Drug use disorders,Percent,2008,0.0051971138672587,0.0060920760661169,0.0043862257346182
All Population,Prevalence,New York,Both,70-74 years,Drug use disorders,Percent,2008,0.003734862737686,0.0044068763591567,0.0031470349280792
All Population,Prevalence,New York,Both,75-79 years,Drug use disorders,Percent,2008,0.0029079534403199,0.003427124826025,0.0024734808770381
All Population,Prevalence,New York,Both,80+ years,Drug use disorders,Percent,2008,0.0023859616621919,0.0029012704298865,0.0019972774409117
All Population,Prevalence,New York,Both,<5 years,Depressive disorders,Percent,2008,7.2029513386e-06,1.35965679541e-05,2.7287030089e-06
All Population,Prevalence,New York,Both,5-9 years,Depressive disorders,Percent,2008,0.0085855922245051,0.0115868434238054,0.0059442271718956
All Population,Prevalence,New York,Both,10-14 years,Depressive disorders,Percent,2008,0.0374374072361893,0.0467216282558084,0.0292948395345894
All Population,Prevalence,New York,Both,15-19 years,Depressive disorders,Percent,2008,0.0541688722867805,0.0653106381087612,0.0438278814044824
