Time,AgeGrp,ASFR
1983.0,39,152.08
1983.0,40,137.63
1983.0,41,118.58
1983.0,42,96.77
1983.0,43,75.68
1983.0,44,56.47
1983.0,45,38.7
1983.0,46,27.34
1983.0,47,18.79
1983.0,48,12.57
1983.0,49,7.35
1984.0,15,74.9
1984.0,16,128.78
1984.0,17,183.62
1984.0,18,233.68
1984.0,19,268.04
1984.0,20,285.65
1984.0,21,292.57
1984.0,22,291.37
1984.0,23,286.99
1984.0,24,281.0
1984.0,25,275.27
1984.0,26,270.26
1984.0,27,265.46
1984.0,28,260.7
1984.0,29,255.63
1984.0,30,250.39
1984.0,31,244.31
1984.0,32,237.27
1984.0,33,227.78
1984.0,34,215.99
1984.0,35,203.37
1984.0,36,191.54
1984.0,37,178.67
1984.0,38,164.63
1984.0,39,149.92
1984.0,40,135.58
1984.0,41,116.7
1984.0,42,95.14
1984.0,43,74.31
1984.0,44,55.34
1984.0,45,37.79
1984.0,46,26.6
1984.0,47,18.21
1984.0,48,12.15
1984.0,49,7.09
1985.0,15,71.61
1985.0,16,122.88
1985.0,17,175.57
1985.0,18,224.33
1985.0,19,258.95
1985.0,20,278.27
1985.0,21,287.12
1985.0,22,287.72
1985.0,23,284.76
1985.0,24,279.74
1985.0,25,274.61
1985.0,26,269.9
1985.0,27,265.26
1985.0,28,260.56
1985.0,29,255.49
1985.0,30,250.2
1985.0,31,243.95
1985.0,32,236.64
1985.0,33,226.95
1985.0,34,215.02
1985.0,35,202.22
1985.0,36,190.15
1985.0,37,177.07
1985.0,38,162.86
1985.0,39,148.06
1985.0,40,133.65
1985.0,41,114.89
1985.0,42,93.56
1985.0,43,73.02
1985.0,44,54.37
1985.0,45,37.16
1985.0,46,26.15
1985.0,47,17.92
1985.0,48,11.99
1985.0,49,7.02
1986.0,15,67.56
1986.0,16,115.5
1986.0,17,165.22
1986.0,18,211.9
1986.0,19,246.23
1986.0,20,267.02
1986.0,21,277.66
