AgeGrpStart,Sex,Time,mx
0,Female,1986.0,0.05711
0,Male,1986.0,0.0697
1,Female,1986.0,0.00953
1,Male,1986.0,0.01054
2,Female,1986.0,0.00579
2,Male,1986.0,0.00649
3,Female,1986.0,0.00397
3,Male,1986.0,0.00447
4,Female,1986.0,0.00284
4,Male,1986.0,0.00318
5,Female,1986.0,0.00216
5,Male,1986.0,0.00243
6,Female,1986.0,0.00178
6,Male,1986.0,0.00202
7,Female,1986.0,0.00151
7,Male,1986.0,0.00174
8,Female,1986.0,0.00133
8,Male,1986.0,0.00154
9,Female,1986.0,0.00121
9,Male,1986.0,0.0014
10,Female,1986.0,0.00115
10,Male,1986.0,0.00132
11,Female,1986.0,0.00112
11,Male,1986.0,0.00129
12,Female,1986.0,0.00114
12,Male,1986.0,0.00131
13,Female,1986.0,0.0012
13,Male,1986.0,0.00138
14,Female,1986.0,0.0013
14,Male,1986.0,0.0015
15,Female,1986.0,0.00142
15,Male,1986.0,0.00167
16,Female,1986.0,0.00157
16,Male,1986.0,0.00191
17,Female,1986.0,0.0017
17,Male,1986.0,0.00217
18,Female,1986.0,0.00184
18,Male,1986.0,0.00245
19,Female,1986.0,0.00196
19,Male,1986.0,0.00268
20,Female,1986.0,0.00208
20,Male,1986.0,0.0029
21,Female,1986.0,0.00218
21,Male,1986.0,0.00308
22,Female,1986.0,0.00229
22,Male,1986.0,0.00324
23,Female,1986.0,0.00239
23,Male,1986.0,0.00335
24,Female,1986.0,0.0025
24,Male,1986.0,0.00345
25,Female,1986.0,0.00261
25,Male,1986.0,0.00352
26,Female,1986.0,0.00272
26,Male,1986.0,0.00361
27,Female,1986.0,0.00283
27,Male,1986.0,0.0037
28,Female,1986.0,0.00296
28,Male,1986.0,0.00381
29,Female,1986.0,0.00307
29,Male,1986.0,0.00393
30,Female,1986.0,0.00323
30,Male,1986.0,0.00411
31,Female,1986.0,0.00332
31,Male,1986.0,0.00423
32,Female,1986.0,0.00351
32,Male,1986.0,0.00446
33,Female,1986.0,0.00367
33,Male,1986.0,0.00466
34,Female,1986.0,0.00385
34,Male,1986.0,0.00488
35,Female,1986.0,0.00405
35,Male,1986.0,0.00516
36,Female,1986.0,0.00426
36,Male,1986.0,0.00541
37,Female,1986.0,0.00446
37,Male,1986.0,0.00569
38,Female,1986.0,0.00472
38,Male,1986.0,0.00602
39,Female,1986.0,0.00495
39,Male,1986.0,0.00633
40,Female,1986.0,0.00526
40,Male,1986.0,0.00674
41,Female,1986.0,0.00543
41,Male,1986.0,0.00701
42,Female,1986.0,0.00579
42,Male,1986.0,0.0075
43,Female,1986.0,0.00603
43,Male,1986.0,0.00787
44,Female,1986.0,0.00632
44,Male,1986.0,0.00833
45,Female,1986.0,0.00668
45,Male,1986.0,0.00889
46,Female,1986.0,0.00701
46,Male,1986.0,0.00938
47,Female,1986.0,0.00741
47,Male,1986.0,0.01
48,Female,1986.0,0.00794
48,Male,1986.0,0.01073
49,Female,1986.0,0.00845
49,Male,1986.0,0.01147
50,Female,1986.0,0.00916
50,Male,1986.0,0.01241
51,Female,1986.0,0.0096
51,Male,1986.0,0.01308
52,Female,1986.0,0.01041
52,Male,1986.0,0.01414
53,Female,1986.0,0.01102
53,Male,1986.0,0.01501
54,Female,1986.0,0.01177
54,Male,1986.0,0.01601
55,Female,1986.0,0.01251
55,Male,1986.0,0.01702
56,Female,1986.0,0.01339
56,Male,1986.0,0.01817
57,Female,1986.0,0.01429
57,Male,1986.0,0.01938
58,Female,1986.0,0.01551
58,Male,1986.0,0.02094
59,Female,1986.0,0.01674
59,Male,1986.0,0.02254
60,Female,1986.0,0.01857
60,Male,1986.0,0.02471
61,Female,1986.0,0.01979
61,Male,1986.0,0.02635
62,Female,1986.0,0.02191
62,Male,1986.0,0.02888
63,Female,1986.0,0.02386
63,Male,1986.0,0.03124
64,Female,1986.0,0.02605
64,Male,1986.0,0.03381
65,Female,1986.0,0.02856
65,Male,1986.0,0.03669
66,Female,1986.0,0.03087
66,Male,1986.0,0.03931
67,Female,1986.0,0.03377
67,Male,1986.0,0.04258
68,Female,1986.0,0.03716
68,Male,1986.0,0.04627
69,Female,1986.0,0.04057
69,Male,1986.0,0.05008
70,Female,1986.0,0.04558
70,Male,1986.0,0.05523
71,Female,1986.0,0.049
71,Male,1986.0,0.05916
72,Female,1986.0,0.05482
72,Male,1986.0,0.06541
73,Female,1986.0,0.06
73,Male,1986.0,0.07109
74,Female,1986.0,0.06599
74,Male,1986.0,0.07753
75,Female,1986.0,0.07259
75,Male,1986.0,0.08455
76,Female,1986.0,0.07917
76,Male,1986.0,0.0918
77,Female,1986.0,0.08621
77,Male,1986.0,0.09953
78,Female,1986.0,0.09513
78,Male,1986.0,0.10898
79,Female,1986.0,0.10326
79,Male,1986.0,0.11788
80,Female,1986.0,0.11404
80,Male,1986.0,0.12913
81,Female,1986.0,0.12218
81,Male,1986.0,0.1384
82,Female,1986.0,0.13599
82,Male,1986.0,0.15267
83,Female,1986.0,0.14867
83,Male,1986.0,0.16587
84,Female,1986.0,0.16337
84,Male,1986.0,0.18122
85,Female,1986.0,0.17761
85,Male,1986.0,0.19522
86,Female,1986.0,0.19311
86,Male,1986.0,0.21131
87,Female,1986.0,0.20858
87,Male,1986.0,0.22728
88,Female,1986.0,0.22583
88,Male,1986.0,0.24471
89,Female,1986.0,0.24266
89,Male,1986.0,0.26182
90,Female,1986.0,0.26505
90,Male,1986.0,0.2827
91,Female,1986.0,0.2801
91,Male,1986.0,0.29879
92,Female,1986.0,0.30377
92,Male,1986.0,0.32175
93,Female,1986.0,0.32563
93,Male,1986.0,0.34317
94,Female,1986.0,0.34947
94,Male,1986.0,0.36606
95,Female,1986.0,0.37531
95,Male,1986.0,0.39081
96,Female,1986.0,0.39952
96,Male,1986.0,0.41362
97,Female,1986.0,0.42331
97,Male,1986.0,0.43575
98,Female,1986.0,0.44649
98,Male,1986.0,0.4571
99,Female,1986.0,0.47572
99,Male,1986.0,0.48418
100,Female,1986.0,0.53539
100,Male,1986.0,0.5385
0,Female,1987.0,0.05457
0,Male,1987.0,0.06677
1,Female,1987.0,0.00887
1,Male,1987.0,0.00984
2,Female,1987.0,0.00539
2,Male,1987.0,0.00609
3,Female,1987.0,0.0037
3,Male,1987.0,0.00421
4,Female,1987.0,0.00266
4,Male,1987.0,0.00301
5,Female,1987.0,0.00203
5,Male,1987.0,0.0023
6,Female,1987.0,0.00167
6,Male,1987.0,0.00192
7,Female,1987.0,0.00143
7,Male,1987.0,0.00166
8,Female,1987.0,0.00125
8,Male,1987.0,0.00147
9,Female,1987.0,0.00115
9,Male,1987.0,0.00134
10,Female,1987.0,0.00109
10,Male,1987.0,0.00127
11,Female,1987.0,0.00107
11,Male,1987.0,0.00124
12,Female,1987.0,0.00109
12,Male,1987.0,0.00127
13,Female,1987.0,0.00115
13,Male,1987.0,0.00134
14,Female,1987.0,0.00124
14,Male,1987.0,0.00147
15,Female,1987.0,0.00137
15,Male,1987.0,0.00164
16,Female,1987.0,0.00152
16,Male,1987.0,0.00188
17,Female,1987.0,0.00165
17,Male,1987.0,0.00215
18,Female,1987.0,0.00179
18,Male,1987.0,0.00243
19,Female,1987.0,0.0019
19,Male,1987.0,0.00266
20,Female,1987.0,0.00202
20,Male,1987.0,0.00288
21,Female,1987.0,0.00211
21,Male,1987.0,0.00307
22,Female,1987.0,0.00222
22,Male,1987.0,0.00323
23,Female,1987.0,0.00233
23,Male,1987.0,0.00335
24,Female,1987.0,0.00243
24,Male,1987.0,0.00345
25,Female,1987.0,0.00254
25,Male,1987.0,0.00354
26,Female,1987.0,0.00265
26,Male,1987.0,0.00363
27,Female,1987.0,0.00276
27,Male,1987.0,0.00373
28,Female,1987.0,0.00288
28,Male,1987.0,0.00386
29,Female,1987.0,0.003
29,Male,1987.0,0.00399
30,Female,1987.0,0.00315
30,Male,1987.0,0.00417
31,Female,1987.0,0.00325
31,Male,1987.0,0.0043
32,Female,1987.0,0.00343
32,Male,1987.0,0.00454
33,Female,1987.0,0.00359
33,Male,1987.0,0.00475
34,Female,1987.0,0.00377
34,Male,1987.0,0.00499
35,Female,1987.0,0.00398
35,Male,1987.0,0.00527
36,Female,1987.0,0.00418
36,Male,1987.0,0.00554
37,Female,1987.0,0.00438
37,Male,1987.0,0.00583
38,Female,1987.0,0.00464
38,Male,1987.0,0.00617
39,Female,1987.0,0.00487
39,Male,1987.0,0.00649
40,Female,1987.0,0.00517
40,Male,1987.0,0.00691
41,Female,1987.0,0.00535
41,Male,1987.0,0.0072
42,Female,1987.0,0.0057
42,Male,1987.0,0.00769
43,Female,1987.0,0.00595
43,Male,1987.0,0.00808
44,Female,1987.0,0.00624
44,Male,1987.0,0.00856
45,Female,1987.0,0.0066
45,Male,1987.0,0.00913
46,Female,1987.0,0.00693
46,Male,1987.0,0.00963
47,Female,1987.0,0.00733
47,Male,1987.0,0.01027
48,Female,1987.0,0.00785
48,Male,1987.0,0.01101
49,Female,1987.0,0.00836
49,Male,1987.0,0.01177
50,Female,1987.0,0.00906
50,Male,1987.0,0.01272
51,Female,1987.0,0.00951
51,Male,1987.0,0.01341
52,Female,1987.0,0.0103
52,Male,1987.0,0.01447
53,Female,1987.0,0.0109
53,Male,1987.0,0.01537
54,Female,1987.0,0.01164
54,Male,1987.0,0.01638
55,Female,1987.0,0.01238
55,Male,1987.0,0.01741
56,Female,1987.0,0.01325
56,Male,1987.0,0.01857
57,Female,1987.0,0.01414
57,Male,1987.0,0.0198
58,Female,1987.0,0.01534
58,Male,1987.0,0.02138
59,Female,1987.0,0.01656
59,Male,1987.0,0.023
60,Female,1987.0,0.01833
60,Male,1987.0,0.02519
61,Female,1987.0,0.01956
61,Male,1987.0,0.02685
62,Female,1987.0,0.02164
62,Male,1987.0,0.0294
63,Female,1987.0,0.02355
63,Male,1987.0,0.03177
64,Female,1987.0,0.02571
64,Male,1987.0,0.03437
65,Female,1987.0,0.02818
65,Male,1987.0,0.03726
66,Female,1987.0,0.03048
66,Male,1987.0,0.03984
67,Female,1987.0,0.03334
67,Male,1987.0,0.04305
68,Female,1987.0,0.03669
68,Male,1987.0,0.04667
69,Female,1987.0,0.04006
69,Male,1987.0,0.05043
70,Female,1987.0,0.04497
70,Male,1987.0,0.05547
71,Female,1987.0,0.04839
71,Male,1987.0,0.05935
72,Female,1987.0,0.05413
72,Male,1987.0,0.06547
73,Female,1987.0,0.05927
73,Male,1987.0,0.07105
74,Female,1987.0,0.06521
74,Male,1987.0,0.07736
75,Female,1987.0,0.07175
75,Male,1987.0,0.08426
76,Female,1987.0,0.0783
76,Male,1987.0,0.09138
77,Female,1987.0,0.08529
77,Male,1987.0,0.09896
78,Female,1987.0,0.09414
78,Male,1987.0,0.10825
79,Female,1987.0,0.10222
79,Male,1987.0,0.11701
80,Female,1987.0,0.11294
80,Male,1987.0,0.12807
81,Female,1987.0,0.12107
81,Male,1987.0,0.13732
82,Female,1987.0,0.1348
82,Male,1987.0,0.15151
83,Female,1987.0,0.14743
83,Male,1987.0,0.16464
84,Female,1987.0,0.16206
84,Male,1987.0,0.17991
85,Female,1987.0,0.17625
85,Male,1987.0,0.19388
86,Female,1987.0,0.19174
86,Male,1987.0,0.20993
87,Female,1987.0,0.20717
87,Male,1987.0,0.22587
88,Female,1987.0,0.22438
88,Male,1987.0,0.24326
89,Female,1987.0,0.2412
89,Male,1987.0,0.26037
90,Female,1987.0,0.26351
90,Male,1987.0,0.28119
91,Female,1987.0,0.27859
91,Male,1987.0,0.29735
92,Female,1987.0,0.30223
92,Male,1987.0,0.32029
93,Female,1987.0,0.32409
93,Male,1987.0,0.34173
94,Female,1987.0,0.34792
94,Male,1987.0,0.36461
95,Female,1987.0,0.37376
95,Male,1987.0,0.38928
96,Female,1987.0,0.39799
96,Male,1987.0,0.41211
97,Female,1987.0,0.42179
97,Male,1987.0,0.43426
98,Female,1987.0,0.44499
98,Male,1987.0,0.45564
99,Female,1987.0,0.47428
99,Male,1987.0,0.48273
100,Female,1987.0,0.53414
100,Male,1987.0,0.53721
0,Female,1988.0,0.05246
0,Male,1988.0,0.06433
1,Female,1988.0,0.00837
1,Male,1988.0,0.00925
2,Female,1988.0,0.00509
2,Male,1988.0,0.00577
3,Female,1988.0,0.00349
3,Male,1988.0,0.00399
4,Female,1988.0,0.00252
4,Male,1988.0,0.00287
5,Female,1988.0,0.00192
5,Male,1988.0,0.00219
6,Female,1988.0,0.00159
6,Male,1988.0,0.00184
7,Female,1988.0,0.00136
7,Male,1988.0,0.0016
8,Female,1988.0,0.0012
8,Male,1988.0,0.00142
9,Female,1988.0,0.0011
9,Male,1988.0,0.0013
10,Female,1988.0,0.00105
10,Male,1988.0,0.00123
11,Female,1988.0,0.00103
11,Male,1988.0,0.00121
12,Female,1988.0,0.00105
12,Male,1988.0,0.00124
13,Female,1988.0,0.00111
13,Male,1988.0,0.00131
14,Female,1988.0,0.00121
14,Male,1988.0,0.00144
15,Female,1988.0,0.00134
15,Male,1988.0,0.00163
16,Female,1988.0,0.00149
16,Male,1988.0,0.00187
17,Female,1988.0,0.00162
17,Male,1988.0,0.00215
18,Female,1988.0,0.00176
18,Male,1988.0,0.00244
19,Female,1988.0,0.00188
19,Male,1988.0,0.00268
20,Female,1988.0,0.002
20,Male,1988.0,0.00291
21,Female,1988.0,0.00209
21,Male,1988.0,0.0031
22,Female,1988.0,0.0022
22,Male,1988.0,0.00327
23,Female,1988.0,0.00231
23,Male,1988.0,0.00341
24,Female,1988.0,0.00242
24,Male,1988.0,0.00352
25,Female,1988.0,0.00253
25,Male,1988.0,0.00363
26,Female,1988.0,0.00265
26,Male,1988.0,0.00373
27,Female,1988.0,0.00276
27,Male,1988.0,0.00385
28,Female,1988.0,0.00289
28,Male,1988.0,0.00399
29,Female,1988.0,0.00301
29,Male,1988.0,0.00413
30,Female,1988.0,0.00316
30,Male,1988.0,0.00433
31,Female,1988.0,0.00326
31,Male,1988.0,0.00448
32,Female,1988.0,0.00345
32,Male,1988.0,0.00473
33,Female,1988.0,0.00362
33,Male,1988.0,0.00496
34,Female,1988.0,0.00381
34,Male,1988.0,0.00522
35,Female,1988.0,0.00402
35,Male,1988.0,0.00552
36,Female,1988.0,0.00423
36,Male,1988.0,0.00581
37,Female,1988.0,0.00443
37,Male,1988.0,0.00612
38,Female,1988.0,0.0047
38,Male,1988.0,0.00647
39,Female,1988.0,0.00493
39,Male,1988.0,0.00681
40,Female,1988.0,0.00524
40,Male,1988.0,0.00726
41,Female,1988.0,0.00544
41,Male,1988.0,0.00756
42,Female,1988.0,0.00579
42,Male,1988.0,0.00807
43,Female,1988.0,0.00605
43,Male,1988.0,0.00848
44,Female,1988.0,0.00635
44,Male,1988.0,0.00897
45,Female,1988.0,0.00672
45,Male,1988.0,0.00957
46,Female,1988.0,0.00707
46,Male,1988.0,0.0101
47,Female,1988.0,0.00748
47,Male,1988.0,0.01075
48,Female,1988.0,0.00801
48,Male,1988.0,0.01152
49,Female,1988.0,0.00853
49,Male,1988.0,0.0123
50,Female,1988.0,0.00924
50,Male,1988.0,0.01328
51,Female,1988.0,0.0097
51,Male,1988.0,0.01399
52,Female,1988.0,0.0105
52,Male,1988.0,0.01507
53,Female,1988.0,0.01111
53,Male,1988.0,0.01598
54,Female,1988.0,0.01186
54,Male,1988.0,0.01701
55,Female,1988.0,0.01261
55,Male,1988.0,0.01807
56,Female,1988.0,0.0135
56,Male,1988.0,0.01925
57,Female,1988.0,0.0144
57,Male,1988.0,0.02051
58,Female,1988.0,0.01562
58,Male,1988.0,0.02211
59,Female,1988.0,0.01684
59,Male,1988.0,0.02376
60,Female,1988.0,0.01861
60,Male,1988.0,0.026
61,Female,1988.0,0.01987
61,Male,1988.0,0.02769
62,Female,1988.0,0.02195
62,Male,1988.0,0.03027
63,Female,1988.0,0.02388
63,Male,1988.0,0.03267
64,Female,1988.0,0.02606
64,Male,1988.0,0.03529
65,Female,1988.0,0.02854
65,Male,1988.0,0.03821
66,Female,1988.0,0.03082
66,Male,1988.0,0.04074
67,Female,1988.0,0.03365
67,Male,1988.0,0.04388
68,Female,1988.0,0.03694
68,Male,1988.0,0.04743
69,Female,1988.0,0.04028
69,Male,1988.0,0.0511
70,Female,1988.0,0.0451
70,Male,1988.0,0.05604
71,Female,1988.0,0.04848
71,Male,1988.0,0.05983
72,Female,1988.0,0.05412
72,Male,1988.0,0.06581
73,Female,1988.0,0.05918
73,Male,1988.0,0.07126
74,Female,1988.0,0.06502
74,Male,1988.0,0.07743
75,Female,1988.0,0.07144
75,Male,1988.0,0.08416
76,Female,1988.0,0.07788
76,Male,1988.0,0.09112
77,Female,1988.0,0.08473
77,Male,1988.0,0.09852
78,Female,1988.0,0.09341
78,Male,1988.0,0.10762
79,Female,1988.0,0.10133
79,Male,1988.0,0.11618
80,Female,1988.0,0.11185
80,Male,1988.0,0.12702
81,Female,1988.0,0.11996
81,Male,1988.0,0.13625
82,Female,1988.0,0.13361
82,Male,1988.0,0.15035
83,Female,1988.0,0.14619
83,Male,1988.0,0.16342
84,Female,1988.0,0.16076
84,Male,1988.0,0.17862
85,Female,1988.0,0.1749
85,Male,1988.0,0.19255
86,Female,1988.0,0.19037
86,Male,1988.0,0.20856
87,Female,1988.0,0.20577
87,Male,1988.0,0.22447
88,Female,1988.0,0.22293
88,Male,1988.0,0.24182
89,Female,1988.0,0.23975
89,Male,1988.0,0.25892
90,Female,1988.0,0.26198
90,Male,1988.0,0.27968
91,Female,1988.0,0.27709
91,Male,1988.0,0.29592
92,Female,1988.0,0.30069
92,Male,1988.0,0.31884
93,Female,1988.0,0.32256
93,Male,1988.0,0.3403
94,Female,1988.0,0.34638
94,Male,1988.0,0.36318
95,Female,1988.0,0.37222
95,Male,1988.0,0.38777
96,Female,1988.0,0.39646
96,Male,1988.0,0.4106
97,Female,1988.0,0.42028
97,Male,1988.0,0.43278
98,Female,1988.0,0.44348
98,Male,1988.0,0.45419
99,Female,1988.0,0.47284
99,Male,1988.0,0.48129
100,Female,1988.0,0.5329
100,Male,1988.0,0.53592
0,Female,1989.0,0.05092
0,Male,1989.0,0.06255
1,Female,1989.0,0.00802
1,Male,1989.0,0.00881
2,Female,1989.0,0.00489
2,Male,1989.0,0.00554
3,Female,1989.0,0.00335
3,Male,1989.0,0.00384
4,Female,1989.0,0.00242
4,Male,1989.0,0.00276
5,Female,1989.0,0.00185
5,Male,1989.0,0.00211
6,Female,1989.0,0.00153
6,Male,1989.0,0.00178
7,Female,1989.0,0.00132
7,Male,1989.0,0.00155
8,Female,1989.0,0.00116
8,Male,1989.0,0.00138
9,Female,1989.0,0.00107
9,Male,1989.0,0.00127
10,Female,1989.0,0.00102
10,Male,1989.0,0.00121
11,Female,1989.0,0.001
11,Male,1989.0,0.00119
12,Female,1989.0,0.00103
12,Male,1989.0,0.00122
13,Female,1989.0,0.00109
13,Male,1989.0,0.0013
14,Female,1989.0,0.00119
14,Male,1989.0,0.00143
15,Female,1989.0,0.00133
15,Male,1989.0,0.00162
16,Female,1989.0,0.00148
16,Male,1989.0,0.00187
17,Female,1989.0,0.00162
17,Male,1989.0,0.00215
18,Female,1989.0,0.00177
18,Male,1989.0,0.00246
19,Female,1989.0,0.0019
19,Male,1989.0,0.0027
20,Female,1989.0,0.00203
20,Male,1989.0,0.00293
21,Female,1989.0,0.00213
21,Male,1989.0,0.00314
22,Female,1989.0,0.00225
22,Male,1989.0,0.00333
23,Female,1989.0,0.00237
23,Male,1989.0,0.00348
24,Female,1989.0,0.00249
24,Male,1989.0,0.00362
25,Female,1989.0,0.00261
25,Male,1989.0,0.00375
26,Female,1989.0,0.00274
26,Male,1989.0,0.00387
27,Female,1989.0,0.00287
27,Male,1989.0,0.00402
28,Female,1989.0,0.00301
28,Male,1989.0,0.00418
29,Female,1989.0,0.00314
29,Male,1989.0,0.00435
30,Female,1989.0,0.00331
30,Male,1989.0,0.00457
31,Female,1989.0,0.00342
31,Male,1989.0,0.00474
32,Female,1989.0,0.00362
32,Male,1989.0,0.00502
33,Female,1989.0,0.0038
33,Male,1989.0,0.00528
34,Female,1989.0,0.004
34,Male,1989.0,0.00557
35,Female,1989.0,0.00423
35,Male,1989.0,0.0059
36,Female,1989.0,0.00446
36,Male,1989.0,0.00622
37,Female,1989.0,0.00468
37,Male,1989.0,0.00657
38,Female,1989.0,0.00496
38,Male,1989.0,0.00695
39,Female,1989.0,0.00521
39,Male,1989.0,0.00732
40,Female,1989.0,0.00553
40,Male,1989.0,0.0078
41,Female,1989.0,0.00574
41,Male,1989.0,0.00813
42,Female,1989.0,0.00611
42,Male,1989.0,0.00867
43,Female,1989.0,0.00638
43,Male,1989.0,0.00911
44,Female,1989.0,0.0067
44,Male,1989.0,0.00964
45,Female,1989.0,0.00709
45,Male,1989.0,0.01028
46,Female,1989.0,0.00746
46,Male,1989.0,0.01084
47,Female,1989.0,0.0079
47,Male,1989.0,0.01154
48,Female,1989.0,0.00845
48,Male,1989.0,0.01234
49,Female,1989.0,0.00899
49,Male,1989.0,0.01315
50,Female,1989.0,0.00972
50,Male,1989.0,0.01418
51,Female,1989.0,0.0102
51,Male,1989.0,0.01492
52,Female,1989.0,0.01102
52,Male,1989.0,0.01603
53,Female,1989.0,0.01165
53,Male,1989.0,0.01698
54,Female,1989.0,0.01242
54,Male,1989.0,0.01805
55,Female,1989.0,0.0132
55,Male,1989.0,0.01915
56,Female,1989.0,0.01411
56,Male,1989.0,0.02037
57,Female,1989.0,0.01505
57,Male,1989.0,0.02167
58,Female,1989.0,0.01628
58,Male,1989.0,0.02331
59,Female,1989.0,0.01753
59,Male,1989.0,0.02502
60,Female,1989.0,0.01932
60,Male,1989.0,0.02733
61,Female,1989.0,0.02062
61,Male,1989.0,0.02909
62,Female,1989.0,0.02272
62,Male,1989.0,0.03172
63,Female,1989.0,0.02469
63,Male,1989.0,0.03417
64,Female,1989.0,0.02692
64,Male,1989.0,0.03685
65,Female,1989.0,0.02945
65,Male,1989.0,0.03982
66,Female,1989.0,0.0317
66,Male,1989.0,0.04229
67,Female,1989.0,0.03448
67,Male,1989.0,0.04534
68,Female,1989.0,0.03773
68,Male,1989.0,0.04878
69,Female,1989.0,0.041
69,Male,1989.0,0.05235
70,Female,1989.0,0.04571
70,Male,1989.0,0.05717
71,Female,1989.0,0.04905
71,Male,1989.0,0.06085
72,Female,1989.0,0.05457
72,Male,1989.0,0.06666
73,Female,1989.0,0.05951
73,Male,1989.0,0.07193
74,Female,1989.0,0.06522
74,Male,1989.0,0.0779
75,Female,1989.0,0.07148
75,Male,1989.0,0.08441
76,Female,1989.0,0.07775
76,Male,1989.0,0.09114
77,Female,1989.0,0.08442
77,Male,1989.0,0.09831
78,Female,1989.0,0.09286
78,Male,1989.0,0.10714
79,Female,1989.0,0.10053
79,Male,1989.0,0.11545
80,Female,1989.0,0.11079
80,Male,1989.0,0.126
81,Female,1989.0,0.11888
81,Male,1989.0,0.1352
82,Female,1989.0,0.13245
82,Male,1989.0,0.14922
83,Female,1989.0,0.14498
83,Male,1989.0,0.16223
84,Female,1989.0,0.15949
84,Male,1989.0,0.17735
85,Female,1989.0,0.17359
85,Male,1989.0,0.19125
86,Female,1989.0,0.18905
86,Male,1989.0,0.20723
87,Female,1989.0,0.2044
87,Male,1989.0,0.22311
88,Female,1989.0,0.22152
88,Male,1989.0,0.24041
89,Female,1989.0,0.23834
89,Male,1989.0,0.25752
90,Female,1989.0,0.26049
90,Male,1989.0,0.27822
91,Female,1989.0,0.27564
91,Male,1989.0,0.29453
92,Female,1989.0,0.29921
92,Male,1989.0,0.31745
93,Female,1989.0,0.32108
93,Male,1989.0,0.33893
94,Female,1989.0,0.34491
94,Male,1989.0,0.36181
95,Female,1989.0,0.37075
95,Male,1989.0,0.38633
96,Female,1989.0,0.39501
96,Male,1989.0,0.40918
97,Female,1989.0,0.41885
97,Male,1989.0,0.43138
98,Female,1989.0,0.44206
98,Male,1989.0,0.45281
99,Female,1989.0,0.47147
99,Male,1989.0,0.47992
100,Female,1989.0,0.53171
100,Male,1989.0,0.53468
0,Female,1990.0,0.05006
0,Male,1990.0,0.06157
1,Female,1990.0,0.00782
1,Male,1990.0,0.00856
2,Female,1990.0,0.00478
2,Male,1990.0,0.00543
3,Female,1990.0,0.00327
3,Male,1990.0,0.00377
4,Female,1990.0,0.00236
4,Male,1990.0,0.00272
5,Female,1990.0,0.0018
5,Male,1990.0,0.00207
6,Female,1990.0,0.00149
6,Male,1990.0,0.00175
7,Female,1990.0,0.00129
7,Male,1990.0,0.00153
8,Female,1990.0,0.00115
8,Male,1990.0,0.00137
9,Female,1990.0,0.00106
9,Male,1990.0,0.00126
10,Female,1990.0,0.00101
10,Male,1990.0,0.0012
11,Female,1990.0,0.00099
11,Male,1990.0,0.00119
12,Female,1990.0,0.00102
12,Male,1990.0,0.00122
13,Female,1990.0,0.00109
13,Male,1990.0,0.0013
14,Female,1990.0,0.0012
14,Male,1990.0,0.00145
15,Female,1990.0,0.00135
15,Male,1990.0,0.00164
16,Female,1990.0,0.00151
16,Male,1990.0,0.0019
17,Female,1990.0,0.00166
17,Male,1990.0,0.0022
18,Female,1990.0,0.00183
18,Male,1990.0,0.00251
19,Female,1990.0,0.00197
19,Male,1990.0,0.00277
20,Female,1990.0,0.00212
20,Male,1990.0,0.00301
21,Female,1990.0,0.00223
21,Male,1990.0,0.00324
22,Female,1990.0,0.00237
22,Male,1990.0,0.00345
23,Female,1990.0,0.00251
23,Male,1990.0,0.00363
24,Female,1990.0,0.00265
24,Male,1990.0,0.00379
25,Female,1990.0,0.00279
25,Male,1990.0,0.00395
26,Female,1990.0,0.00294
26,Male,1990.0,0.0041
27,Female,1990.0,0.00309
27,Male,1990.0,0.00428
28,Female,1990.0,0.00325
28,Male,1990.0,0.00447
29,Female,1990.0,0.00341
29,Male,1990.0,0.00467
30,Female,1990.0,0.00359
30,Male,1990.0,0.00493
31,Female,1990.0,0.00372
31,Male,1990.0,0.00513
32,Female,1990.0,0.00395
32,Male,1990.0,0.00544
33,Female,1990.0,0.00415
33,Male,1990.0,0.00573
34,Female,1990.0,0.00437
34,Male,1990.0,0.00606
35,Female,1990.0,0.00463
35,Male,1990.0,0.00643
36,Female,1990.0,0.00487
36,Male,1990.0,0.00679
37,Female,1990.0,0.00511
37,Male,1990.0,0.00718
38,Female,1990.0,0.00542
38,Male,1990.0,0.0076
39,Female,1990.0,0.00568
39,Male,1990.0,0.008
40,Female,1990.0,0.00602
40,Male,1990.0,0.00852
41,Female,1990.0,0.00626
41,Male,1990.0,0.00887
42,Female,1990.0,0.00663
42,Male,1990.0,0.00944
43,Female,1990.0,0.00693
43,Male,1990.0,0.00991
44,Female,1990.0,0.00727
44,Male,1990.0,0.01048
45,Female,1990.0,0.00769
45,Male,1990.0,0.01115
46,Female,1990.0,0.00808
46,Male,1990.0,0.01175
47,Female,1990.0,0.00855
47,Male,1990.0,0.01248
48,Female,1990.0,0.00913
48,Male,1990.0,0.01331
49,Female,1990.0,0.0097
49,Male,1990.0,0.01416
50,Female,1990.0,0.01045
50,Male,1990.0,0.01523
51,Female,1990.0,0.01096
51,Male,1990.0,0.01599
52,Female,1990.0,0.01179
52,Male,1990.0,0.01712
53,Female,1990.0,0.01245
53,Male,1990.0,0.01809
54,Female,1990.0,0.01324
54,Male,1990.0,0.01918
55,Female,1990.0,0.01405
55,Male,1990.0,0.02033
56,Female,1990.0,0.01499
56,Male,1990.0,0.02156
57,Female,1990.0,0.01596
57,Male,1990.0,0.0229
58,Female,1990.0,0.01721
58,Male,1990.0,0.02456
59,Female,1990.0,0.0185
59,Male,1990.0,0.02632
60,Female,1990.0,0.02029
60,Male,1990.0,0.0287
61,Female,1990.0,0.02166
61,Male,1990.0,0.0305
