Age,Year,BipolarDisorder_male,BipolarDisorder_female,NeonatalEncephalopathy_male,NeonatalEncephalopathy_female,Obesity_male,Obesity_female,CongenitalMusculoskeletal_male,CongenitalMusculoskeletal_female,PTSD_male,PTSD_female,AlcoholUseDisorder_male,AlcoholUseDisorder_female,Hypertension_male,Hypertension_female,ChronicKidneyDisease_male,ChronicKidneyDisease_female,CongenitalHeartAnomalies_male,CongenitalHeartAnomalies_female,NeuralTubeDefects_male,NeuralTubeDefects_female,TobaccoUse_male,TobaccoUse_female,ColorectalCancer_male,ColorectalCancer_female,COPD_male,COPD_female,BreastCancer_male,BreastCancer_female,AlzheimersDisease_male,AlzheimersDisease_female,CardiovascularDiseases_male,CardiovascularDiseases_female,ParkinsonsDisease_male,ParkinsonsDisease_female,DownSyndrome_male,DownSyndrome_female,EsophagealCancer_male,EsophagealCancer_female,Dementia_male,Dementia_female,DrugUseDisorder_male,DrugUseDisorder_female,COVID19_male,COVID19_female,Tuberculosis_male,Tuberculosis_female,RoadInjuries_male,RoadInjuries_female,ChromosomalAbnormalities_male,ChromosomalAbnormalities_female,NeonatalJaundice_male,NeonatalJaundice_female,Type2Diabetes_male,Type2Diabetes_female,ProstateCancer_male,ProstateCancer_female,DiarrhealDiseases_male,DiarrhealDiseases_female,Type1Diabetes_male,Type1Diabetes_female,LowerRespiratoryInfections_male,LowerRespiratoryInfections_female,MaternalConditions_male,MaternalConditions_female,DigestiveCongenitalAnomalies_male,DigestiveCongenitalAnomalies_female,Hyperlipidemia_male,Hyperlipidemia_female,AnxietyDisorder_male,AnxietyDisorder_female,InterpersonalViolence_male,InterpersonalViolence_female,SelfHarm_male,SelfHarm_female,NeonatalPretermBirth_male,NeonatalPretermBirth_female,NeonatalSepsis_male,NeonatalSepsis_female,LungCancer_male,LungCancer_female,Flu_male,Flu_female,Asthma_male,Asthma_female,ChronicLiverDisease_male,ChronicLiverDisease_female,ProteinEnergyMalnutrition_male,ProteinEnergyMalnutrition_female,HPV_male,HPV_female,MajorDepressiveDisorder_male,MajorDepressiveDisorder_female,CervicalCancer_male,CervicalCancer_female,AcuteHepatitis_male,AcuteHepatitis_female
35,2020,0.006648597,0.00701574,0.001475664,0.001297054,,,0.001215244,0.001286521,,,0.06345783,0.00846998,,,0.103233594,0.103947295,0.001699198,0.00217698,6.73E-05,6.24E-05,,,0.000108887,0.000470219,0.010673591,0.009066701,4.16E-05,0.00691792,0,0,0.051113297,0.05755971,0.000102989,4.62E-05,0.000100764,6.52E-05,3.49E-05,5.05E-05,,,0.009600376,0.00789526,0.046969127,0.060306692,0.314452554,0.251140272,0.045095301,0.012684318,0.000202774,0.000155469,0.000536908,0.00061676,0.055541975,0.042270118,3.21E-05,0,0.016074896,0.006185972,0.000229454,0.000227534,0.000575421,0.000463679,0,0.003985077,0.000168824,0.000250455,,,0.037893373,0.054571457,0.07296978,0.057285465,0.004062917,0.002576983,0.006996728,0.004758085,0.00214557,0.001907443,1.76E-05,4.29E-05,,,0.025608877,0.047101193,0.411345481,0.300844385,0.002508551,0.001807327,,,0.037530466,0.04361046,,0.036624432,0.004534406,0.002376024
40,2020,0.006975582,0.007408238,0.00128416,0.001193364,,,0.001205106,0.001278237,,,0.064122897,0.00831393,,,0.111030061,0.113533452,0.001628782,0.002125337,5.48E-05,4.94E-05,,,0.00018734,0.000573957,0.013964416,0.011837588,7.34E-05,0.009775289,0.000156524,0.000182046,0.067788493,0.071661851,0.000184165,8.19E-05,7.62E-05,4.69E-05,0.0001,0.000125661,,,0.008358155,0.006077085,0.048115647,0.056970849,0.330911937,0.268366818,0.056438626,0.015401659,0.000153864,0.000115367,0.000451897,0.000520398,0.073198159,0.057935218,0.000120773,0,0.015119293,0.005763008,0.000244215,0.00024282,0.000740358,0.000568627,0,0.002424909,0.00015483,0.000230959,,,0.037420937,0.054036208,0.076076071,0.053873234,0.004757313,0.002976321,0.006689751,0.004554623,0.001854406,0.001724196,4.56E-05,6.37E-05,,,0.032165358,0.054385283,0.441412011,0.326685538,0.002858744,0.002052974,,,0.037326076,0.043564171,,0.032746392,0.004218873,0.002227882
45,2020,0.007166574,0.007632802,0.001079558,0.001081466,,,0.001196484,0.001270786,,,0.061567842,0.008162934,,,0.12476194,0.128503907,0.001598121,0.002118275,4.50E-05,4.02E-05,,,0.000250686,0.000604917,0.023547211,0.018566592,9.34E-05,0.009056492,0.000991996,0.001166832,0.086246758,0.085696135,0.000317548,0.00014464,5.18E-05,3.03E-05,0.00018683,0.000167566,,,0.00764075,0.005785925,0.048641197,0.054092679,0.334287743,0.274604728,0.066867275,0.018178803,0.000109632,7.96E-05,0.000361446,0.000431675,0.094750014,0.076556917,0.000391865,0,0.01416918,0.005345963,0.000254322,0.000253447,0.001008637,0.000732714,0,0.001186551,0.000144502,0.000217579,,,0.037879484,0.05475483,0.079290058,0.048863916,0.005365843,0.003348298,0.006493081,0.004421684,0.0015467,0.001534801,8.19E-05,8.27E-05,,,0.03667706,0.059800839,0.472449972,0.351675037,0.003224217,0.00230919,,,0.036896416,0.043234671,,0.018962212,0.003859622,0.00206519
50,2020,0.007195757,0.007652919,0.000901069,0.000965281,,,0.001186194,0.00126114,,,0.056732037,0.007963124,,,0.150193226,0.156519053,0.001612005,0.002122169,3.70E-05,3.27E-05,,,0.000487688,0.000689944,0.039069739,0.030168799,0.000164061,0.008799516,0.002266462,0.002740195,0.105999671,0.100867039,0.000509862,0.000241825,2.76E-05,1.52E-05,0.000453478,0.000255725,,,0.007205879,0.00606144,0.048042398,0.054135905,0.343290855,0.284435893,0.077244184,0.021512764,6.54E-05,4.59E-05,0.000272376,0.00034831,0.122634322,0.099531591,0.001565787,0,0.013215,0.004934158,0.000256196,0.000255743,0.001288757,0.00090236,0,0.000732099,0.000135845,0.000206454,,,0.038647574,0.055772826,0.079560195,0.041202633,0.00612002,0.003825206,0.006367586,0.004296385,0.001274545,0.001344674,0.000150969,0.000109129,,,0.040000493,0.063623984,0.496693709,0.365912348,0.003605494,0.002576413,,,0.036693002,0.043262691,,0.013398176,0.003611506,0.001902511
55,2020,0.00707534,0.007493973,0.000782758,0.00087362,,,0.001155865,0.001231651,,,0.047557969,0.007519898,,,0.189773893,0.201405978,0.001579023,0.002044368,3.12E-05,2.80E-05,,,0.000604835,0.000605792,0.054361236,0.044082001,0.000228247,0.00733254,0.003857221,0.004801067,0.133164296,0.124020129,0.0008052,0.000404856,1.65E-05,8.58E-06,0.000720278,0.000271982,,,0.006767855,0.005186507,0.047994345,0.057210435,0.372735923,0.316832407,0.08530854,0.024414349,4.24E-05,2.92E-05,0.000188588,0.000273889,0.166962385,0.133976855,0.003282253,0,0.012246298,0.004524457,0.000253529,0.000253326,0.001580723,0.001077133,0,0.000233918,0.000128265,0.000196508,,,0.039412564,0.056473721,0.076821928,0.036421047,0.006734578,0.004219639,0.006309158,0.004200571,0.001088076,0.001195896,0.000241709,9.95E-05,,,0.043042985,0.065334156,0.521561507,0.392124134,0.004003034,0.002854954,,,0.037080195,0.043365994,,0.007378785,0.00315237,0.001713856
60,2020,0.006746551,0.007106019,0.000695661,0.000775132,,,0.001050851,0.001128482,,,0.038086835,0.006863814,,,0.252756197,0.270491409,0.001476392,0.001901676,2.57E-05,2.42E-05,,,0.000748173,0.000658135,0.069936319,0.058788552,0.000273895,0.007428236,0.006222471,0.00826995,0.169014055,0.159438134,0.001342245,0.000708618,1.13E-05,5.71E-06,0.000844338,0.000322197,,,0.006268431,0.003807855,0.048358124,0.061644077,0.415454464,0.36320222,0.091614142,0.027109234,2.99E-05,2.10E-05,0.000119255,0.000205871,0.222797254,0.178104291,0.007686285,0,0.011015845,0.004305792,0.000247908,0.00024786,0.002148356,0.00149715,0,0.000172881,0.00012162,0.000187693,,,0.04038138,0.057142332,0.075611622,0.035218313,0.007234316,0.004534301,0.006285048,0.004132829,0.000943746,0.001040799,0.000271521,0.000113072,,,0.046176469,0.065304102,0.543606521,0.408170564,0.004417217,0.003145566,,,0.037453747,0.043786945,,0.006252045,0.002936988,0.001557678
65,2020,0.00615323,0.00645326,0.000612187,0.000601492,,,0.000835999,0.000911513,,,0.032198889,0.005803526,,,0.354365078,0.381584691,0.001533447,0.00183561,2.09E-05,2.04E-05,,,0.000643369,0.000621264,0.091615898,0.075512341,0.000289689,0.006161207,0.010995216,0.016085664,0.235691443,0.226930037,0.002585031,0.001404519,7.56E-06,4.07E-06,0.00071802,0.000301394,,,0.005483613,0.002919007,0.047137995,0.063854594,0.422402869,0.366545315,0.095873699,0.02938739,1.98E-05,1.59E-05,6.82E-05,0.000144354,0.275191274,0.226149064,0.008969781,0,0.009559025,0.004356627,0.000238165,0.000238234,0.003074818,0.002276028,0,0.000132974,0.000115798,0.000179829,,,0.041704162,0.058061638,0.076572124,0.035390434,0.007658982,0.004848972,0.006277076,0.004095048,0.000798869,0.000793351,0.000271604,0.000104643,,,0.050095954,0.063975335,0.580319325,0.425679204,0.004849258,0.003449209,,,0.038025178,0.04440237,,0.004091717,0.002702167,0.001470024
70,2020,0.005362517,0.005607295,0.000570983,0.00046073,,,0.000606453,0.000664274,,,0.027990136,0.004813016,,,0.487175611,0.526907388,0.001604902,0.001841252,1.97E-05,1.93E-05,,,0.000564256,0.000580864,0.116786747,0.094435388,0.000301224,0.005323675,0.021086665,0.032835991,0.333630973,0.321824822,0.004720258,0.002717786,0,0,0.000716024,0.000300135,,,0.004446051,0.002428098,0.048987488,0.064046523,0.373995089,0.313141219,0.099561511,0.031938475,0,0,3.33E-05,9.23E-05,0.315003249,0.267777865,0.008919283,0,0.008183477,0.004411833,0.000226313,0.000226449,0.004033311,0.00312836,0,0.000104098,0.000110736,0.000172858,,,0.042737945,0.058510988,0.0774605,0.035611731,0.007907125,0.005018233,0.006274684,0.004076951,0.000728313,0.000617731,0.000255605,8.99E-05,,,0.05324191,0.061515564,0.59632279,0.445376608,0.005300702,0.003767112,,,0.038170595,0.044263786,,0.002323889,0.002507064,0.001380049
75,2020,0.004466264,0.004659389,0.000560823,0.000400163,,,0.000441279,0.000482916,,,0.026902284,0.004405726,,,0.639103474,0.684043655,0.001622211,0.001857691,1.94E-05,1.89E-05,,,0.000506466,0.000449312,0.142092786,0.115462828,0.000282163,0.004332688,0.040072002,0.062097228,0.411802855,0.401728206,0.008037403,0.005116211,0,0,0.000596884,0.000228878,,,0.003402123,0.00253496,0.052259779,0.06215541,0.335602948,0.271913359,0.102892722,0.034688653,0,0,1.30E-05,5.12E-05,0.321012339,0.27557743,0.007761495,0,0.006886126,0.004467499,0.000214323,0.000214495,0.005020273,0.004051666,0,8.29E-05,0.000106341,0.000166692,,,0.043124515,0.058160546,0.0781789,0.035711208,0.008171637,0.005280723,0.006273191,0.004070991,0.0007118,0.000555149,0.000200154,5.59E-05,,,0.051530605,0.056831844,0.606157135,0.466309658,0.0057725,0.00410012,,,0.038384112,0.04410621,,0.001313187,0.00229382,0.001286209
80,2020,0.003593253,0.00374385,0.000559473,0.000384676,,,0.000324581,0.000355358,,,0.02535694,0.004074806,,,0.789502096,0.825374952,0.001708651,0.001846916,1.91E-05,1.87E-05,,,0.000437386,0.000398323,0.171802175,0.139195056,0.000300724,0.00380404,0.071116465,0.107931354,0.496988455,0.480334249,0.011068066,0.007442474,0,0,0.000526657,0.000213699,,,0.002587596,0.002895646,0.052042243,0.057913824,0.322618227,0.259856499,0.106438214,0.037324518,0,0,3.71E-06,2.22E-05,0.295340378,0.250252277,0.006170518,0,0.006462306,0.004765017,0.000200853,0.000201015,0.007937619,0.006259946,0,6.71E-05,0.000102546,0.000161265,,,0.043417469,0.057826143,0.078144529,0.034868238,0.008364009,0.005511101,0.006271238,0.004067981,0.000709784,0.000542636,0.000147815,4.57E-05,,,0.047251182,0.052457885,0.610577544,0.488061192,0.006266213,0.004449133,,,0.038519637,0.0438081,,0.000762276,0.002098617,0.001233959
0,2021,0,0,0.00323242,0.00233395,,,0.007785999,0.007774042,,,0.000466312,0.000516887,,,0.000533522,0.000309472,0.007148088,0.008472727,0.000270347,0.000281409,,,0,0,0,0,0,0,0,0,0.005711739,0.00368729,0,0,0.000594744,0.00052969,0,0,,,0.000482479,0.000126329,0.042904151,0.040467894,0.134451587,0.126051527,0.001573472,0.001750476,0.002957596,0.001498,0.001555419,0.001621446,0,0,0,0,0.004062889,0.004471881,1.17E-05,1.16E-05,0.001554359,0.0013212,0,0,0.001573516,0.00241394,,,0.003358144,0.004039877,0.001648518,0.001575322,0,0,0.036409388,0.02286582,0.005653137,0.004402275,0,0,,,0.023238355,0.030750522,0.015770582,0.013364389,0.019208312,0.01519734,,,1.38E-06,1.15E-06,,0,0.017443179,0.01611208
5,2021,0,0,0.002444166,0.001828917,,,0.003019801,0.003162635,,,0.000491038,0.000526924,,,0.002717204,0.002615744,0.002988996,0.003468214,0.000206196,0.00021511,,,0,0,0,0,0,0,0,0,0.01137766,0.009731181,0,0,0.000526639,0.000470845,0,0,,,0,0,0.071779113,0.066281464,0.152303423,0.139675666,0.002759076,0.002426158,0.001457829,0.000823432,0.001155643,0.001238464,0,0,0,0,0.00731678,0.009004785,6.41E-05,6.39E-05,0.00054821,0.000538258,0,0,0.000702586,0.001056698,,,0.042137784,0.056896392,0.007322111,0.011896734,0,0,0.010068867,0.006827261,0.003657947,0.002984192,0,0,,,0.043008924,0.041899234,0.017776826,0.015136662,0.001963295,0.001259846,,,0.003105763,0.003294507,,0,0.003405245,0.002671049
10,2021,0.000886741,0.000896791,0.002267967,0.001704728,,,0.002810793,0.002933023,,,0.001239565,0.000772736,,,0.015908481,0.015831688,0.002243093,0.002744301,0.00018142,0.000188401,,,0,0,0,0,0,0,0,0,0.014613615,0.012864178,0,0,0.000508577,0.000448842,0,0,,,1.15E-05,8.69E-06,0.072809761,0.066244608,0.199158846,0.168644151,0.004220214,0.003239582,0.001100913,0.000633638,0.001057069,0.001127346,0,0,0,0,0.015804904,0.014312741,0.000140693,0.000135583,0.000225175,0.000228439,0,6.86E-05,0.000464229,0.000674995,,,0.05985377,0.08562704,0.012787649,0.024996843,7.66E-05,0.000102633,0.009597639,0.006464494,0.003415682,0.002795549,0,0,,,0.060457263,0.063916269,0.016129253,0.013754759,0.00096811,0.000738211,,,0.022047761,0.02440607,,0,0.001554746,0.000957988
15,2021,0.00430629,0.004389835,0.002049772,0.00158671,,,0.002247927,0.002390061,,,0.011122997,0.002812006,,,0.043019423,0.042708989,0.002006019,0.002572953,0.000155095,0.00016239,,,5.52E-06,1.95E-05,0.002707031,0.002386602,3.38E-06,4.12E-05,0,0,0.021356038,0.021002805,0,0,0.000467476,0.000417486,0,0,,,0.017405142,0.006407406,0.073487204,0.071262814,0.240656561,0.205182765,0.008046997,0.00457426,0.000937426,0.000640984,0.000919994,0.000997059,0.013950723,0.011000549,0,0,0.018611818,0.010196511,0.00017196,0.000166281,0.000252224,0.000245336,0,0.002769057,0.000336401,0.000484216,,,0.054895437,0.074767134,0.026079823,0.046878288,0.000451335,0.000475561,0.008696421,0.005944211,0.003083159,0.002568859,4.38E-07,1.10E-06,,,0.040604457,0.051927094,0.089360047,0.059579919,0.001239945,0.000925493,,,0.04518446,0.051575034,,0.000575942,0.001210344,0.000663377
20,2021,0.00591417,0.006109505,0.001886055,0.001508382,,,0.001445663,0.001524788,,,0.035115872,0.006374667,,,0.067004132,0.066862881,0.001838071,0.002424993,0.000129231,0.000134024,,,1.78E-05,7.13E-05,0.004522459,0.003758365,7.58E-06,0.000318132,0,0,0.028001657,0.030464046,2.68E-06,1.21E-06,0.000403623,0.000361775,3.80E-06,5.37E-06,,,0.023051136,0.013400534,0.089721534,0.11176462,0.255009349,0.216594496,0.015401363,0.00630285,0.000621919,0.000707595,0.000803945,0.000876007,0.02291815,0.016858109,1.08E-05,0,0.01945193,0.007719539,0.000190706,0.000186012,0.000312019,0.000284703,0,0.004926309,0.000263346,0.000379162,,,0.0458403,0.064697652,0.04717034,0.057829802,0.001344568,0.001107206,0.008067919,0.005529095,0.00279909,0.002359585,1.16E-06,3.72E-06,,,0.021494467,0.03276166,0.166865583,0.11510769,0.001520372,0.001127002,,,0.041985398,0.048981498,,0.004537792,0.001180366,0.000639154
25,2021,0.006384195,0.00666357,0.001762063,0.001449575,,,0.001256873,0.001329337,,,0.05205591,0.008007659,,,0.079732589,0.080269137,0.001752892,0.002313044,0.000103064,0.00010284,,,5.41E-05,0.000104072,0.006558511,0.005383607,2.73E-05,0.000883695,0,0,0.03478278,0.039598353,1.81E-05,8.27E-06,0.000277392,0.000232287,1.13E-05,8.84E-06,,,0.019344142,0.014019845,0.092050989,0.122009242,0.265564922,0.212941196,0.024219228,0.008191211,0.000412017,0.000383978,0.000720553,0.000798489,0.031781408,0.023116389,2.02E-05,0,0.018217981,0.007219886,0.000200247,0.000196899,0.000406733,0.000344997,0,0.004363778,0.000219543,0.000317701,,,0.04177907,0.060334854,0.060734747,0.058739482,0.002298763,0.001668344,0.007774078,0.005349576,0.002584063,0.002197129,5.23E-06,6.96E-06,,,0.018125681,0.032173323,0.279746944,0.202591925,0.001813551,0.001341895,,,0.040385131,0.04593369,,0.008433635,0.003246939,0.001766281
30,2021,0.006454658,0.006771809,0.001652155,0.001393443,,,0.001229086,0.001307237,,,0.060343361,0.008574065,,,0.092482947,0.09302395,0.001708553,0.002248655,8.25E-05,7.96E-05,,,0.00010744,0.000290644,0.008605005,0.007146442,3.84E-05,0.00363022,0,0,0.041808252,0.047735033,5.00E-05,2.28E-05,0.000156338,0.000113949,2.83E-05,2.77E-05,,,0.012884312,0.010800374,0.091508252,0.123447325,0.276510936,0.220006433,0.034592356,0.010389994,0.000280639,0.000231568,0.00062931,0.000718884,0.041968618,0.030839992,2.89E-05,0,0.017108946,0.006759048,0.000212338,0.000209768,0.000501009,0.000404587,0,0.004944395,0.000191704,0.000278642,,,0.039607803,0.057529231,0.069221294,0.060292879,0.003272848,0.002191432,0.007394491,0.005042005,0.002404281,0.00206106,1.35E-05,2.34E-05,,,0.020487852,0.039694782,0.368094544,0.268110533,0.002124405,0.001567574,,,0.039577322,0.045201144,,0.025548684,0.004500193,0.002427369
35,2021,0.006649239,0.007015669,0.001497969,0.001311518,,,0.001213125,0.00129435,,,0.062949985,0.008493572,,,0.10327615,0.103762816,0.001701818,0.00217793,6.74E-05,6.31E-05,,,0.000114074,0.000480576,0.010559126,0.00899497,4.37E-05,0.007153807,0,0,0.051003385,0.056908525,0.000103263,4.62E-05,0.000100037,6.56E-05,3.61E-05,5.05E-05,,,0.009674644,0.008037914,0.090774362,0.116572858,0.30534364,0.247198749,0.045402727,0.012735018,0.000202611,0.000156082,0.000541345,0.000622011,0.055616889,0.042379387,3.33E-05,0,0.016078454,0.006310086,0.000229959,0.000227934,0.000594143,0.000461861,0,0.003954621,0.000171763,0.000251392,,,0.038422187,0.055821308,0.072117706,0.057266225,0.004084977,0.002602435,0.007080418,0.004823743,0.002164559,0.001899014,1.86E-05,4.42E-05,,,0.025665286,0.047197667,0.407104455,0.301080937,0.002451389,0.001803095,,,0.03930054,0.045393063,,0.036688466,0.004432681,0.002363991
40,2021,0.006975829,0.00740816,0.001306691,0.001208555,,,0.001203302,0.001286408,,,0.063635522,0.008337521,,,0.111041914,0.113057162,0.001631669,0.002126251,5.49E-05,4.99E-05,,,0.000196996,0.000585334,0.013836423,0.011757657,7.73E-05,0.010086076,0.000156921,0.000182156,0.067835325,0.070804972,0.000184306,8.21E-05,7.57E-05,4.71E-05,0.000103925,0.000125737,,,0.008388061,0.006160921,0.091214453,0.10807042,0.323434383,0.263820866,0.056982233,0.015446149,0.000153972,0.000115793,0.000456598,0.000525909,0.072960753,0.057873523,0.000127131,0,0.015030389,0.005869975,0.000243861,0.000242391,0.000762848,0.000565095,0,0.002393103,0.000157249,0.000232027,,,0.037968925,0.055259459,0.07509341,0.053815867,0.004782168,0.003004044,0.006768858,0.004618835,0.001873989,0.001715838,4.85E-05,6.55E-05,,,0.032161091,0.054603831,0.439428908,0.326388909,0.002793144,0.002048609,,,0.039142994,0.045437586,,0.032801292,0.004187596,0.002221713
45,2021,0.007166469,0.007632672,0.001101808,0.001097618,,,0.001195027,0.001279284,,,0.061128524,0.008245687,,,0.124843372,0.127983653,0.001601391,0.00211919,4.50E-05,4.05E-05,,,0.000266828,0.000626741,0.023340213,0.018418186,9.88E-05,0.009439139,0.000993618,0.001165657,0.086284496,0.084730095,0.000315383,0.000143733,5.13E-05,3.03E-05,0.000197265,0.000170806,,,0.007651242,0.005817858,0.092445103,0.103871901,0.326861269,0.270371602,0.067634272,0.018233969,0.000109551,7.98E-05,0.000365779,0.000436618,0.094495735,0.076528915,0.00041901,0,0.013985037,0.005436235,0.000254791,0.000253807,0.001034278,0.000731915,0,0.001170041,0.000146631,0.000218793,,,0.038443823,0.05596404,0.078212493,0.04876995,0.005388525,0.00337878,0.006567434,0.00448236,0.001566364,0.001527024,8.85E-05,8.69E-05,,,0.036698112,0.059927918,0.469529892,0.351481635,0.003149697,0.002304593,,,0.038733897,0.045154269,,0.019393719,0.003821105,0.002066009
50,2021,0.007195503,0.007652791,0.000922641,0.000982819,,,0.001185205,0.0012701,,,0.056291105,0.008082127,,,0.150269565,0.156029766,0.001615718,0.002123366,3.70E-05,3.30E-05,,,0.000493296,0.00070255,0.038736149,0.029870103,0.000164865,0.00896743,0.002266965,0.002734693,0.10579053,0.099878942,0.000504963,0.000238691,2.70E-05,1.51E-05,0.000455016,0.00025656,,,0.00721864,0.006055248,0.091706118,0.10463294,0.334198426,0.281093984,0.078177911,0.021585101,6.49E-05,4.59E-05,0.000275944,0.000352443,0.122752613,0.099736931,0.001586847,0,0.01294676,0.005008781,0.000257502,0.000256961,0.001315437,0.000905659,0,0.000722268,0.000137761,0.00020778,,,0.039261876,0.057010709,0.078403975,0.04108544,0.006140012,0.003857152,0.006434488,0.004353839,0.00129199,0.001339234,0.000155461,0.000112941,,,0.0400914,0.063601087,0.493112601,0.367098591,0.003521821,0.002571628,,,0.038488555,0.045149827,,0.013434202,0.003513058,0.001916676
55,2021,0.007075097,0.007493884,0.000803195,0.000891046,,,0.00115565,0.001241443,,,0.047039036,0.007592719,,,0.189985292,0.200906814,0.001583064,0.002045455,3.13E-05,2.83E-05,,,0.000597171,0.000615973,0.054188816,0.04372819,0.000223955,0.007418997,0.003853292,0.00480267,0.132415082,0.123104219,0.000803791,0.000398403,1.61E-05,8.47E-06,0.000708996,0.000273271,,,0.006798079,0.005182634,0.092044749,0.109253814,0.36455552,0.314626031,0.086290086,0.024525872,4.21E-05,2.91E-05,0.000191325,0.000276989,0.168026715,0.134380707,0.003234426,0,0.011900913,0.004584359,0.000254819,0.000254574,0.001606328,0.00108569,0,0.00022704,0.000130023,0.000197942,,,0.040066816,0.057764691,0.075619824,0.036287073,0.006760173,0.004256176,0.006371621,0.004255045,0.001100905,0.001191528,0.000244317,0.000103113,,,0.043131563,0.065455483,0.521819924,0.392317829,0.003909663,0.002849874,,,0.038815024,0.045203336,,0.007400382,0.003153283,0.001722746
60,2021,0.006746442,0.007105966,0.000714742,0.000791225,,,0.001050971,0.001137764,,,0.037547555,0.006888717,,,0.25282085,0.269679504,0.001480666,0.00190188,2.58E-05,2.44E-05,,,0.000748518,0.00067224,0.069927776,0.058482463,0.000271534,0.007534383,0.006211336,0.008266003,0.16779339,0.158578989,0.001351344,0.000697243,1.10E-05,5.65E-06,0.000851735,0.000326756,,,0.006313999,0.003822716,0.092072809,0.114939845,0.409441648,0.36031558,0.092453061,0.027289525,2.96E-05,2.10E-05,0.000120844,0.000208206,0.224918143,0.178573926,0.007639223,0,0.010665867,0.004354847,0.000249407,0.000249322,0.002193545,0.001533028,0,0.000167804,0.000123249,0.000189186,,,0.041090959,0.05852338,0.074306688,0.035070523,0.007258,0.004571842,0.006345181,0.004184729,0.000951094,0.00103664,0.000282421,0.000118637,,,0.046250128,0.065675619,0.543226139,0.408931875,0.00431381,0.003140115,,,0.039148565,0.045589615,,0.006286588,0.002924008,0.001569396
65,2021,0.006153212,0.006453239,0.000630003,0.000615488,,,0.000835041,0.000916199,,,0.031839839,0.005806823,,,0.353591714,0.379970741,0.001537639,0.001835518,2.11E-05,2.06E-05,,,0.000625617,0.000628885,0.091585824,0.075264645,0.000279452,0.006192257,0.010975547,0.016048863,0.234870611,0.226022249,0.002612278,0.001380397,7.41E-06,4.02E-06,0.000713724,0.000305457,,,0.00551997,0.00293906,0.088230099,0.117107806,0.417545384,0.362422401,0.096641092,0.029598491,1.97E-05,1.59E-05,6.89E-05,0.000145936,0.27704623,0.226194384,0.008597774,0,0.009277248,0.004401154,0.000240086,0.000240113,0.003172539,0.002361469,0,0.000129168,0.000117331,0.00018136,,,0.042481723,0.059554534,0.07515242,0.035222429,0.007681008,0.004887082,0.006336926,0.004144881,0.000800644,0.000791154,0.000280506,0.000110011,,,0.050198686,0.064100964,0.577035022,0.427179573,0.004735401,0.003443671,,,0.039739689,0.04623675,,0.004093027,0.002717836,0.001478234
70,2021,0.005362515,0.005607287,0.000588092,0.000473484,,,0.000604955,0.000666448,,,0.027933939,0.004797338,,,0.486553678,0.524251717,0.001608857,0.001840989,1.99E-05,1.95E-05,,,0.000539995,0.000583211,0.116728396,0.09432885,0.0002857,0.005305552,0.021083967,0.032728664,0.333455659,0.321001036,0.00476733,0.002685918,0,0,0.00071008,0.000305149,,,0.004472015,0.002445044,0.088209485,0.117605048,0.367331686,0.309331359,0.100331261,0.032172973,0,0,3.34E-05,9.29E-05,0.315703716,0.267137501,0.008358557,0,0.007951483,0.004452923,0.000228212,0.000228341,0.004182718,0.003258817,0,0.000101183,0.000112185,0.000174405,,,0.043582709,0.060113204,0.075951314,0.035399686,0.007923905,0.005056724,0.006334375,0.00412527,0.000727361,0.000617433,0.000265286,9.49E-05,,,0.053402238,0.061202065,0.593484071,0.445672549,0.005175401,0.003761455,,,0.039957673,0.046199239,,0.002314972,0.002495222,0.001392936
75,2021,0.004466261,0.004659386,0.00057779,0.000412363,,,0.00043956,0.000483896,,,0.027187365,0.004357112,,,0.638840452,0.68082702,0.001626058,0.00185727,1.96E-05,1.92E-05,,,0.000476883,0.000443124,0.142126623,0.115822916,0.000264726,0.004269001,0.040077221,0.061878803,0.410751334,0.401160528,0.008085673,0.005117152,0,0,0.000588399,0.00023049,,,0.003432314,0.002545647,0.093979203,0.111350114,0.327949125,0.2686944,0.103745999,0.034901067,0,0,1.30E-05,5.13E-05,0.321326674,0.274797113,0.00715853,0,0.006687255,0.004506631,0.000215914,0.000216095,0.005225865,0.004224305,0,8.06E-05,0.000107736,0.000168246,,,0.043982656,0.059770816,0.076593821,0.035433593,0.008188459,0.005321762,0.006332731,0.004118887,0.000710139,0.000555495,0.000207686,5.90E-05,,,0.051563637,0.056637575,0.60372003,0.466276557,0.005635396,0.004094146,,,0.040243895,0.046120867,,0.001294245,0.00230501,0.00129166
