Age,Year,BipolarDisorder_male,BipolarDisorder_female,NeonatalEncephalopathy_male,NeonatalEncephalopathy_female,Obesity_male,Obesity_female,CongenitalMusculoskeletal_male,CongenitalMusculoskeletal_female,PTSD_male,PTSD_female,AlcoholUseDisorder_male,AlcoholUseDisorder_female,Hypertension_male,Hypertension_female,ChronicKidneyDisease_male,ChronicKidneyDisease_female,CongenitalHeartAnomalies_male,CongenitalHeartAnomalies_female,NeuralTubeDefects_male,NeuralTubeDefects_female,TobaccoUse_male,TobaccoUse_female,ColorectalCancer_male,ColorectalCancer_female,COPD_male,COPD_female,BreastCancer_male,BreastCancer_female,AlzheimersDisease_male,AlzheimersDisease_female,CardiovascularDiseases_male,CardiovascularDiseases_female,ParkinsonsDisease_male,ParkinsonsDisease_female,DownSyndrome_male,DownSyndrome_female,EsophagealCancer_male,EsophagealCancer_female,Dementia_male,Dementia_female,DrugUseDisorder_male,DrugUseDisorder_female,COVID19_male,COVID19_female,Tuberculosis_male,Tuberculosis_female,RoadInjuries_male,RoadInjuries_female,ChromosomalAbnormalities_male,ChromosomalAbnormalities_female,NeonatalJaundice_male,NeonatalJaundice_female,Type2Diabetes_male,Type2Diabetes_female,ProstateCancer_male,ProstateCancer_female,DiarrhealDiseases_male,DiarrhealDiseases_female,Type1Diabetes_male,Type1Diabetes_female,LowerRespiratoryInfections_male,LowerRespiratoryInfections_female,MaternalConditions_male,MaternalConditions_female,DigestiveCongenitalAnomalies_male,DigestiveCongenitalAnomalies_female,Hyperlipidemia_male,Hyperlipidemia_female,AnxietyDisorder_male,AnxietyDisorder_female,InterpersonalViolence_male,InterpersonalViolence_female,SelfHarm_male,SelfHarm_female,NeonatalPretermBirth_male,NeonatalPretermBirth_female,NeonatalSepsis_male,NeonatalSepsis_female,LungCancer_male,LungCancer_female,Flu_male,Flu_female,Asthma_male,Asthma_female,ChronicLiverDisease_male,ChronicLiverDisease_female,ProteinEnergyMalnutrition_male,ProteinEnergyMalnutrition_female,HPV_male,HPV_female,MajorDepressiveDisorder_male,MajorDepressiveDisorder_female,CervicalCancer_male,CervicalCancer_female,AcuteHepatitis_male,AcuteHepatitis_female
50,2011,0.007196071,0.007652762,0.000348709,0.00027538,,,0.001187143,0.001270268,,,0.063279546,0.009266567,0.442230528,0.579461296,0.151298092,0.153590045,0.00158649,0.002083275,4.52E-05,4.07E-05,,,0.000661521,0.000589858,0.040430584,0.031020496,0.000213902,0.007381902,0.002265501,0.002727125,0.113251426,0.108274319,0.000490875,0.0002336,2.39E-05,1.47E-05,0.000766191,0.000268537,,,0.007231918,0.006123167,0,0,0.423369157,0.383132665,0.089252466,0.026815508,6.23E-05,4.57E-05,0.0002401,0.000344897,0.117650319,0.097684321,0.002022297,0,0.017201836,0.006976367,0.000244712,0.000244618,0.00194921,0.001308599,0,0.000916452,0.000134429,0.000208422,,,0.031706986,0.045347817,0.096026626,0.045539154,0.005853808,0.003891386,0.006322638,0.004148354,0.000862858,0.000740832,0.000217077,9.31E-05,,,0.047477463,0.084717961,0.493793848,0.358734577,0.004091971,0.00278169,,,0.025835196,0.031348246,,0.011625222,0.003692754,0.001956322
55,2011,0.007075369,0.007493842,0.000328602,0.000255223,,,0.001143373,0.001228506,,,0.053213648,0.008722169,0.503552181,0.653101224,0.192517663,0.197673676,0.001550232,0.002002195,3.77E-05,3.45E-05,,,0.000682164,0.000517483,0.055628496,0.0449284,0.00025488,0.00651185,0.00383794,0.004819903,0.142264526,0.13320114,0.000764525,0.000396249,1.36E-05,7.94E-06,0.000994464,0.000280628,,,0.006843646,0.005232739,0,0,0.431969731,0.394780933,0.098574253,0.030355147,3.90E-05,2.82E-05,0.000163839,0.000270567,0.161066605,0.129699363,0.003499022,0,0.01653509,0.006473473,0.000240678,0.000240764,0.00241057,0.001556634,0,0.000341619,0.000125637,0.000196542,,,0.031958061,0.045243782,0.095079117,0.041168206,0.006479742,0.004340436,0.006298441,0.00410336,0.000823715,0.000691103,0.000285434,8.36E-05,,,0.050968015,0.088657613,0.521967877,0.38350021,0.004459233,0.003030591,,,0.025907637,0.031153421,,0.006388581,0.003316422,0.001766524
60,2011,0.006746353,0.007105952,0.000317396,0.000238458,,,0.001020103,0.00111002,,,0.042638847,0.00793609,0.558110235,0.708491666,0.255700433,0.26603806,0.001450133,0.001859463,3.09E-05,2.94E-05,,,0.000688992,0.000552297,0.071027456,0.059419399,0.000261375,0.006683583,0.006237919,0.008341714,0.179295526,0.170257483,0.001290768,0.00069795,8.94E-06,5.06E-06,0.000923395,0.000324353,,,0.006379704,0.00387594,0,0,0.454827982,0.418561882,0.105781929,0.033690263,2.61E-05,1.93E-05,0.000102645,0.000203124,0.216287846,0.170929864,0.006696451,0,0.01519693,0.006137673,0.000233144,0.000233264,0.00328417,0.002218042,0,0.000256444,0.000118007,0.00018605,,,0.032364532,0.04489894,0.095018375,0.040307059,0.006976268,0.004697757,0.006286868,0.004075585,0.000803224,0.000651937,0.00025569,9.22E-05,,,0.054510127,0.085899846,0.542500509,0.398220331,0.004838649,0.003288311,,,0.02597525,0.031172766,,0.005300751,0.00303065,0.001603898
65,2011,0.006153074,0.006453213,0.000310027,0.000218311,,,0.000804231,0.000890338,,,0.03634034,0.00673106,0.600902863,0.74879624,0.356992647,0.374166119,0.001507821,0.001796306,2.53E-05,2.46E-05,,,0.000551254,0.000500336,0.093873736,0.075660808,0.000267039,0.005609268,0.011144317,0.016199616,0.245124158,0.235922298,0.002629179,0.001376153,5.91E-06,3.28E-06,0.000698983,0.0002865,,,0.005560202,0.003002751,0,0,0.463746584,0.421785664,0.110659827,0.036451986,1.67E-05,1.32E-05,5.82E-05,0.000142676,0.270904559,0.220517652,0.007317587,0,0.013123983,0.006051409,0.00022402,0.000224184,0.004682036,0.003436557,0,0.000200092,0.000111416,0.00017676,,,0.032861688,0.044577974,0.097034994,0.040845486,0.007381995,0.005055657,0.00628198,0.004062573,0.000790828,0.000612813,0.000228036,7.92E-05,,,0.056619092,0.079625217,0.575857283,0.413177291,0.005230989,0.003555404,,,0.026358183,0.03155811,,0.00325011,0.002804636,0.001518137
70,2011,0.005362416,0.005607262,0.000307128,0.000205537,,,0.000583798,0.000647694,,,0.031799543,0.005562751,0.627943942,0.777356642,0.492281707,0.517686816,0.001579885,0.001803857,2.37E-05,2.32E-05,,,0.000489099,0.000446618,0.120397105,0.093737206,0.00028719,0.004857157,0.021374587,0.032974984,0.338839383,0.326318564,0.004909675,0.002640746,0,0,0.000681416,0.000264511,,,0.004481708,0.002512264,0,0,0.448751284,0.392670724,0.114882011,0.03944903,0,0,2.75E-05,9.05E-05,0.314614027,0.266843638,0.007537772,0,0.011208144,0.005969039,0.00021282,0.000213,0.006118527,0.004711134,0,0.000158819,0.000105734,0.000168535,,,0.033351488,0.044386543,0.099003824,0.041449273,0.007626284,0.005237813,0.006280248,0.004057629,0.000786378,0.000592414,0.000209537,6.53E-05,,,0.056720081,0.071815222,0.591567249,0.433923067,0.005637009,0.003832819,,,0.026531089,0.031491758,,0.00180746,0.002577003,0.001439858
75,2011,0.004466209,0.004659368,0.000306512,0.000201193,,,0.000424041,0.000470805,,,0.029859925,0.004911511,0.635687199,0.796739957,0.645061531,0.67394132,0.001597501,0.001821089,2.32E-05,2.27E-05,,,0.000463701,0.000346286,0.145122652,0.113803848,0.000294182,0.004122217,0.040563954,0.062358776,0.416419669,0.406155941,0.008169189,0.004919563,0,0,0.000578668,0.000190263,,,0.003465907,0.002572991,0,0,0.434587393,0.366926938,0.118729269,0.042550161,0,0,1.01E-05,4.95E-05,0.322030065,0.276513175,0.007126687,0,0.009436694,0.005891282,0.000198677,0.000198853,0.007581321,0.006035417,0,0.000128157,0.000100842,0.000161253,,,0.033658517,0.044130801,0.10080949,0.041929243,0.007880594,0.00550829,0.006278765,0.004055702,0.000785476,0.000587013,0.00016757,3.83E-05,,,0.052844736,0.0632409,0.601306992,0.455860814,0.006057633,0.004120745,,,0.026642308,0.031279701,,0.000981687,0.002382524,0.001329272
80,2011,0.003593224,0.003743839,0.000306441,0.000200275,,,0.000311171,0.000345743,,,0.027692817,0.004357949,,,0.793107685,0.814729404,0.001682794,0.001810712,2.29E-05,2.24E-05,,,0.000414032,0.000325517,0.172912233,0.135873895,0.000328131,0.003836051,0.071930696,0.108902374,0.501557276,0.485218561,0.010856126,0.007024036,0,0,0.000487346,0.000176575,,,0.002672346,0.002883879,0,0,0.431048035,0.355432766,0.122375849,0.045337226,0,0,2.60E-06,2.09E-05,0.295100551,0.250081167,0.006027825,0,0.00868781,0.006109214,0.000183634,0.000183803,0.011813643,0.00866392,0,0.000105065,9.66E-05,0.000154749,,,0.034097717,0.044096992,0.101272442,0.041293865,0.00805041,0.005730374,0.006276669,0.004052906,0.00078533,0.000586112,0.000117506,3.11E-05,,,0.047414497,0.056382948,0.605300795,0.478145691,0.006492606,0.004419836,,,0.026761449,0.031047209,,0.000583178,0.002178048,0.001272477
0,2012,0,0,0.002079097,0.001511304,,,0.007824175,0.007836266,,,0.000481153,0.000526146,,,0.000490883,0.000283034,0.007016013,0.008339229,0.000330435,0.000353327,,,0,0,0,0,0,0,0,0,0.005496649,0.003489045,0,0,0.000599626,0.000556389,0,0,,,0.000463897,0.000123267,0,0,0.1571778,0.150212061,0.001581279,0.001914413,0.003001383,0.001549406,0.001699866,0.001705031,0,0,0,0,0.016435352,0.015356051,1.03E-05,1.04E-05,0.003754554,0.003093681,0,0,0.00160509,0.002669888,,,0.001035883,0.001153926,0.001720895,0.001662553,0,0,0.035719955,0.022300344,0.005064496,0.003975752,0,0,,,0.022229585,0.029962576,0.011464936,0.009694953,0.02247664,0.018503777,,,4.74E-07,4.09E-07,,0,0.017180246,0.016099621
5,2012,0,0,0.001344648,0.000990931,,,0.003044775,0.003173904,,,0.000516245,0.000537721,,,0.002655971,0.002516132,0.002923937,0.003403977,0.000249911,0.000265223,,,0,0,0,0,0,0,0,0,0.011137297,0.009509464,0,0,0.000532662,0.000493613,0,0,,,0,0,0,0,0.175004736,0.165252388,0.002660018,0.00246146,0.001469708,0.000849821,0.001220096,0.001262061,0,0,0,0,0.02204422,0.015013348,5.81E-05,5.86E-05,0.001140532,0.001027268,0,0,0.000787766,0.001294716,,,0.022534208,0.027401417,0.007420758,0.011850376,0,0,0.008968144,0.006117864,0.002508788,0.002058399,0,0,,,0.042989238,0.041316262,0.014647818,0.01271696,0.001998409,0.001441875,,,0.00145301,0.001582559,,0,0.003240025,0.002570882
10,2012,0.000868379,0.00088951,0.001190438,0.000885801,,,0.002820691,0.002946351,,,0.001253427,0.000790538,,,0.015518126,0.015406853,0.002206646,0.002713344,0.000219196,0.000232049,,,0,0,0,0,0,0,0,0,0.014276164,0.012765041,0,0,0.000513537,0.000472073,0,0,,,1.10E-05,8.49E-06,0,0,0.257039185,0.220801545,0.004193594,0.003284962,0.001106576,0.000656025,0.001109095,0.001148507,0,0,0,0,0.033321753,0.018254615,0.00012316,0.000121144,0.000393059,0.000382956,0,7.29E-05,0.000512453,0.00080533,,,0.042026542,0.059274259,0.013323919,0.024982374,7.65E-05,0.000101078,0.008600126,0.005832158,0.002242274,0.001848915,0,0,,,0.06107905,0.063134612,0.020707888,0.017723966,0.0015955,0.001131193,,,0.012070665,0.013886705,,0,0.001615771,0.001004988
15,2012,0.0042393,0.0043725,0.001041635,0.000785214,,,0.002267357,0.002417248,,,0.01111232,0.002916601,,,0.04239085,0.041752588,0.001975118,0.002550343,0.000187695,0.000199604,,,5.79E-06,2.13E-05,0.002816062,0.002464062,3.65E-06,4.32E-05,0,0,0.020923758,0.021477209,0,0,0.000471641,0.000438393,0,0,,,0.017125013,0.006351987,0,0,0.341425543,0.288054617,0.008536944,0.004781218,0.000942131,0.00066296,0.000968895,0.001018004,0.013100482,0.010527575,0,0,0.02608208,0.013352454,0.000146532,0.000144007,0.000354749,0.00034224,0,0.003093261,0.00036216,0.000555906,,,0.043065253,0.060542952,0.028600939,0.047199531,0.000438232,0.000469212,0.007953948,0.005458502,0.001998581,0.001668065,5.13E-07,1.33E-06,,,0.043545282,0.052363379,0.144055305,0.103213679,0.00185087,0.001301445,,,0.029477044,0.036205047,,0.000728977,0.0030199,0.001684993
20,2012,0.005859088,0.006100146,0.000934178,0.000701096,,,0.001484308,0.001567091,,,0.035469603,0.006701843,,,0.065908189,0.065634874,0.001814432,0.002405352,0.000156433,0.000164148,,,1.74E-05,7.17E-05,0.004716182,0.00395997,7.27E-06,0.000292101,0,0,0.027779514,0.031572305,2.60E-06,1.15E-06,0.000405833,0.000377241,4.47E-06,6.53E-06,,,0.022892995,0.013340953,0,0,0.361784742,0.300149146,0.017139938,0.006914546,0.000624483,0.000727487,0.000850511,0.000894236,0.021650073,0.015663739,1.07E-05,0,0.021333956,0.010348248,0.00016586,0.000163422,0.000397459,0.000366829,0,0.005016885,0.000277351,0.000419516,,,0.037181706,0.052299306,0.052725345,0.058705127,0.001293854,0.001093785,0.007526596,0.005125706,0.001817723,0.001517101,1.22E-06,3.92E-06,,,0.027293489,0.035431589,0.248867587,0.178525516,0.002121347,0.001487906,,,0.027136891,0.034098091,,0.005084878,0.004711241,0.00255225
25,2012,0.006352582,0.006659787,0.000846692,0.000622747,,,0.001292845,0.001364141,,,0.053301043,0.008477424,,,0.079206687,0.079173583,0.00173327,0.002292612,0.000124775,0.000125527,,,6.80E-05,0.000119565,0.006819868,0.005703508,3.26E-05,0.000884494,0,0,0.034975478,0.041777056,1.77E-05,7.87E-06,0.000277796,0.000240675,1.62E-05,1.15E-05,,,0.019385135,0.014169358,0,0,0.354993943,0.28714306,0.02738977,0.009279844,0.00041258,0.000391312,0.000757727,0.000806684,0.030626466,0.021275165,2.42E-05,0,0.020424712,0.009726464,0.000188131,0.000186262,0.000534497,0.000468354,0,0.004909383,0.000226872,0.000340538,,,0.033772076,0.046814958,0.068214989,0.060060874,0.00223626,0.001653231,0.007286458,0.004922098,0.001661451,0.001360474,6.62E-06,7.88E-06,,,0.024075662,0.037504181,0.31334901,0.229230943,0.002406928,0.001687488,,,0.026221485,0.031143819,,0.010190132,0.005125858,0.002652505
30,2012,0.006435098,0.006770412,0.000759033,0.000546708,,,0.001259732,0.001334208,,,0.062758631,0.009225117,0.230825663,0.217605079,0.092256578,0.092313872,0.00168861,0.002226469,9.88E-05,9.68E-05,,,0.000166311,0.000336464,0.008896037,0.007548609,5.74E-05,0.003754364,0,0,0.042634388,0.051326261,4.89E-05,2.17E-05,0.000155681,0.00011739,5.09E-05,3.68E-05,,,0.013022876,0.011156916,0,0,0.367864998,0.302855034,0.039260877,0.012058973,0.000279505,0.000233533,0.000650378,0.000714368,0.040795731,0.028610436,4.16E-05,0,0.019638891,0.00915009,0.000208749,0.000207509,0.000671755,0.000570144,0,0.005260085,0.000194675,0.000291362,,,0.032280706,0.04447611,0.078851816,0.062293549,0.003161254,0.002174217,0.006990899,0.004643215,0.00150427,0.001202464,2.11E-05,2.68E-05,,,0.026120109,0.047583097,0.367653764,0.267528228,0.002706904,0.001895964,,,0.025643908,0.030160417,,0.031012124,0.004931693,0.002542921
35,2012,0.006636945,0.007015552,0.000635647,0.00046903,,,0.001239123,0.001314899,,,0.067282306,0.009574527,0.268805862,0.29761323,0.103216637,0.103399439,0.001680078,0.002153131,8.04E-05,7.58E-05,,,0.000182892,0.000505861,0.010875291,0.009427953,6.71E-05,0.00676664,0,0,0.052706614,0.061859204,0.000100382,4.41E-05,9.82E-05,6.69E-05,7.14E-05,6.55E-05,,,0.009775381,0.008355232,0,0,0.398800756,0.336223118,0.051339324,0.015007385,0.000199805,0.000155921,0.000537286,0.000612,0.054106857,0.040424748,5.25E-05,0,0.018910576,0.008589475,0.000227012,0.000226229,0.000808674,0.000671127,0,0.00436533,0.00017189,0.000257811,,,0.031478936,0.043656202,0.0831785,0.059817177,0.003923967,0.002580573,0.006734977,0.004464487,0.001299851,0.00105919,3.09E-05,4.65E-05,,,0.031229036,0.054753843,0.406514273,0.297804106,0.003021339,0.002112364,,,0.025213618,0.030026653,,0.040451793,0.004723701,0.002464999
40,2012,0.006969874,0.00740837,0.000516736,0.00040011,,,0.001224945,0.001301315,,,0.069622925,0.009722676,0.318284633,0.391187891,0.111752491,0.112057008,0.00160941,0.002098777,6.47E-05,5.96E-05,,,0.00026668,0.000500254,0.01426977,0.012226327,9.99E-05,0.007739882,0.000157969,0.00018444,0.070467758,0.076585899,0.000179168,7.88E-05,7.23E-05,4.74E-05,0.000174944,0.000132337,,,0.008417424,0.006344025,0,0,0.413193719,0.355458763,0.064074898,0.018441765,0.000149663,0.000114688,0.000432958,0.000516612,0.070882359,0.056661669,0.000164939,0,0.018205793,0.008038736,0.000239509,0.000239076,0.001059945,0.000821997,0,0.00292083,0.000155439,0.000234432,,,0.031162788,0.043815546,0.087972499,0.05695792,0.004565815,0.002993588,0.006537656,0.004332998,0.001102783,0.000937029,6.82E-05,5.53E-05,,,0.037739888,0.061124468,0.439272266,0.323878116,0.003348686,0.002336121,,,0.025022405,0.029977828,,0.029003337,0.004500123,0.002298173
45,2012,0.00716532,0.007632869,0.000435913,0.000350531,,,0.001211805,0.00128811,,,0.067630895,0.009526219,0.376450668,0.488568393,0.125478544,0.126635475,0.001577175,0.002088308,5.28E-05,4.78E-05,,,0.000379376,0.000508279,0.024301474,0.019111346,0.000133776,0.007138562,0.000997607,0.001171211,0.090593186,0.091263757,0.0003098,0.000139669,4.77E-05,2.98E-05,0.000348818,0.000168162,,,0.007666557,0.005918403,0,0,0.415404343,0.364848818,0.075793138,0.021932359,0.000105547,7.85E-05,0.000332394,0.000429271,0.091709064,0.075591367,0.000571174,0,0.017508298,0.007497145,0.000245032,0.000244804,0.001468674,0.001041201,0,0.001484021,0.00014366,0.000218924,,,0.031339904,0.044632727,0.092943044,0.052469489,0.005154047,0.003383795,0.006435704,0.004259456,0.000957541,0.00083838,0.000130879,6.87E-05,,,0.042233086,0.069638426,0.470640716,0.346071032,0.003686987,0.00256769,,,0.024975941,0.030032857,,0.016102886,0.004147875,0.002141747
50,2012,0.007196045,0.007652794,0.000388767,0.000315732,,,0.00119523,0.001271792,,,0.062799879,0.009222135,0.438997577,0.578567838,0.151593421,0.154200576,0.001587388,0.002088445,4.29E-05,3.86E-05,,,0.000632628,0.000588322,0.040208688,0.030841235,0.000206885,0.007389157,0.002265355,0.00272546,0.112620783,0.107730811,0.000496412,0.000234526,2.45E-05,1.47E-05,0.000711116,0.000259813,,,0.007254641,0.006113964,0,0,0.416012981,0.371578439,0.08756128,0.02599569,6.25E-05,4.56E-05,0.000242326,0.000346208,0.118902226,0.098198498,0.001940756,0,0.016805688,0.006972465,0.00024591,0.000245792,0.001898977,0.001271318,0,0.000900361,0.000133895,0.000206219,,,0.031572786,0.045142182,0.09502133,0.045299405,0.005888833,0.00390083,0.006377137,0.004184338,0.00086945,0.000760783,0.000203923,9.23E-05,,,0.045516408,0.078732369,0.494321272,0.359929362,0.004036165,0.002807441,,,0.024923721,0.030152075,,0.011710364,0.003720059,0.001939901
55,2012,0.007075448,0.007493869,0.000363383,0.000291434,,,0.001153094,0.001231726,,,0.052654442,0.008671938,0.500541707,0.652352774,0.192840076,0.198530939,0.001551315,0.002007931,3.58E-05,3.27E-05,,,0.000663289,0.000516998,0.055382411,0.044657268,0.000249917,0.006498011,0.003838295,0.004816702,0.141441603,0.132564934,0.000776171,0.000397778,1.39E-05,7.99E-06,0.00093866,0.000272561,,,0.006861065,0.005221776,0,0,0.426234106,0.386668631,0.096669766,0.029413883,3.91E-05,2.82E-05,0.000165582,0.000271729,0.162093262,0.130734858,0.003413068,0,0.016093565,0.006460064,0.000242198,0.000242254,0.002350358,0.001511919,0,0.000327343,0.000125389,0.000194948,,,0.031858735,0.045129719,0.093959248,0.040897683,0.006513455,0.004347769,0.006351039,0.004134006,0.0008232,0.000705465,0.000272509,8.32E-05,,,0.048895317,0.082084027,0.522379248,0.384520816,0.004395397,0.003055373,,,0.025015349,0.029989807,,0.006436128,0.003331066,0.001755876
60,2012,0.006746411,0.007105964,0.000348622,0.000270268,,,0.001031745,0.001115718,,,0.042050964,0.007876876,0.55554009,0.708044958,0.256154827,0.266833916,0.001450421,0.001864834,2.94E-05,2.79E-05,,,0.000682084,0.000553238,0.070744528,0.059048674,0.000260078,0.006650309,0.006225849,0.008339659,0.178341633,0.169520081,0.001315844,0.000700044,9.16E-06,5.09E-06,0.000890153,0.000316338,,,0.006393947,0.003862324,0,0,0.450557916,0.413778824,0.10373404,0.032644939,2.62E-05,1.94E-05,0.000103699,0.000203966,0.216890457,0.172404058,0.006656301,0,0.01477172,0.006121668,0.00023467,0.00023476,0.00320154,0.002151089,0,0.000245467,0.00011798,0.000184978,,,0.032287238,0.044883776,0.093799664,0.040011205,0.007011727,0.0047018,0.006338957,0.004102504,0.000797674,0.000660175,0.000248926,9.21E-05,,,0.052254377,0.080247186,0.543002255,0.399812276,0.004765905,0.003312049,,,0.025071255,0.030006296,,0.005375276,0.003061907,0.001606733
65,2012,0.006153101,0.006453219,0.000338455,0.000244234,,,0.000815037,0.000896867,,,0.035882432,0.006676367,0.599171865,0.748872161,0.357549453,0.374976338,0.001507609,0.001801502,2.40E-05,2.34E-05,,,0.000551132,0.000504806,0.093224157,0.075163474,0.000266887,0.005582479,0.011110564,0.016198444,0.244400386,0.23537282,0.002687012,0.001377948,6.05E-06,3.30E-06,0.000683425,0.000281825,,,0.005580275,0.002991073,0,0,0.459309955,0.41677679,0.108514335,0.035338757,1.68E-05,1.32E-05,5.88E-05,0.000143241,0.27076151,0.22142014,0.007347283,0,0.012789743,0.0060452,0.000225373,0.00022549,0.004561295,0.003329657,0,0.000191362,0.000111559,0.000176144,,,0.03281598,0.044613448,0.095719499,0.04051769,0.007421949,0.005055983,0.006333879,0.004086961,0.000781563,0.000613529,0.000225156,8.03E-05,,,0.054835626,0.07522637,0.576841768,0.415652913,0.005148343,0.00357811,,,0.025423249,0.030360727,,0.003339533,0.002832244,0.001517019
70,2012,0.005362429,0.005607266,0.000334306,0.000227368,,,0.000591692,0.00065276,,,0.031472176,0.005515057,0.627615321,0.778225094,0.492701732,0.518942315,0.001579438,0.001809012,2.24E-05,2.20E-05,,,0.000484295,0.000451693,0.11903316,0.093106108,0.000284684,0.00482584,0.02133163,0.032957475,0.338750564,0.326307862,0.005020931,0.002646715,0,0,0.000659939,0.000261704,,,0.004506474,0.002503886,0,0,0.440958828,0.383266978,0.112668048,0.038261023,0,0,2.78E-05,9.08E-05,0.313604409,0.266568972,0.007474257,0,0.010951901,0.005975217,0.000214381,0.000214542,0.005959565,0.004565785,0,0.00015176,0.00010602,0.000168301,,,0.033328222,0.044424937,0.097589971,0.041087517,0.007666909,0.005236426,0.006331749,0.004080987,0.000775644,0.000588656,0.000204739,6.60E-05,,,0.055797773,0.068690928,0.592378591,0.435622701,0.005543338,0.003854587,,,0.02559324,0.03030869,,0.001850446,0.002593809,0.001436084
75,2012,0.004466216,0.004659371,0.000333395,0.000221441,,,0.000429994,0.000474917,,,0.029582275,0.004876924,0.637503889,0.798698638,0.644756281,0.675453167,0.001596986,0.00182617,2.20E-05,2.16E-05,,,0.000460136,0.000351807,0.143415662,0.113046848,0.000291092,0.004092352,0.040451598,0.062283536,0.41642793,0.405893286,0.008343521,0.004950528,0,0,0.000563508,0.000190712,,,0.003481411,0.0025743,0,0,0.424243834,0.354390043,0.116462429,0.041283622,0,0,1.02E-05,4.97E-05,0.320701494,0.275727287,0.007060096,0,0.009246404,0.005914445,0.000200584,0.000200733,0.00738529,0.005854344,0,0.000122351,0.000101244,0.000161328,,,0.033627611,0.044152099,0.099292212,0.041528817,0.007924463,0.005507332,0.006330331,0.004078832,0.00077446,0.000581931,0.000164445,3.91E-05,,,0.052439909,0.061259717,0.602219412,0.457103624,0.005951364,0.00414153,,,0.02570164,0.03010795,,0.001014249,0.002398992,0.0013314
80,2012,0.003593228,0.003743841,0.000333276,0.000220122,,,0.000315972,0.00034917,,,0.027417795,0.004339328,,,0.792878928,0.815822177,0.001682241,0.001815733,2.17E-05,2.13E-05,,,0.000412149,0.000328026,0.171247718,0.13512143,0.00032512,0.003787745,0.07176367,0.108671576,0.50144962,0.484924863,0.011117648,0.00709381,0,0,0.000479172,0.000176233,,,0.002678117,0.0028916,0,0,0.419333099,0.342833539,0.120081064,0.044035611,0,0,2.65E-06,2.10E-05,0.294038808,0.249461823,0.005964961,0,0.008551969,0.006160152,0.00018534,0.000185504,0.011540621,0.00843538,0,0.000100221,9.71E-05,0.000155065,,,0.034027987,0.044070773,0.099705296,0.040875375,0.008096575,0.005730438,0.006328401,0.004076077,0.000774338,0.000580797,0.000116354,3.16E-05,,,0.047232082,0.055342019,0.606169378,0.478972547,0.006373151,0.004439769,,,0.025795362,0.029865728,,0.000598257,0.002192419,0.001277828
0,2013,0,0,0.002230778,0.001604179,,,0.007710086,0.007765817,,,0.000480584,0.000526207,,,0.000501203,0.000287167,0.007000867,0.008330112,0.000306864,0.000326211,,,0,0,0,0,0,0,0,0,0.005533025,0.0035176,0,0,0.000590722,0.000543809,0,0,,,0.000465244,0.000123123,0,0,0.154182776,0.146906976,0.001580677,0.001883764,0.002977662,0.00152425,0.001692415,0.001703354,0,0,0,0,0.015027223,0.014385637,1.02E-05,1.04E-05,0.003479398,0.002894816,0,0,0.001572137,0.002610189,,,0.001063049,0.001182646,0.001763513,0.001668205,0,0,0.035863327,0.022339446,0.005099621,0.003991797,0,0,,,0.022352201,0.030072585,0.012348329,0.010459823,0.022280769,0.018195251,,,4.84E-07,4.16E-07,,0,0.017184148,0.016089435
5,2013,0,0,0.00147639,0.001076153,,,0.003052691,0.003171674,,,0.000513478,0.000536492,,,0.002672634,0.002530473,0.0029219,0.003412991,0.00023253,0.000245601,,,0,0,0,0,0,0,0,0,0.011169527,0.009527614,0,0,0.000524509,0.000482641,0,0,,,0,0,0,0,0.171346131,0.161356087,0.002683435,0.002460637,0.001457414,0.000835192,0.001217949,0.001262844,0,0,0,0,0.020479211,0.015025351,5.86E-05,5.91E-05,0.001075021,0.000978754,0,0,0.000748076,0.001219268,,,0.022804166,0.027705819,0.007477801,0.011881588,0,0,0.009217843,0.006280297,0.002592065,0.002116483,0,0,,,0.042962492,0.041364676,0.013816312,0.012105309,0.002087676,0.001564519,,,0.001464992,0.001590111,,0,0.003229433,0.002573086
10,2013,0.000870895,0.000890551,0.001307708,0.000961368,,,0.002834765,0.002944643,,,0.001254981,0.000788211,,,0.015579181,0.015515498,0.002206611,0.002717837,0.000203984,0.000215129,,,0,0,0,0,0,0,0,0,0.014311364,0.012766649,0,0,0.000505972,0.00046139,0,0,,,1.09E-05,8.37E-06,0,0,0.248000426,0.212540111,0.004187268,0.003276518,0.001097279,0.000644346,0.001107561,0.001148835,0,0,0,0,0.03111465,0.01856142,0.000125701,0.000123362,0.000372367,0.000366479,0,7.25E-05,0.000489851,0.000760648,,,0.0422608,0.059312378,0.013356461,0.025026249,7.72E-05,0.000101397,0.008826137,0.005969937,0.00231279,0.001897183,0,0,,,0.060687587,0.063215755,0.019982009,0.017187672,0.001590621,0.001175218,,,0.01210672,0.013858155,,0,0.001605168,0.000997133
