year,sex,AcuteHepatitis,AlcoholUseDisorder,AlzheimersDisease,AnxietyDisorder,Asthma,BipolarDisorder,BreastCancer,COPD,COVID19,CardiovascularDiseases,CervicalCancer,ChromosomalAbnormalities,ChronicKidneyDisease,ChronicLiverDisease,ColorectalCancer,CongenitalHeartAnomalies,CongenitalMusculoskeletal,Dementia,DiarrhealDiseases,DigestiveCongenitalAnomalies,DownSyndrome,DrugUseDisorder,EsophagealCancer,Flu,HPV,Hyperlipidemia,Hypertension,InterpersonalViolence,LowerRespiratoryInfections,LungCancer,MajorDepressiveDisorder,MaternalConditions,NeonatalEncephalopathy,NeonatalJaundice,NeonatalPretermBirth,NeonatalSepsis,NeuralTubeDefects,Obesity,PTSD,ParkinsonsDisease,ProstateCancer,ProteinEnergyMalnutrition,RoadInjuries,SelfHarm,TobaccoUse,Tuberculosis,Type1Diabetes,Type2Diabetes
2017,Female,0.0035885317176367493,0.004825868194857403,0.002173782747207772,0.042463551021524,0.04635603978830734,0.004247490183212358,0.0021999363915484347,0.011114433878345818,1.066765881719286e-06,0.05063160406350324,0.008475958468589442,0.0005568944663320214,0.08372719048647152,0.16634959212195302,0.00017854867708591872,0.003199161579748391,0.0025939927480148374,,0.009984619193526927,0.0006960834517676934,0.0002845565197688888,0.005697004801129216,4.8817051260491434e-05,,,,0.4381059398744806,0.03847754340763403,0.0008388456175150142,2.0861756127705484e-05,0.022191914023234373,0.002088705438226549,0.0012050631084203293,0.0009094285728039116,0.007462943747805473,0.0021020283629752693,0.00013763229901446808,,,0.00018244867275342793,0.0,0.003574824792281885,0.009305009474527622,0.0015004763705427772,,0.23025867068525618,0.0001563757615120832,0.03679654223418919
2017,Male,0.005108440562489731,0.028992758451373127,0.001064542577781979,0.030590627410554922,0.03419439797085373,0.003935624955186908,3.673136987453465e-05,0.011341683710609871,1.4018722412553252e-06,0.044059511525613416,,0.000937735584299958,0.07273110743880186,0.2132349900252097,8.809586985421566e-05,0.002627081154026782,0.002596805771414891,,0.016594957126783435,0.00046888205601680654,0.0003397413010938685,0.00908896669739016,7.28128731582602e-05,,,,0.3380900348305817,0.04279760595289175,0.0009519755618342217,2.5754251863604802e-05,0.018517922251775263,0.0,0.0016098086290229393,0.0008735234332803863,0.011671402036985865,0.0026026888437999693,0.00013920104690153066,,,0.0002490680337259905,0.0004563279799884447,0.0046852671646421306,0.025638360488233543,0.0020062588322340463,,0.2684446119808666,0.0001544476213335265,0.04024096578338366
2018,Female,0.0035203690739380815,0.004760928590075814,0.0022490506716589666,0.042667889784194266,0.046547882921900166,0.004278418599865826,0.0023179737612791587,0.011389002696821195,1.977009501060326e-06,0.051147004475211304,0.008706717479495332,0.000551417911706472,0.08523517002885746,0.16687981679851033,0.0001856906117656025,0.0031980545174049298,0.0025761481303791037,,0.00878813958795516,0.0006839584809241756,0.0002810543855492423,0.005690967296681161,5.015249546304268e-05,,,,0.4368283208009869,0.0383060713157285,0.0007642761301445928,2.182629333853725e-05,0.022241195764563987,0.0020727028880342248,0.001339407970612376,0.0008991405659337067,0.007449638302098372,0.002264862929773059,0.0001355751437362015,,,0.00018949889660980322,0.0,0.003374614587323655,0.009283208710119667,0.0015140865971932339,,0.22404386071005425,0.00015854341767981156,0.03774197118576398
2018,Male,0.004980405030739542,0.02908582086715802,0.0010930994622581486,0.030662212520292012,0.03422549130752478,0.003974647324004496,3.8620835856506845e-05,0.011550969868073071,2.596038416562226e-06,0.04457200710462562,,0.0009293189262354113,0.07369721268278719,0.21377071111759982,9.397620205577026e-05,0.0026260036232177413,0.002575263328650561,,0.015478832260045938,0.0004650867509688043,0.00033769333223386945,0.009094393088988404,7.675823012880684e-05,,,,0.33515473394981005,0.042274780993356895,0.0008565864296561598,2.7405537911403136e-05,0.018652122320559277,0.0,0.001750354388837033,0.0008581369759935815,0.011629352564155206,0.0027709672956579045,0.0001374943184311402,,,0.0002510365700641674,0.0004917259139446633,0.004482671911910918,0.02574175260480216,0.002047686117519407,,0.2620801260082905,0.00015690251095880594,0.041059485725689
2019,Female,0.003460872143012417,0.0047121722418435675,0.0023229225282174093,0.04303233734175001,0.046735907804230654,0.0043087836487602695,0.002442139953324148,0.011656743994452413,2.7500272061133154e-06,0.051657919014414085,0.008922818066040887,0.0005463264011231456,0.08669387578518639,0.16777556769026913,0.00019294372458339082,0.0031949658511358594,0.002559324385831548,,0.007807186200992848,0.0006742851985481209,0.00027795652758753073,0.005687678330033256,5.134211954901338e-05,,,,0.435560957853842,0.03817756508331187,0.0007077845364772987,2.2852049000919063e-05,0.024073864863482484,0.002056539978250067,0.0014479958260736612,0.0008901332497893482,0.007433728471862363,0.00239329703963251,0.00013397118870107013,,,0.00019632359561112377,0.0,0.0032430097560657008,0.00932531383000085,0.0015289966913227954,,0.2186740562514447,0.00016064092839656777,0.03865582179183584
2019,Male,0.004863703424112925,0.0291703710088997,0.0011210503181707339,0.030643022737069387,0.034265156239444775,0.004012690428673464,4.0074412811018614e-05,0.011750551367497891,3.6099503477044237e-06,0.04509003161504856,,0.0009215754266102405,0.07464083603327792,0.21470624220679632,9.85414794914055e-05,0.0026244984106440273,0.0025550377015449103,,0.014575951398084812,0.0004619573826685644,0.0003358286612610057,0.009101832609550671,7.958823918017503e-05,,,,0.3323135296786536,0.04181424231609712,0.0007857663480589599,2.8764391165315682e-05,0.020294793051511443,0.0,0.001864616600045657,0.0008452822157738994,0.011584223748717183,0.0029073259594272773,0.00013618872682590218,,,0.0002532938737593411,0.0005213790780618483,0.00433581416836642,0.025927144249466894,0.0020883032073376784,,0.2561089164522423,0.0001592651839210267,0.04186196593322967
2020,Female,0.0034191606447582204,0.004707752081808031,0.00237843011717532,0.055385894730856006,0.04679644493374101,0.004338026262896414,0.0026845613317767847,0.011829990808883266,0.04550254387529108,0.05201127294670238,0.009333602392912236,0.0005414661433628361,0.08776668345922631,0.1695478103110302,0.00021136980460501647,0.0031840740789835483,0.002540713620762043,,0.007378460891366375,0.0006670660208115434,0.00027518217369292653,0.005699395323014721,5.776822667972424e-05,,,,,0.03817391665857393,0.0006833987251864898,2.5876546493365966e-05,0.03282098822127169,0.0020443504490219974,0.001499685854121853,0.0008831607318493082,0.007421088265655938,0.0024391543279252926,0.0001327164249312586,,,0.00020133248102704264,0.0,0.0032093600648011103,0.00941789123048517,0.0015448927933169538,,0.21429945322054886,0.00016240022685486686,0.03930443801225422
2020,Male,0.004783808891065599,0.029288492646646503,0.0011351850891679908,0.039430836918438676,0.034207447602215446,0.004045225512540797,4.186625346115069e-05,0.011851929552904086,0.0394684294993481,0.04542271661922472,,0.0009127426469250355,0.07527446948008491,0.21810275394961037,0.00010442169237282344,0.002616176188962082,0.0025334275767997815,,0.01402823258199962,0.00045861095615932736,0.0003334885130525794,0.009115640063077355,8.590394259582029e-05,,,,,0.041528073984986584,0.0007577081143008492,3.126529874489499e-05,0.02797873244954802,0.0,0.0019217208985159175,0.0008363493669768117,0.011515504900777502,0.002962787626411032,0.00013505917070026144,,,0.00025478021988687815,0.0005635731312545923,0.004263491469035902,0.026122161446312436,0.0021222246057116248,,0.2502321129624203,0.0001611665376907435,0.042423823088358875
2021,Female,0.0033217446182677484,0.004762616740360875,0.0024277701694542585,0.056872262006233215,0.04682922830087118,0.0043668316155042975,0.0027791040260119228,0.011946953062255775,0.09086105547096666,0.05229294435201457,0.009296066697817067,0.0005420185580430597,0.08863789386660242,0.1689141108171158,0.00021602634965961368,0.0031561814145047024,0.002530352357422666,,0.007629759063124847,0.0006698436268738333,0.0002784107264817746,0.005747180947009433,5.88853143613221e-05,,,,,0.038324301008848566,0.0007079627630299667,2.7091954209381085e-05,0.03419972430350118,0.0020266384415923862,0.001507021637141569,0.0008797660998585724,0.00744101215070087,0.002413317604893164,0.0001339111169633281,,,0.00020475477165232588,0.0,0.0031703940887445495,0.009554037848236387,0.001576181095143779,,0.21133247921421305,0.00016427721020784473,0.03987453041838948
2021,Male,0.004603109859851165,0.029391412919842822,0.0011478447581269135,0.04019025416626338,0.03420173018541572,0.004077603447954151,4.20201692353415e-05,0.011910752958284292,0.07907070955125389,0.045744807495309854,,0.0009074149524112672,0.07595153165174039,0.21477487884205143,0.00010554338357883078,0.0026040162929741525,0.0025159674092357464,,0.01378062597674937,0.000462866548670295,0.0003346349410823052,0.00915863516467944,8.692034277160212e-05,,,,,0.041417240020726144,0.0007970485719411887,3.268051547199506e-05,0.029362079607045947,0.0,0.0019380613590668002,0.0008333978049861618,0.011520560136675342,0.002965564744067451,0.00013560503428408356,,,0.0002592755743322769,0.0005515637805484306,0.004183424683700919,0.026669910242616085,0.0021591709930597657,,0.24512398002815947,0.00016321720143228882,0.043027876322617904
2022,Female,0.003233187603295502,0.004811821860545511,0.0024899691240906257,0.05856040814065838,0.04693334714329262,0.004390321751304631,0.0029704697807253068,0.012088479577548581,0.08800131389397596,0.05270441888317468,0.009807710847795746,0.0005457802358480987,0.08953077742871186,0.16787887257944387,0.00022902144865604479,0.003135813219493071,0.0025301848520964338,,0.007972957756644831,0.0006752710858493879,0.00028385837509387854,0.005779410122404839,5.971360496436641e-05,,,,,0.038481131650945556,0.0007394215054594653,2.814205969713867e-05,0.03372895711532727,0.0020041592666048325,0.0015102852594088142,0.0008782594946710781,0.007465360333803396,0.0023904996946873553,0.00013548881209446846,,,0.00020846934872405644,0.0,0.0031539088333674466,0.009587285603599298,0.0016079321339104115,,0.20835900001170138,0.00016617526938492977,0.04049212027840533
2022,Male,0.004449291603514836,0.029393905291207313,0.0011725920199507794,0.04105252772088304,0.03434510715268792,0.004101349576723477,4.492719489418547e-05,0.012025129729368759,0.0794274091464509,0.046223493309741154,,0.000908404942422282,0.0767137911536459,0.21543475963832803,0.0001121150981915061,0.002600179575473733,0.0025115208048424906,,0.013735152313018079,0.000468998616248023,0.00033844967258937146,0.009180182926586048,9.043392465583945e-05,,,,,0.04144737130817459,0.0008420939612269738,3.364196500212332e-05,0.02880621146458415,0.0,0.001951464294592909,0.0008337180317945169,0.011574759818111523,0.002971901617155865,0.00013666493383874862,,,0.0002662848200133084,0.0006376532204391413,0.004202579016454838,0.026488050311994044,0.0021947016842182704,,0.24015582087305432,0.0001652802391920043,0.04376396874853542
