Age,Year,HIV_male,HIV_female,Obesity_male,Obesity_female,Hypertension_male,Hypertension_female,AlcoholUseDisorder_female,AlzheimersDisease_female,Asthma_female,BreastCancer_female,COPD_female,CervicalCancer_female,CervicalCancer_male,ChronicKidneyDisease_female,ChronicLiverDisease_female,ColorectalCancer_female,Depression_female,CardiovascularDiseases_female,LungCancer_female,ParkinsonsDisease_female,ProstateCancer_female,RoadInjuries_female,Transportinjuries_female,Type1Diabetes_female,Type2Diabetes_female,AlcoholUseDisorder_male,AlzheimersDisease_male,Asthma_male,BreastCancer_male,COPD_male,ChronicKidneyDisease_male,ChronicLiverDisease_male,ColorectalCancer_male,Depression_male,CardiovascularDiseases_male,LungCancer_male,ParkinsonsDisease_male,ProstateCancer_male,RoadInjuries_male,Transportinjuries_male,Type1Diabetes_male,Type2Diabetes_male,Hyperlipidemia_male,Hyperlipidemia_female,TobaccoUse_male,TobaccoUse_female,HIVAssociatedDementia_male,HIVAssociatedDementia_female,PTSD_male,PTSD_female,HPV_male,HPV_female,Flu_male,Flu_female,ViralHepatitis_male,ViralHepatitis_female,DomesticViolence_male,DomesticViolence_female
0,1987,0.2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1987,0.29777765,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1987,0.272634041,0.3503177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,1987,0.186320267,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,1987,0.054916197,0.037321887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,1987,0.040784775,0.029063244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,1987,0.03401066,0.017996397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,1987,0.031925407,0.029590384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,1987,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,1987,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,1987,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,1987,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,2005,,,,,,,0.009196412,0.067421214,0.092203977,0.007452455,0.09909721,0.001901135,,0.435292945,0.469966379,0.002243305,0.07932651,0.181938653,0.000564115,0.005502298,0,0.043817221,0.045378824,0.00351866,0.239100133,0.034110224,0.044199657,0.135835598,0.00048962,0.137904979,0.440716919,0.584154745,0.002902668,0.063034497,0.24855502,0.001554393,0.007967301,0.01183663,0.121007988,0.122510612,0.002412644,0.237019331,,,,,,,,,,,,,,,,
80,2005,,,,,,,0.012628899,0.14445473,0.092078501,0.008088914,0.129329318,0.001230447,,0.55546814,0.447991177,0.002113305,0.083862582,0.215543457,0.000474577,0.00810837,0,0.047778138,0.049582879,0.003034595,0.260317235,0.032885967,0.095325528,0.110663292,0.000587633,0.179154785,0.538447037,0.553410164,0.002477772,0.069136297,0.273444059,0.001159294,0.010823765,0.011386339,0.126001239,0.12767408,0.001877892,0.266887479,,,,,,,,,,,,,,,,
0,2006,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
15,2006,,,,,,,0.002862543,0,0.057942946,2.04E-05,0.002650183,7.61E-05,,0.015514625,0.127475061,7.66E-06,0.025828621,6.83E-05,1.49E-06,0,0,0.004623837,0.005102182,0.001871615,0.005211111,0.011125197,0,0.068596726,4.77E-06,0.002882228,0.01464963,0.155997807,1.87E-05,0.01992909,7.12E-05,3.24E-06,0,0,0.008687502,0.009014598,0.002154494,0.004912696,,,,,,,,,,,,,,,,
20,2006,,,,,,,0.007123369,0,0.044161426,6.81E-05,0.003650516,0.000241213,,0.034834488,0.186967132,1.80E-05,0.034806546,0.000203249,2.46E-06,1.65E-06,0,0.006836977,0.007407748,0.00212099,0.008984868,0.036785633,0,0.040618516,4.85E-06,0.00416001,0.032963365,0.224589701,3.59E-05,0.030845458,0.000277619,3.86E-06,3.29E-06,8.11E-06,0.017939209,0.018368647,0.002398301,0.009479399,,,,,,,,,,,,,,,,
25,2006,,,,,,,0.009575363,0,0.042675663,0.00031016,0.004939971,0.001047281,,0.055375448,0.247666583,5.16E-05,0.035166278,0.000586973,7.67E-06,1.13E-05,0,0.009302579,0.009960103,0.002385314,0.013221968,0.05621596,0,0.035477007,1.56E-05,0.005735976,0.052434881,0.286116321,6.54E-05,0.031834359,0.000934713,1.18E-05,2.24E-05,1.03E-05,0.028802182,0.029335501,0.002626581,0.014270264,,,,,,,,,,,,,,,,
30,2006,,,,,,,0.010631414,0,0.04800375,0.000907229,0.006487478,0.002710136,,0.073981908,0.281284903,0.000106609,0.039143808,0.001421803,1.94E-05,3.15E-05,0,0.012166053,0.012920746,0.00267643,0.018285231,0.066349198,0,0.042269784,2.67E-05,0.007521857,0.070697948,0.326592306,0.00014475,0.032917765,0.002315997,3.84E-05,6.28E-05,1.58E-05,0.040839121,0.041489557,0.002872878,0.019347636,,,,,,,,,,,,,,,,
35,2006,,,,,,,0.010882101,0,0.05820763,0.001830682,0.008239012,0.004396226,,0.086848035,0.303097543,0.000185453,0.049537029,0.003279869,3.64E-05,6.60E-05,0,0.015241131,0.016087038,0.003013663,0.025706293,0.07399762,0,0.05287247,5.38E-05,0.009372231,0.083791184,0.349157566,0.000280586,0.034684622,0.005357536,0.000112092,0.000134681,4.71E-05,0.053064309,0.053828939,0.003128526,0.025730554,,,,,,,,,,,,,,,,
40,2006,,,,,,,0.010585901,0.000179413,0.071430642,0.003381717,0.01085868,0.005914414,,0.100570344,0.332880492,0.000298193,0.057952693,0.006941916,6.12E-05,0.000121524,0,0.018858211,0.019797672,0.003384354,0.036647071,0.0808111,0.000156172,0.064874898,8.92E-05,0.012454372,0.097109709,0.381549371,0.000449225,0.037582341,0.011590645,0.000242135,0.000249133,0.000102138,0.065889771,0.066777824,0.0033695,0.034090926,,,,,,,,,,,,,,,,
45,2006,,,,,,,0.009187348,0.001151503,0.082401676,0.004617233,0.016634551,0.006346025,,0.122512496,0.354056524,0.000527915,0.062697681,0.014035387,0.000134432,0.000221727,0,0.022567961,0.023597577,0.003728493,0.05453232,0.085328599,0.000999818,0.074611364,0.000150675,0.020990734,0.119919287,0.415168137,0.000835833,0.042215914,0.023534907,0.000648878,0.000441493,0.000404827,0.077964824,0.078982064,0.003555064,0.046489756,,,,,,,,,,,,,,,,
50,2006,,,,,,,0.007733868,0.002825463,0.090739997,0.005870927,0.026115196,0.005963603,,0.144497899,0.352845052,0.000876149,0.06722525,0.026186033,0.000266331,0.000372232,0,0.026963044,0.028067359,0.004024944,0.080399852,0.084532863,0.002394641,0.082425188,0.000257213,0.035095864,0.142589334,0.426170992,0.00145986,0.046884648,0.043144731,0.001219329,0.000708081,0.001476696,0.09022697,0.091338759,0.003680768,0.065779332,,,,,,,,,,,,,,,,
55,2006,,,,,,,0.00678893,0.005574302,0.097339713,0.006875754,0.037954265,0.005643968,,0.174826127,0.369825219,0.001273564,0.071675892,0.044513137,0.000407667,0.00058453,0,0.030832394,0.032020856,0.004247569,0.117370179,0.070119435,0.004485439,0.090865033,0.000351462,0.050276207,0.173030905,0.446642358,0.002062816,0.051482729,0.071097732,0.001854644,0.001040779,0.003414991,0.099918759,0.101126226,0.003753538,0.102266154,,,,,,,,,,,,,,,,
60,2006,,,,,,,0.006068506,0.010517096,0.101526579,0.00668161,0.05076093,0.003971056,,0.220773604,0.385967891,0.001404482,0.075047238,0.069373288,0.000480992,0.000936172,0,0.034471359,0.035733546,0.004350742,0.159668999,0.053387236,0.0079086,0.101616218,0.000349228,0.065756104,0.22182973,0.476888803,0.002377164,0.055375515,0.107410398,0.001883595,0.001587152,0.006790422,0.107334149,0.108610742,0.003728884,0.147980119,,,,,,,,,,,,,,,,
65,2006,,,,,,,0.005723648,0.019535892,0.100503952,0.007362501,0.064590994,0.003289128,,0.278775962,0.407162376,0.001751038,0.076658746,0.10912385,0.000571626,0.001709918,0,0.037467772,0.03883071,0.004221441,0.191707147,0.041927419,0.013460539,0.11931654,0.000456226,0.087081259,0.284830895,0.521786121,0.002872549,0.058044386,0.161653026,0.002108683,0.00289331,0.009646846,0.112539517,0.113902333,0.003449683,0.181036942,,,,,,,,,,,,,,,,
70,2006,,,,,,,0.006296631,0.036241904,0.095658193,0.007660144,0.080290917,0.002537698,,0.349239981,0.437697023,0.002003926,0.078169289,0.145449808,0.000600165,0.003108986,0,0.040591966,0.042054253,0.003896011,0.215479005,0.033951833,0.023830134,0.136568716,0.000458023,0.112548469,0.36011908,0.553873415,0.002966205,0.060602327,0.209085869,0.001944396,0.005048129,0.01132329,0.116929995,0.118366566,0.002962657,0.205235423,,,,,,,,,,,,,,,,
75,2006,,,,,,,0.009215556,0.067266966,0.091076711,0.007583692,0.098616282,0.001908908,,0.435146082,0.469159587,0.002246926,0.079576727,0.182174535,0.000569111,0.005547346,0,0.04378613,0.045369278,0.003517868,0.247673225,0.033972511,0.044106064,0.133017973,0.00049607,0.137684919,0.441521358,0.583888399,0.002941558,0.063137333,0.24968311,0.001557601,0.007985165,0.01187827,0.12099423,0.122516145,0.002414697,0.244135834,,,,,,,,,,,,,,,,
80,2006,,,,,,,0.012660808,0.144130712,0.091033535,0.008241435,0.128926564,0.001237314,,0.555631718,0.447178354,0.002126997,0.084045752,0.215903139,0.000480922,0.008196124,0,0.047733845,0.049562025,0.00303402,0.266673499,0.032736062,0.095100975,0.108882635,0.000596991,0.178901788,0.539441211,0.553429341,0.002523387,0.069180536,0.275164661,0.001173161,0.010833996,0.011443087,0.125982757,0.12767535,0.001879351,0.273350168,,,,,,,,,,,,,,,,
0,2007,0,0,,,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
15,2007,0.018569463,0.100228343,,,,,0.002868255,0,0.05786641,2.07E-05,0.002638869,7.68E-05,,0.015529266,0.126826012,7.66E-06,0.025754397,6.83E-05,1.50E-06,0,0,0.004691616,0.005180141,0.001874351,0.005351208,0.011112581,0,0.067636688,4.79E-06,0.002891473,0.014719837,0.155559692,1.88E-05,0.019821777,7.21E-05,3.25E-06,0,0,0.008713411,0.00905006,0.002150716,0.005079244,,,,,,,,,,,,,,,,
20,2007,0.123878438,0.383694318,,,,,0.007135339,0,0.043486546,6.89E-05,0.003631501,0.000241675,,0.034940643,0.185837105,1.80E-05,0.034760886,0.000203217,2.48E-06,1.65E-06,0,0.006913751,0.007497517,0.002124935,0.009200491,0.036793647,0,0.039583333,4.85E-06,0.004175052,0.033098035,0.224050651,3.64E-05,0.030868894,0.000279183,3.88E-06,3.26E-06,8.20E-06,0.017910717,0.018351445,0.002396668,0.009741883,,,,,,,,,,,,,,,,
25,2007,0.277081792,0.491161255,,,,,0.009612205,0,0.041675334,0.000311994,0.004911797,0.001048203,,0.055464435,0.246075749,5.10E-05,0.035084941,0.000586887,7.68E-06,1.13E-05,0,0.009385278,0.010059656,0.002388841,0.013509279,0.056282576,0,0.034386225,1.56E-05,0.005754888,0.052558466,0.285649468,6.62E-05,0.03193181,0.000935973,1.19E-05,2.22E-05,1.04E-05,0.028734195,0.029282574,0.002628613,0.014615929,,,,,,,,,,,,,,,,
30,2007,0.437388675,0.4503177,,,,,0.010687335,0,0.046843407,0.000915962,0.006451736,0.002719378,,0.073994997,0.279856228,0.000106171,0.039149244,0.00142187,1.96E-05,3.15E-05,0,0.01225668,0.013032284,0.002678373,0.018639968,0.066351146,0,0.041061408,2.68E-05,0.00754302,0.070803461,0.326063679,0.000146572,0.033072305,0.002316722,3.87E-05,6.25E-05,1.60E-05,0.040816867,0.041487438,0.002876248,0.019757457,,,,,,,,,,,,,,,,
35,2007,0.446666475,0.375698852,,,,,0.010939628,0,0.05703816,0.001853193,0.008200308,0.004414233,,0.086888625,0.30153541,0.0001853,0.049900404,0.003279541,3.65E-05,6.58E-05,0,0.015338568,0.016209555,0.003013636,0.026172879,0.07367941,0,0.051641043,5.41E-05,0.009395179,0.083910062,0.348779243,0.000284596,0.034834455,0.005357989,0.000113092,0.000134756,4.77E-05,0.053075347,0.053864568,0.003131257,0.026264346,,,,,,,,,,,,,,,,
40,2007,0.408951061,0.276657489,,,,,0.010644469,0.000179191,0.070231361,0.003430652,0.010805012,0.005919383,,0.10054967,0.331220097,0.000298707,0.058558373,0.006934742,6.13E-05,0.00012101,0,0.018959944,0.019928292,0.003380925,0.037315526,0.080164586,0.000155584,0.063641258,8.99E-05,0.012468602,0.097317971,0.381021071,0.000457042,0.037759504,0.011566515,0.000243733,0.000250098,0.000103548,0.065941588,0.066857152,0.00336999,0.034836585,,,,,,,,,,,,,,,,
45,2007,0.279480401,0.215261524,,,,,0.009247643,0.001149974,0.080627517,0.004685558,0.016488609,0.006375345,,0.122558535,0.352435337,0.000527712,0.063160534,0.014001456,0.000134327,0.000220868,0,0.022660502,0.023723236,0.003719089,0.055617989,0.084508274,0.000995575,0.073202111,0.00015239,0.020950562,0.120187532,0.414202516,0.000848978,0.042430683,0.023402817,0.00065337,0.000442834,0.000409865,0.078010523,0.079058962,0.003554293,0.047581262,,,,,,,,,,,,,,,,
50,2007,0.274580983,0.186609436,,,,,0.007793197,0.002818402,0.087993511,0.005975261,0.025782578,0.005969967,,0.144497589,0.350870385,0.000876221,0.067520846,0.026127258,0.000266563,0.000371048,0,0.027040113,0.028180677,0.004008915,0.082238377,0.083654905,0.002384996,0.080716533,0.000259436,0.034974662,0.142789788,0.425393862,0.001482542,0.047184713,0.042854461,0.001230669,0.000709762,0.001501653,0.090249346,0.091394063,0.003680492,0.067397655,,,,,,,,,,,,,,,,
55,2007,0.203923873,0.145316219,,,,,0.006836649,0.005556197,0.094166716,0.007018235,0.037441755,0.005655462,,0.174703236,0.368221211,0.001274882,0.071803701,0.044511545,0.000408875,0.000583371,0,0.030870109,0.032098101,0.004233834,0.120802647,0.069438835,0.004472206,0.08885902,0.000355566,0.050143332,0.173244928,0.446336851,0.002100981,0.051841842,0.070706632,0.001870145,0.00104473,0.003479631,0.099905685,0.101148344,0.003753565,0.104840116,,,,,,,,,,,,,,,,
60,2007,0.170053299,0.089981987,,,,,0.006099474,0.010493029,0.098535665,0.006821614,0.050114487,0.003985737,,0.220510102,0.384726623,0.001406937,0.075112545,0.069496835,0.000482987,0.000936307,0,0.03447314,0.035777096,0.004346317,0.16535704,0.052955319,0.007881293,0.09917064,0.000353684,0.065664018,0.221714184,0.476870799,0.002416028,0.05573293,0.107032549,0.001899417,0.00159597,0.006894818,0.107302107,0.108615195,0.003729086,0.151885675,,,,,,,,,,,,,,,,
65,2007,0.159627035,0.088771152,,,,,0.005732963,0.019484208,0.097935919,0.007520002,0.063861151,0.00330356,,0.278405466,0.405310504,0.001756883,0.076791533,0.109362507,0.000576381,0.001716599,0,0.037437399,0.038845553,0.00422134,0.199578099,0.041680015,0.013427691,0.115793354,0.000463754,0.086934667,0.284108284,0.521603058,0.002923595,0.058315709,0.161605632,0.002129076,0.002910012,0.009801521,0.112459667,0.113860344,0.003451187,0.186590936,,,,,,,,,,,,,,,,
70,2007,0.102792944,0.071297853,,,,,0.006295757,0.03612957,0.093581841,0.007817453,0.079546054,0.00254541,,0.34864963,0.436182553,0.002009221,0.078382597,0.145703059,0.000604947,0.003129779,0,0.040545235,0.042055355,0.003895218,0.224944992,0.033844103,0.023780771,0.131647908,0.00046549,0.112265254,0.359901441,0.553526641,0.003021666,0.060790176,0.20961036,0.001960063,0.005076498,0.011464187,0.116828025,0.11830381,0.002965964,0.212470961,,,,,,,,,,,,,,,,
75,2007,0.089528285,0.052671538,,,,,0.009230721,0.067070523,0.089319247,0.007754454,0.097933376,0.00191903,,0.434586676,0.467806319,0.002260513,0.079809587,0.182349332,0.000574328,0.005594288,0,0.043725335,0.045359901,0.003515494,0.256842224,0.033824031,0.043989162,0.128228705,0.000506196,0.137223408,0.442873309,0.583481232,0.002998254,0.063237966,0.250981156,0.001571119,0.008032795,0.012001241,0.120859839,0.12242268,0.002419216,0.252191144,,,,,,,,,,,,,,,,
80,2007,0.054545808,0.020405424,,,,,0.012686178,0.143701722,0.089307244,0.008434255,0.128346365,0.001244923,,0.555750812,0.445749055,0.002147476,0.084213158,0.216189615,0.000487495,0.008279919,0,0.047645475,0.049529946,0.003031108,0.273938687,0.032569979,0.094722338,0.1059779,0.000608758,0.178304243,0.541121751,0.553400141,0.002575226,0.0692086,0.277092705,0.001189638,0.010862648,0.011540492,0.125827566,0.127565507,0.001882474,0.281331847,,,,,,,,,,,,,,,,
0,2008,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
15,2008,,,,,,,0.002873426,0,0.057781552,2.10E-05,0.002627274,7.66E-05,,0.015542007,0.126002016,7.58E-06,0.025665873,6.83E-05,1.51E-06,0,0,0.004760842,0.005261493,0.001878045,0.005494766,0.011095857,0,0.066299938,4.81E-06,0.002900379,0.014792473,0.15507168,1.90E-05,0.019687859,7.31E-05,3.24E-06,0,0,0.008731014,0.009078985,0.002146735,0.005248211,,,,,,,,,,,,,,,,
20,2008,,,,,,,0.007146583,0,0.042693575,6.89E-05,0.003612288,0.000236727,,0.035037393,0.184552609,1.76E-05,0.034700698,0.000203124,2.45E-06,1.65E-06,0,0.006987161,0.007586437,0.002130403,0.009426077,0.036801756,0,0.038182603,4.87E-06,0.004189366,0.033222455,0.223504677,3.68E-05,0.030888114,0.000280919,3.89E-06,3.23E-06,8.32E-06,0.017859783,0.018313886,0.00239537,0.010007986,,,,,,,,,,,,,,,,
25,2008,,,,,,,0.009655076,0,0.040547947,0.000309788,0.004883319,0.001022127,,0.055527784,0.244236108,4.93E-05,0.03498849,0.000586615,7.52E-06,1.13E-05,0,0.009465048,0.01015954,0.002393922,0.01380962,0.056363963,0,0.032942673,1.58E-05,0.005772341,0.05265511,0.285186575,6.70E-05,0.03201155,0.000937015,1.20E-05,2.19E-05,1.06E-05,0.028624501,0.02919077,0.002631906,0.014960586,,,,,,,,,,,,,,,,
30,2008,,,,,,,0.010754056,0,0.045582716,0.000911724,0.006415497,0.002657352,,0.073988094,0.278213328,0.000103182,0.039163073,0.001421474,1.92E-05,3.15E-05,0,0.0123487,0.013149319,0.002681478,0.019002221,0.066365074,0,0.039483136,2.71E-05,0.007562639,0.070887324,0.325544479,0.0001483,0.033215273,0.002316404,3.89E-05,6.20E-05,1.62E-05,0.040751621,0.041446202,0.002881576,0.020157708,,,,,,,,,,,,,,,,
35,2008,,,,,,,0.011008094,0,0.055710737,0.001850444,0.008160715,0.004311254,,0.086951835,0.299731117,0.000180549,0.050276602,0.00327795,3.59E-05,6.56E-05,0,0.015439319,0.016340357,0.003014366,0.026638161,0.073363433,0,0.050017793,5.46E-05,0.00941667,0.084025109,0.348403867,0.000288151,0.03497839,0.005355229,0.000113504,0.0001348,4.85E-05,0.053045417,0.053864014,0.00313573,0.026783575,,,,,,,,,,,,,,,,
40,2008,,,,,,,0.010711711,0.000178994,0.068712618,0.00344094,0.010748988,0.005779999,,0.100521131,0.32930222,0.00029245,0.059150914,0.006924478,6.00E-05,0.000120419,0,0.019066379,0.020069343,0.003377842,0.037974109,0.079499602,0.00015496,0.06198795,9.10E-05,0.012482041,0.097547194,0.380503888,0.00046398,0.037932973,0.011529998,0.000244187,0.000251138,0.00010519,0.065958179,0.066906621,0.003371754,0.03557163,,,,,,,,,,,,,,,,
45,2008,,,,,,,0.009316855,0.001148546,0.07839248,0.00470012,0.016331408,0.006247965,,0.122588232,0.350556659,0.000515947,0.063597612,0.01395922,0.000131699,0.000219886,0,0.022760897,0.023863313,0.003708617,0.056691246,0.083682984,0.000991044,0.071309842,0.000153933,0.020906459,0.12045843,0.413189173,0.000857449,0.042636499,0.023227389,0.000652474,0.000444333,0.000415523,0.078024349,0.079109744,0.003554621,0.048689729,,,,,,,,,,,,,,,,
50,2008,,,,,,,0.00786214,0.002810685,0.084717003,0.006013652,0.025419617,0.005827217,,0.144500643,0.348571981,0.000856645,0.06778414,0.026053403,0.000261726,0.000369746,0,0.027122775,0.028306771,0.003990192,0.084086008,0.082767827,0.002374399,0.078434902,0.00026163,0.034854769,0.142970087,0.424590131,0.001498583,0.047460977,0.042472739,0.001233668,0.000711916,0.001528264,0.090234901,0.091418363,0.003681121,0.069084104,,,,,,,,,,,,,,,,
55,2008,,,,,,,0.006889442,0.005534348,0.090408252,0.007083338,0.036882347,0.005533321,,0.174551154,0.366360194,0.001249767,0.071915467,0.044491896,0.000402174,0.000582389,0,0.030899995,0.032175342,0.004217867,0.124323496,0.06871326,0.004457796,0.086181273,0.000359645,0.050015531,0.173412934,0.446037309,0.002126107,0.052191567,0.070183897,0.001871507,0.001050229,0.003547954,0.099839138,0.101122913,0.003754464,0.107525521,,,,,,,,,,,,,,,,
60,2008,,,,,,,0.006130023,0.010465411,0.094934898,0.006911859,0.049406616,0.003913865,,0.220161117,0.383377642,0.001386054,0.075160725,0.069603666,0.000476787,0.000937368,0,0.034451915,0.03580592,0.004342192,0.171246228,0.052440968,0.007850614,0.095926449,0.000357927,0.065577253,0.221502299,0.476815495,0.002443055,0.056065399,0.106502644,0.001904821,0.001608139,0.007001267,0.107206505,0.108562137,0.003730046,0.155938398,,,,,,,,,,,,,,,,
65,2008,,,,,,,0.005740376,0.019427311,0.094836501,0.007640873,0.063072731,0.003259439,,0.277930668,0.403158256,0.00173725,0.076907676,0.109579414,0.000573257,0.001726856,0,0.037371884,0.038834218,0.004222718,0.207819597,0.041381238,0.013390914,0.111261754,0.000471609,0.08678441,0.283323098,0.52137499,0.002965149,0.058560191,0.161429382,0.002138183,0.002933124,0.009972485,0.112297107,0.113741762,0.003453875,0.192384936,,,,,,,,,,,,,,,,
70,2008,,,,,,,0.006290848,0.036014404,0.091115998,0.007937666,0.078760719,0.002511902,,0.347946729,0.434416854,0.001988314,0.078577092,0.145931943,0.000601909,0.003156798,0,0.04045782,0.042025255,0.003895235,0.234965982,0.033727098,0.0237276,0.125855487,0.000473861,0.111952884,0.359705781,0.553142333,0.003070126,0.060954569,0.210076979,0.001969628,0.005116724,0.011636182,0.116633473,0.118154845,0.002970943,0.220063048,,,,,,,,,,,,,,,,
75,2008,,,,,,,0.009240183,0.066865265,0.087265056,0.007898541,0.097222522,0.001901322,,0.433890779,0.466242823,0.002250229,0.080028653,0.182481138,0.000573091,0.005645542,0,0.043620962,0.045317091,0.003513067,0.266542978,0.033684461,0.043869515,0.122809176,0.000517217,0.13668758,0.444418328,0.583009047,0.003048271,0.063332427,0.25230513,0.001581207,0.008100088,0.012136545,0.120621039,0.122231851,0.00242581,0.260614881,,,,,,,,,,,,,,,,
80,2008,,,,,,,0.012702433,0.143196815,0.087303954,0.008614907,0.127722839,0.001242015,,0.555761554,0.444136664,0.002154039,0.084380731,0.216417461,0.000490458,0.008365662,0,0.047508366,0.049460067,0.003027874,0.281442392,0.032408273,0.094322044,0.102730529,0.000621532,0.177613868,0.543063416,0.553307775,0.002624965,0.069218293,0.279049523,0.001204717,0.010907901,0.011644804,0.125561188,0.127353177,0.001887125,0.289551277,,,,,,,,,,,,,,,,
0,2009,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
15,2009,,,,,,,0.002876968,0,0.057667911,2.15E-05,0.002616684,7.75E-05,,0.015556761,0.124918466,7.60E-06,0.02559495,6.83E-05,1.53E-06,0,0,0.004814704,0.005325535,0.001882074,0.005637276,0.011080143,0,0.064832919,4.85E-06,0.002907723,0.014864747,0.154428098,1.91E-05,0.01958114,7.40E-05,3.24E-06,0,0,0.008739019,0.00909653,0.002144083,0.005400255,,,,,,,,,,,,,,,,
20,2009,,,,,,,0.007153984,0,0.041851636,6.98E-05,0.003593946,0.000235912,,0.035105107,0.183308916,1.75E-05,0.034658557,0.000203037,2.45E-06,1.64E-06,0,0.007041419,0.007653707,0.002136551,0.00965209,0.036805564,0,0.036692959,4.91E-06,0.004200668,0.033336013,0.222945834,3.72E-05,0.030911388,0.000282573,3.89E-06,3.20E-06,8.50E-06,0.017793141,0.018258506,0.002394995,0.010261108,,,,,,,,,,,,,,,,
25,2009,,,,,,,0.009690611,0,0.039384486,0.000312198,0.004855949,0.001016906,,0.055572403,0.242526518,4.85E-05,0.034911585,0.000586319,7.47E-06,1.13E-05,0,0.009523239,0.010234601,0.00239996,0.014113654,0.056428324,0,0.031456487,1.61E-05,0.00578546,0.052746424,0.284707878,6.80E-05,0.032088857,0.000938416,1.21E-05,2.17E-05,1.09E-05,0.028484732,0.029066028,0.00263637,0.015295495,,,,,,,,,,,,,,,,
30,2009,,,,,,,0.010809869,0,0.04428206,0.000919532,0.006380366,0.002643956,,0.074001922,0.276662383,0.000101888,0.039207779,0.00142089,1.91E-05,3.14E-05,0,0.012418841,0.013240508,0.002685405,0.019369541,0.066367568,0,0.037890686,2.75E-05,0.007577133,0.070971814,0.324997248,0.000150444,0.033341237,0.00231722,3.91E-05,6.17E-05,1.66E-05,0.040647014,0.041361782,0.002888366,0.020554553,,,,,,,,,,,,,,,,
35,2009,,,,,,,0.011065278,0,0.054296535,0.001866979,0.00812179,0.004275771,,0.087038788,0.298048857,0.000178517,0.050628354,0.00327584,3.57E-05,6.54E-05,0,0.015517793,0.016444221,0.003015839,0.027103854,0.073102276,0,0.048350921,5.52E-05,0.009432405,0.084144008,0.348011001,0.000292101,0.035155085,0.005354844,0.000113891,0.000134926,4.96E-05,0.052965312,0.053808751,0.003141469,0.027306858,,,,,,,,,,,,,,,,
40,2009,,,,,,,0.010766893,0.000178831,0.067043925,0.003486678,0.010696035,0.005740975,,0.100511119,0.327525582,0.000290245,0.059616293,0.006914654,5.95E-05,0.000119939,0,0.019149169,0.020181395,0.003376011,0.038619198,0.078975428,0.000154472,0.060240446,9.23E-05,0.012491564,0.097772781,0.37997856,0.000471501,0.03814588,0.011502361,0.000244141,0.000252275,0.000107767,0.065924049,0.066900505,0.003374752,0.036317145,,,,,,,,,,,,,,,,
45,2009,,,,,,,0.009373798,0.00114737,0.076023503,0.004764892,0.01619893,0.006220787,,0.122613534,0.348812106,0.000510996,0.063927017,0.01392277,0.000130702,0.000219086,0,0.022838747,0.023974707,0.003700277,0.057723088,0.083044127,0.000987439,0.069305221,0.000155521,0.020869211,0.120698824,0.412214384,0.000867105,0.042863292,0.023084883,0.000649349,0.000446039,0.000424629,0.077988778,0.07910559,0.003556364,0.049807891,,,,,,,,,,,,,,,,
