Time,Sex,Age,mx
2005,Male,30,0.001144137
2005,Male,35,0.001574502
2005,Male,40,0.002493925
2005,Male,45,0.003912526
2005,Male,50,0.006061586
2005,Male,55,0.008540119
2005,Male,60,0.012770725
2005,Male,65,0.019118011
2005,Male,70,0.030216248
2005,Male,75,0.047990104
2005,Male,0,0.006612225
2005,Male,80,0.076930607
2005,Male,85,0.127946167
2005,Male,90,0.207468071
2005,Male,2,0.00020789
2005,Male,95,0.294272362
2006,Male,5,0.000131728
2006,Male,10,0.000153165
2006,Male,15,0.000631434
2006,Male,20,0.001103721
2006,Male,25,0.001099359
2006,Male,30,0.001162488
2006,Male,35,0.001566791
2006,Male,40,0.002485833
2006,Male,45,0.003797811
2006,Male,50,0.005858004
2006,Male,55,0.008399911
2006,Male,60,0.012520671
2006,Male,65,0.018674178
2006,Male,70,0.028710474
2006,Male,75,0.045640398
2006,Male,0,0.00650748
2006,Male,80,0.074273374
2006,Male,85,0.123699502
2006,Male,90,0.205835239
2006,Male,2,0.000202912
2006,Male,95,0.293416822
2007,Male,5,0.000130832
2007,Male,10,0.000151745
2007,Male,15,0.000602348
2007,Male,20,0.00105636
2007,Male,25,0.001065683
2007,Male,30,0.001138588
2007,Male,35,0.001528438
2007,Male,40,0.002411092
2007,Male,45,0.003647768
2007,Male,50,0.005621736
2007,Male,55,0.008281463
2007,Male,60,0.012157387
2007,Male,65,0.018402624
2007,Male,70,0.027938846
2007,Male,75,0.044461412
2007,Male,0,0.006437781
2007,Male,80,0.073118315
2007,Male,85,0.120827237
2007,Male,90,0.204147577
2007,Male,2,0.000199954
2007,Male,95,0.292208282
2008,Male,5,0.000127032
2008,Male,10,0.000148289
2008,Male,15,0.000561577
2008,Male,20,0.001005812
2008,Male,25,0.001042471
2008,Male,30,0.001120518
2008,Male,35,0.001486197
2008,Male,40,0.002322792
2008,Male,45,0.003545557
2008,Male,50,0.005465527
2008,Male,55,0.00823583
2008,Male,60,0.011894022
2008,Male,65,0.018187207
2008,Male,70,0.027725995
2008,Male,75,0.044156724
2008,Male,0,0.006272046
2008,Male,80,0.072673705
2008,Male,85,0.120517172
2008,Male,90,0.202752381
2008,Male,2,0.000192976
2008,Male,95,0.290564103
2009,Male,5,0.000123007
2009,Male,10,0.00014729
2009,Male,15,0.00054442
2009,Male,20,0.000979593
2009,Male,25,0.001030027
2009,Male,30,0.001108775
2009,Male,35,0.001452737
2009,Male,40,0.002257848
2009,Male,45,0.003500785
2009,Male,50,0.005400003
2009,Male,55,0.008196143
2009,Male,60,0.011635538
2009,Male,65,0.017620935
2009,Male,70,0.026797255
2009,Male,75,0.042886448
2009,Male,0,0.00598344
2009,Male,80,0.070483212
2009,Male,85,0.116435091
2009,Male,90,0.201151087
2009,Male,2,0.000185987
2009,Male,95,0.289390062
2010,Male,5,0.000120598
2010,Male,10,0.000146945
2010,Male,15,0.000537506
2010,Male,20,0.000980415
2010,Male,25,0.001026926
2010,Male,30,0.001099623
2010,Male,35,0.0013911
2010,Male,40,0.002125163
2010,Male,45,0.003391309
2010,Male,50,0.005209698
2010,Male,55,0.008001953
2010,Male,60,0.011313107
2010,Male,65,0.01707809
2010,Male,70,0.02604624
2010,Male,75,0.041816176
2010,Male,0,0.005650603
2010,Male,80,0.068907671
2010,Male,85,0.115646359
2010,Male,90,0.19892709
2010,Male,2,0.000179173
2010,Male,95,0.28794036
2011,Male,5,0.000119073
2011,Male,10,0.000145778
2011,Male,15,0.000520758
2011,Male,20,0.000989157
2011,Male,25,0.001047735
2011,Male,30,0.001127387
2011,Male,35,0.001391275
2011,Male,40,0.002067934
2011,Male,45,0.003325701
2011,Male,50,0.005161212
2011,Male,55,0.00789168
2011,Male,60,0.011237886
2011,Male,65,0.016912785
2011,Male,70,0.025865166
2011,Male,75,0.0412459
2011,Male,0,0.005481899
2011,Male,80,0.068611675
2011,Male,85,0.115752865
2011,Male,90,0.197570196
2011,Male,2,0.000175728
2011,Male,95,0.28665008
2012,Male,5,0.000117399
2012,Male,10,0.000140276
2012,Male,15,0.000476419
2012,Male,20,0.000964859
2012,Male,25,0.001039165
2012,Male,30,0.001139946
2012,Male,35,0.001384529
2012,Male,40,0.002013551
2012,Male,45,0.00322413
2012,Male,50,0.00507764
2012,Male,55,0.007718926
2012,Male,60,0.011247848
2012,Male,65,0.016546306
2012,Male,70,0.025432291
2012,Male,75,0.040627592
2012,Male,0,0.005378614
2012,Male,80,0.067792388
2012,Male,85,0.114185244
2012,Male,90,0.19662028
2012,Male,2,0.000173918
2012,Male,95,0.285538689
2013,Male,5,0.000114509
2013,Male,10,0.000132967
2013,Male,15,0.000430423
2013,Male,20,0.000923662
2013,Male,25,0.001013843
2013,Male,30,0.001134888
2013,Male,35,0.001372698
2013,Male,40,0.001984942
2013,Male,45,0.003190843
2013,Male,50,0.005046671
2013,Male,55,0.007573826
2013,Male,60,0.011310657
2013,Male,65,0.016263294
2013,Male,70,0.025208516
2013,Male,75,0.040462255
2013,Male,0,0.005266293
2013,Male,80,0.067768751
2013,Male,85,0.113406951
2013,Male,90,0.196088226
2013,Male,2,0.000168256
2013,Male,95,0.284661419
2014,Male,5,0.000112047
2014,Male,10,0.000129546
2014,Male,15,0.000413
2014,Male,20,0.000918483
2014,Male,25,0.001016291
2014,Male,30,0.001154901
2014,Male,35,0.00139616
2014,Male,40,0.001960752
2014,Male,45,0.003110542
2014,Male,50,0.004996384
2014,Male,55,0.007474694
2014,Male,60,0.011204975
2014,Male,65,0.015879923
2014,Male,70,0.024553522
2014,Male,75,0.039505442
2014,Male,0,0.005081455
2014,Male,80,0.066307323
2014,Male,85,0.110820126
2014,Male,90,0.194956422
2014,Male,2,0.000161271
2014,Male,95,0.283431921
2015,Male,5,0.000110522
2015,Male,10,0.000130503
2015,Male,15,0.000422293
2015,Male,20,0.00097196
2015,Male,25,0.001103014
2015,Male,30,0.001261301
2015,Male,35,0.001509353
2015,Male,40,0.001996737
2015,Male,45,0.003052175
2015,Male,50,0.004980085
2015,Male,55,0.007417414
2015,Male,60,0.011071443
2015,Male,65,0.015744877
2015,Male,70,0.024478384
2015,Male,75,0.039504413
2015,Male,0,0.004933753
2015,Male,80,0.066514952
2015,Male,85,0.112235492
2015,Male,90,0.194214589
2015,Male,2,0.000156976
2015,Male,95,0.282573054
2016,Male,5,0.000107865
2016,Male,10,0.000129805
2016,Male,15,0.000437255
2016,Male,20,0.001032097
2016,Male,25,0.00123042
2016,Male,30,0.001413863
2016,Male,35,0.001685194
2016,Male,40,0.002104027
2016,Male,45,0.003078363
2016,Male,50,0.004993788
2016,Male,55,0.00744804
2016,Male,60,0.010973742
2016,Male,65,0.015661536
2016,Male,70,0.024401219
2016,Male,75,0.038764278
2016,Male,0,0.004810524
2016,Male,80,0.063840029
2016,Male,85,0.109229375
2016,Male,90,0.193780846
2016,Male,2,0.000151038
2016,Male,95,0.281609452
2017,Male,5,0.000106688
2017,Male,10,0.000128581
2017,Male,15,0.000428381
2017,Male,20,0.000995534
2017,Male,25,0.001241229
2017,Male,30,0.001440697
2017,Male,35,0.00174078
2017,Male,40,0.002113694
2017,Male,45,0.003051914
2017,Male,50,0.004876632
2017,Male,55,0.007281211
2017,Male,60,0.010667415
2017,Male,65,0.015295181
2017,Male,70,0.023530783
2017,Male,75,0.038112831
2017,Male,0,0.004717965
2017,Male,80,0.063616242
2017,Male,85,0.110643369
2017,Male,90,0.192900329
2017,Male,2,0.000147294
2017,Male,95,0.280636749
2018,Male,5,0.000103258
2018,Male,10,0.000121284
2018,Male,15,0.000396815
2018,Male,20,0.000915108
2018,Male,25,0.00115941
2018,Male,30,0.001377824
2018,Male,35,0.001723107
2018,Male,40,0.002084418
2018,Male,45,0.003003725
2018,Male,50,0.004744372
2018,Male,55,0.007182096
2018,Male,60,0.010526487
2018,Male,65,0.015260627
2018,Male,70,0.022801134
2018,Male,75,0.037256199
2018,Male,0,0.004631731
2018,Male,80,0.062639198
2018,Male,85,0.110050877
2018,Male,90,0.192558438
2018,Male,2,0.000141586
2018,Male,95,0.279608567
2019,Male,5,9.88303E-05
2019,Male,10,0.000119347
2019,Male,15,0.000404904
2019,Male,20,0.000934183
2019,Male,25,0.001179162
2019,Male,30,0.001445192
2019,Male,35,0.001832376
2019,Male,40,0.002184366
2019,Male,45,0.003061275
2019,Male,50,0.004733425
2019,Male,55,0.007171763
2019,Male,60,0.010530255
2019,Male,65,0.015349661
2019,Male,70,0.022601024
2019,Male,75,0.036702831
2019,Male,0,0.004417135
2019,Male,80,0.062151926
2019,Male,85,0.108670311
2019,Male,90,0.191502192
2019,Male,2,0.00013586
2019,Male,95,0.278412241
2020,Male,5,9.88629E-05
2020,Male,10,0.000125594
2020,Male,15,0.000475923
2020,Male,20,0.001142289
2020,Male,25,0.001505687
2020,Male,30,0.001956885
2020,Male,35,0.002602445
2020,Male,40,0.003175634
2020,Male,45,0.004346083
2020,Male,50,0.00661476
2020,Male,55,0.009774831
2020,Male,60,0.014107697
2020,Male,65,0.020509903
2020,Male,70,0.030034246
2020,Male,75,0.048640419
2020,Male,0,0.004254215
2020,Male,80,0.080669506
2020,Male,85,0.135311932
2020,Male,90,0.22730994
2020,Male,2,0.000137271
2020,Male,95,0.321990448
2021,Male,5,0.000106077
2021,Male,10,0.000122224
2021,Male,15,0.000492134
2021,Male,20,0.00111418
2021,Male,25,0.001571159
2021,Male,30,0.001943669
2021,Male,35,0.002439516
2021,Male,40,0.003119
2021,Male,45,0.00398269
2021,Male,50,0.006037438
2021,Male,55,0.008949108
2021,Male,60,0.012718817
2021,Male,65,0.017883052
2021,Male,70,0.025747751
2021,Male,75,0.041710155
2021,Male,0,0.004376986
2021,Male,80,0.067135853
2021,Male,85,0.118880968
2021,Male,90,0.214530604
2021,Male,2,0.00016243
2021,Male,95,0.305089687
