Age,Sex,1986.0,1987.0,1988.0,1989.0,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,2021.0,2022.0,2023.0
0,Female,0.05711,0.05457,0.05246,0.05092,0.05006,0.05005,0.05106,0.05284,0.0556,0.05905,0.07596,0.07276,0.06893,0.06462,0.06015,0.05591,0.05221,0.04934,0.04727,0.04543,,,,,,,,
0,Male,0.0697,0.06677,0.06433,0.06255,0.06157,0.06159,0.06278,0.06487,0.06804,0.07195,0.08918,0.08573,0.08159,0.07686,0.0719,0.06715,0.06297,0.05967,0.05724,0.0551,0.04875,0.04738,0.04585,0.04433,0.042885,0.04154,0.04009,0.038765
1,Female,0.00953,0.00887,0.00837,0.00802,0.00782,0.00777,0.00807,0.00843,0.00911,0.00999,0.01477,0.01379,0.01276,0.01142,0.01027,0.00925,0.00832,0.00752,0.00725,0.00688,,,,,,,,
1,Male,0.01054,0.00984,0.00925,0.00881,0.00856,0.0085,0.00877,0.00914,0.0098,0.01066,0.01446,0.01367,0.01253,0.01138,0.01021,0.0091,0.00823,0.00761,0.00723,0.00678,0.00659,0.0063300000000000006,0.006155000000000001,0.00597,0.00578,0.00566,0.005350000000000001,0.005245
2,Female,0.00579,0.00539,0.00509,0.00489,0.00478,0.00477,0.00497,0.00519,0.00563,0.00619,0.00932,0.0087,0.00805,0.00717,0.00644,0.00581,0.0052,0.00468,0.00449,0.00427,,,,,,,,
2,Male,0.00649,0.00609,0.00577,0.00554,0.00543,0.00543,0.00566,0.00593,0.00639,0.00699,0.01004,0.0095,0.0087,0.0079,0.00709,0.00635,0.00574,0.00529,0.00498,0.00467,0.004295,0.004105,0.00398,0.0038399999999999997,0.0037,0.0036049999999999997,0.003395,0.00331
3,Female,0.00397,0.0037,0.00349,0.00335,0.00327,0.00325,0.00338,0.00351,0.00378,0.00413,0.00613,0.00573,0.00524,0.00474,0.00424,0.00379,0.00345,0.00312,0.00299,0.00285,,,,,,,,
3,Male,0.00447,0.00421,0.00399,0.00384,0.00377,0.00377,0.00393,0.00411,0.00442,0.00482,0.00688,0.00651,0.00598,0.00544,0.00489,0.00438,0.00397,0.00366,0.00345,0.00323,0.002925,0.0028,0.00272,0.00263,0.0025399999999999997,0.0024850000000000002,0.002345,0.00229
4,Female,0.00284,0.00266,0.00252,0.00242,0.00236,0.00234,0.00243,0.0025,0.00267,0.00289,0.00423,0.00397,0.00359,0.00332,0.00297,0.00262,0.00244,0.00222,0.00213,0.00203,,,,,,,,
4,Male,0.00318,0.00301,0.00287,0.00276,0.00272,0.00273,0.00285,0.00297,0.0032,0.00349,0.00501,0.00474,0.00437,0.00398,0.00359,0.00322,0.00292,0.0027,0.00255,0.00239,0.00212,0.002035,0.00198,0.001915,0.00185,0.001815,0.001715,0.0016749999999999998
5,Female,0.00216,0.00203,0.00192,0.00185,0.0018,0.00178,0.00185,0.00189,0.00201,0.00216,0.00313,0.00295,0.00263,0.00248,0.00222,0.00194,0.00184,0.00168,0.00161,0.00153,,,,,,,,
5,Male,0.00243,0.0023,0.00219,0.00211,0.00207,0.00207,0.00216,0.00224,0.00239,0.0026,0.00362,0.00343,0.00317,0.0029,0.00262,0.00235,0.00213,0.00198,0.00187,0.00176,0.001585,0.0015249999999999999,0.001485,0.0014399999999999999,0.001405,0.0013800000000000002,0.00131,0.0012799999999999999
6,Female,0.00178,0.00167,0.00159,0.00153,0.00149,0.00148,0.00154,0.00158,0.00168,0.00181,0.00263,0.00248,0.00221,0.00211,0.00189,0.00165,0.00157,0.00144,0.00138,0.0013,,,,,,,,
6,Male,0.00202,0.00192,0.00184,0.00178,0.00175,0.00176,0.00183,0.0019,0.00203,0.00221,0.00311,0.00295,0.00273,0.0025,0.00226,0.00203,0.00185,0.00172,0.00162,0.00153,0.0013549999999999999,0.001305,0.00127,0.00123,0.0011949999999999999,0.00117,0.0011099999999999999,0.001085
7,Female,0.00151,0.00143,0.00136,0.00132,0.00129,0.00129,0.00135,0.00138,0.00148,0.0016,0.00238,0.00225,0.00201,0.00193,0.00173,0.00151,0.00144,0.00132,0.00126,0.00118,,,,,,,,
7,Male,0.00174,0.00166,0.0016,0.00155,0.00153,0.00155,0.00162,0.00168,0.0018,0.00195,0.0028,0.00265,0.00246,0.00226,0.00205,0.00185,0.00169,0.00157,0.00148,0.00139,0.00123,0.00118,0.001145,0.001105,0.00107,0.0010500000000000002,0.00099,0.000965
8,Female,0.00133,0.00125,0.0012,0.00116,0.00115,0.00115,0.00121,0.00124,0.00133,0.00144,0.00218,0.00207,0.00185,0.0018,0.00161,0.0014,0.00134,0.00123,0.00117,0.00109,,,,,,,,
8,Male,0.00154,0.00147,0.00142,0.00138,0.00137,0.00138,0.00145,0.0015,0.00161,0.00174,0.00251,0.00238,0.00222,0.00204,0.00185,0.00167,0.00153,0.00142,0.00134,0.00126,0.0011250000000000001,0.001075,0.00104,0.001,0.000965,0.000945,0.00089,0.000865
9,Female,0.00121,0.00115,0.0011,0.00107,0.00106,0.00106,0.00112,0.00116,0.00125,0.00136,0.00209,0.00199,0.00179,0.00174,0.00156,0.00136,0.00131,0.0012,0.00113,0.00105,,,,,,,,
9,Male,0.0014,0.00134,0.0013,0.00127,0.00126,0.00127,0.00133,0.00138,0.00147,0.00159,0.00229,0.00218,0.00203,0.00187,0.0017,0.00154,0.00141,0.00131,0.00124,0.00117,0.001055,0.001005,0.00097,0.0009350000000000001,0.000905,0.00088,0.00083,0.0007999999999999999
10,Female,0.00115,0.00109,0.00105,0.00102,0.00101,0.00102,0.00108,0.00112,0.00121,0.00132,0.00205,0.00196,0.00175,0.00172,0.00154,0.00135,0.00129,0.00118,0.00111,0.00104,,,,,,,,
10,Male,0.00132,0.00127,0.00123,0.00121,0.0012,0.00122,0.00127,0.00132,0.00142,0.00153,0.00223,0.00212,0.00198,0.00182,0.00166,0.00151,0.00138,0.00129,0.00121,0.00114,0.0010350000000000001,0.000985,0.00095,0.00091,0.000875,0.0008500000000000001,0.0008049999999999999,0.0007750000000000001
11,Female,0.00112,0.00107,0.00103,0.001,0.00099,0.00101,0.00107,0.00111,0.0012,0.0013,0.00203,0.00194,0.00175,0.00172,0.00154,0.00134,0.00129,0.00118,0.00111,0.00103,,,,,,,,
11,Male,0.00129,0.00124,0.00121,0.00119,0.00119,0.00121,0.00127,0.00133,0.00143,0.00154,0.0023,0.00219,0.00205,0.00189,0.00173,0.00158,0.00145,0.00135,0.00127,0.0012,0.001055,0.001005,0.0009649999999999999,0.000925,0.0008849999999999999,0.0008600000000000001,0.00081,0.0007750000000000001
